factor_id,market,family,availability_tier,v9_default_pool,formula_v8,formula_v9,v9_formula_changed,v9_keyword_migration,v9_pandas_runtime,v9_pandas_finite_ratio,v9_pandas_tail_finite_ratio,v9_pandas_tail_unique,v9_all_nodes_polars_static,v9_sql_compile_pass,v9_three_backend_static_path,v9_nonproduction_contract_operators,v9_pit_not_true_operators
pv_v4_a_0001,A,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0002,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 10))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 10))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_a_0003,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0004,A,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0005,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0006,A,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0007,A,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0008,A,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 34))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0009,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 120))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 120))",False,,pass,0.9524390243902439,1.0,20,True,True,True,,
pv_v4_a_0010,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0011,A,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0012,A,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0013,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 63))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 63))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0014,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 252))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 252))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0015,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,0.7963414634146342,1.0,20,True,True,True,,
pv_v4_a_0016,A,return_primitives,core,core,"rank(ts_rank(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","rank(ts_rank(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,1.0,1.0,32,True,True,True,,
pv_v4_a_0017,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0018,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 84))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 84))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0019,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 180))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 180))",False,,pass,0.9280487804878049,1.0,20,True,True,True,,
pv_v4_a_0020,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 756))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 756))",False,,pass,0.6939024390243902,1.0,20,True,True,True,,
pv_v4_a_0021,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0022,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0023,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0024,A,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0025,A,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0026,A,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0027,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0028,A,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))",False,,pass,0.9768292682926829,1.0,20,True,True,True,,
pv_v4_a_0029,A,price_path,core,core,"rank(ts_log_return(close, 3))","rank(ts_log_return(close, 3))",False,,pass,0.9963414634146341,1.0,20,True,True,True,,
pv_v4_a_0030,A,price_path,core,core,"rank(ts_log_return(close, 13))","rank(ts_log_return(close, 13))",False,,pass,0.9841463414634146,1.0,20,True,True,True,,
pv_v4_a_0031,A,price_path,core,core,"rank(ts_log_return(close, 63))","rank(ts_log_return(close, 63))",False,,pass,0.9231707317073171,1.0,20,True,True,True,,
pv_v4_a_0032,A,price_path,core,core,"rank(ts_log_return(close, 252))","rank(ts_log_return(close, 252))",False,,pass,0.6926829268292682,1.0,20,True,True,True,,
pv_v4_a_0033,A,price_path,core,core,"rank(ts_log_return(close, 756))","rank(ts_log_return(close, 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_a_0034,A,price_path,core,core,"rank(ts_delta(log(close), 5))","rank(ts_delta(log(close), 5))",False,,pass,0.9939024390243902,1.0,20,True,True,True,,
pv_v4_a_0035,A,price_path,core,core,"rank(ts_log_return(close, 8))","rank(ts_log_return(close, 8))",False,,pass,0.9902439024390244,1.0,20,True,True,True,,
pv_v4_a_0036,A,price_path,core,core,"rank(ts_log_return(close, 84))","rank(ts_log_return(close, 84))",False,,pass,0.8975609756097561,1.0,20,True,True,True,,
pv_v4_a_0037,A,price_path,core,core,"rank(ts_log_return(close, 180))","rank(ts_log_return(close, 180))",False,,pass,0.7804878048780488,1.0,20,True,True,True,,
pv_v4_a_0038,A,price_path,core,core,"rank(ts_pct(close, 756))","rank(ts_pct(close, 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_a_0039,A,price_path,core,core,"rank(ts_delta(log(close), 3))","rank(ts_delta(log(close), 3))",False,,pass,0.9963414634146341,1.0,20,True,True,True,,
pv_v4_a_0040,A,price_path,core,core,"rank(ts_log_return(close, 21))","rank(ts_log_return(close, 21))",False,,pass,0.974390243902439,1.0,20,True,True,True,,
pv_v4_a_0041,A,price_path,core,core,"rank(ts_pct(close, 34))","rank(ts_pct(close, 34))",False,,pass,0.9585365853658536,1.0,20,True,True,True,,
pv_v4_a_0042,A,price_path,core,core,"rank(ts_log_return(close, 126))","rank(ts_log_return(close, 126))",False,,pass,0.8463414634146341,1.0,20,True,True,True,,
pv_v4_a_0043,A,price_path,core,core,"rank(ts_pct(close, 504))","rank(ts_pct(close, 504))",False,,pass,0.3853658536585366,1.0,20,True,True,True,,
pv_v4_a_0044,A,price_path,core,core,"rank(ts_delta(log(close), 2))","rank(ts_delta(log(close), 2))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_a_0045,A,price_path,core,core,"rank(ts_pct(close, 13))","rank(ts_pct(close, 13))",False,,pass,0.9841463414634146,1.0,20,True,True,True,,
pv_v4_a_0046,A,price_path,core,core,"rank(ts_pct(close, 63))","rank(ts_pct(close, 63))",False,,pass,0.9231707317073171,1.0,20,True,True,True,,
pv_v4_a_0047,A,price_path,core,core,"rank(ts_pct(close, 126))","rank(ts_pct(close, 126))",False,,pass,0.8463414634146341,1.0,20,True,True,True,,
pv_v4_a_0048,A,price_path,core,core,"rank(ts_log_return(close, 504))","rank(ts_log_return(close, 504))",False,,pass,0.3853658536585366,1.0,20,True,True,True,,
pv_v4_a_0049,A,price_path,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5) - ts_log_return(close, 5))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5) - ts_log_return(close, 5))",False,,pass,0.9939024390243902,1.0,20,True,True,True,,
pv_v4_a_0050,A,price_path,core,core,"rank(ts_pct(close, 8))","rank(ts_pct(close, 8))",False,,pass,0.9902439024390244,1.0,20,True,True,True,,
pv_v4_a_0051,A,price_path,core,core,"rank(ts_log_return(close, 34))","rank(ts_log_return(close, 34))",False,,pass,0.9585365853658536,1.0,20,True,True,True,,
pv_v4_a_0052,A,price_path,core,core,"rank(ts_pct(close, 252))","rank(ts_pct(close, 252))",False,,pass,0.6926829268292682,1.0,20,True,True,True,,
pv_v4_a_0053,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 5))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0054,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 10))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 10))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0055,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 84))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 84))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0056,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 120))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0057,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 5), ts_std(close, 5)))","-rank(safe_div_null(close - ts_mean(close, 5), ts_std(close, 5)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0058,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 8))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0059,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 34))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0060,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 252))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 252))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0061,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_median(close, 5), ts_std(close, 5)))","-rank(safe_div_null(close - ts_median(close, 5), ts_std(close, 5)))",False,,pass,0.998780487804878,1.0,27,True,True,True,,
pv_v4_a_0062,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 20))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 20))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0063,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 60))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0064,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 180))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 180))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0065,A,location_reversion,core,core,"-rank(safe_div_null(ts_max(high, 5) - close, ts_max(high, 5) - ts_min(low, 5)))","-rank(safe_div_null(ts_max(high, 5) - close, ts_max(high, 5) - ts_min(low, 5)))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0066,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 13))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 13))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0067,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 40))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 40))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0068,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 126))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 126))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0069,A,location_reversion,core,core,"rank(safe_div_null(close - ts_min(low, 5), ts_max(high, 5) - ts_min(low, 5)))","rank(safe_div_null(close - ts_min(low, 5), ts_max(high, 5) - ts_min(low, 5)))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0070,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 21))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 21))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0071,A,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 63))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 63))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0072,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 252), ts_std(close, 252)))","-rank(safe_div_null(close - ts_mean(close, 252), ts_std(close, 252)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0073,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_median(close, 21), ts_std(close, 21)))","-rank(safe_div_null(close - ts_median(close, 21), ts_std(close, 21)))",False,,pass,0.998780487804878,1.0,21,True,True,True,,
pv_v4_a_0074,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_median(close, 34), ts_std(close, 34)))","-rank(safe_div_null(close - ts_median(close, 34), ts_std(close, 34)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0075,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 180), ts_std(close, 180)))","-rank(safe_div_null(close - ts_mean(close, 180), ts_std(close, 180)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0076,A,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 10), ts_std(close, 10)))","-rank(safe_div_null(close - ts_mean(close, 10), ts_std(close, 10)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0077,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 5))","rank(ts_zscore(safe_div_null(high - low, pre_close), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0078,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(close - open, open), 13))","rank(ts_zscore(safe_div_null(close - open, open), 13))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0079,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(close - vwap, vwap), 60))","rank(ts_std(safe_div_null(close - vwap, vwap), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0080,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(close - open, open), 120))","rank(ts_zscore(safe_div_null(close - open, open), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0081,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(close - vwap, vwap), 5))","rank(ts_mean(safe_div_null(close - vwap, vwap), 5))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0082,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(high - low, pre_close), 21))","rank(ts_std(safe_div_null(high - low, pre_close), 21))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0083,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(open - vwap, vwap), 84))","rank(ts_std(safe_div_null(open - vwap, vwap), 84))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0084,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(open - vwap, vwap), 120))","rank(ts_zscore(safe_div_null(open - vwap, vwap), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0085,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(open - pre_close, pre_close), 3))","rank(ts_zscore(safe_div_null(open - pre_close, pre_close), 3))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0086,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 13))","rank(ts_zscore(safe_div_null(high - low, pre_close), 13))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0087,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(open - vwap, vwap), 34))","rank(ts_zscore(safe_div_null(open - vwap, vwap), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0088,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, close), 120))","rank(ts_zscore(safe_div_null(high - low, close), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0089,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(high - low, pre_close), 3))","rank(ts_mean(safe_div_null(high - low, pre_close), 3))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0090,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(open - vwap, vwap), 10))","rank(ts_mean(safe_div_null(open - vwap, vwap), 10))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0091,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(open - pre_close, pre_close), 34))","rank(ts_mean(safe_div_null(open - pre_close, pre_close), 34))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0092,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 120))","rank(ts_zscore(safe_div_null(high - low, pre_close), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0093,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(open - pre_close, pre_close), 5))","rank(ts_std(safe_div_null(open - pre_close, pre_close), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0094,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 8))","rank(ts_zscore(safe_div_null(high - low, pre_close), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0095,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(open - pre_close, pre_close), 34))","rank(ts_std(safe_div_null(open - pre_close, pre_close), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0096,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(open - pre_close, pre_close), 120))","rank(ts_std(safe_div_null(open - pre_close, pre_close), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0097,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(high - low, pre_close), 5))","rank(ts_mean(safe_div_null(high - low, pre_close), 5))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0098,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(open - vwap, vwap), 8))","rank(ts_zscore(safe_div_null(open - vwap, vwap), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0099,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(high - low, pre_close), 60))","rank(ts_mean(safe_div_null(high - low, pre_close), 60))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0100,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(high - low, close), 120))","rank(ts_mean(safe_div_null(high - low, close), 120))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0101,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 3))","rank(ts_zscore(safe_div_null(high - low, pre_close), 3))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0102,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(high - low, pre_close), 21))","rank(ts_mean(safe_div_null(high - low, pre_close), 21))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0103,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(high - low, close), 40))","rank(ts_std(safe_div_null(high - low, close), 40))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0104,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(high - low, pre_close), 120))","rank(ts_std(safe_div_null(high - low, pre_close), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0105,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(close - low - (high - close), high - low), 3))","rank(ts_std(safe_div_null(close - low - (high - close), high - low), 3))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0106,A,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, close), 10))","rank(ts_zscore(safe_div_null(high - low, close), 10))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0107,A,candle_vwap,core,core,"rank(ts_std(safe_div_null(close - open, open), 60))","rank(ts_std(safe_div_null(close - open, open), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0108,A,candle_vwap,core,core,"rank(ts_mean(safe_div_null(close - low - (high - close), high - low), 120))","rank(ts_mean(safe_div_null(close - low - (high - close), high - low), 120))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0109,A,range_volatility,core,core,"rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 5))","rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 5))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_a_0110,A,range_volatility,core,core,"rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 10))","rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 10))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_a_0111,A,range_volatility,core,core,"-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 40), close))","-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 40), close))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0112,A,range_volatility,core,core,"-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 120), close))","-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 120), close))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0113,A,range_volatility,core,core,"-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 5), close))","-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 5), close))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0114,A,range_volatility,core,core,"-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 21), close))","-rank(safe_div_null(ts_mean(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), 21), close))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0115,A,range_volatility,core,core,"rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 60))","rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 60))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_a_0116,A,range_volatility,core,core,"rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 252))","rank(ts_zscore(safe_div_null(maximum(high - low, maximum(abs(high - ts_delay(close, 1)), abs(low - ts_delay(close, 1)))), close), 252))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
