factor_id,market,family,availability_tier,v9_default_pool,formula_v8,formula_v9,v9_formula_changed,v9_keyword_migration,v9_pandas_runtime,v9_pandas_finite_ratio,v9_pandas_tail_finite_ratio,v9_pandas_tail_unique,v9_all_nodes_polars_static,v9_sql_compile_pass,v9_three_backend_static_path,v9_nonproduction_contract_operators,v9_pit_not_true_operators
pv_v4_a_0219,A,cross_sectional_base,core,core,"rank(ts_log_return(volume + 1.0, 1))","rank(ts_log_return(volume + 1.0, 1))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0220,A,cross_sectional_base,core,core,"rank(safe_div_null(high - low, close))","rank(safe_div_null(high - low, close))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0221,A,cross_sectional_base,core,core,"rank(ts_log_return(amount + 1.0, 1))","rank(ts_log_return(amount + 1.0, 1))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0222,A,cross_sectional_base,core,core,"cs_pct_rank(safe_div_null(high - low, close))","cs_pct_rank(safe_div_null(high - low, close))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0223,A,cross_sectional_base,core,core,"zscore(safe_div_null(amount, volume))","zscore(safe_div_null(amount, volume))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0224,A,cross_sectional_base,core,core,"cs_pct_rank(safe_div_null(close - open, open))","cs_pct_rank(safe_div_null(close - open, open))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0225,A,cross_sectional_base,core,core,"cs_pct_rank(safe_div_null(close - low - (high - close), high - low))","cs_pct_rank(safe_div_null(close - low - (high - close), high - low))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0226,A,cross_sectional_base,core,core,"cs_demean(safe_div_null(open - pre_close, pre_close))","cs_demean(safe_div_null(open - pre_close, pre_close))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_a_0232,A,nonlinear_basic,core,core,"rank(signed_sqrt(safe_div_null(close - open, open)))","rank(signed_sqrt(safe_div_null(close - open, open)))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0239,A,adjustment_event,core,core,"rank(ts_pct(factor, 2))","rank(ts_pct(factor, 2))",False,,pass,0.9975609756097561,1.0,1,True,True,True,,
pv_v4_a_0240,A,adjustment_event,core,core,"rank(ts_pct(factor, 21))","rank(ts_pct(factor, 21))",False,,pass,0.974390243902439,1.0,1,True,True,True,,
pv_v4_a_0241,A,adjustment_event,core,core,"rank(ts_pct(factor, 40))","rank(ts_pct(factor, 40))",False,,pass,0.9512195121951219,1.0,1,True,True,True,,
pv_v4_a_0242,A,adjustment_event,core,core,"rank(ts_pct(factor, 252))","rank(ts_pct(factor, 252))",False,,pass,0.6926829268292682,1.0,8,True,True,True,,
pv_v4_a_0243,A,adjustment_event,core,core,"rank(ts_pct(factor, 504))","rank(ts_pct(factor, 504))",False,,pass,0.3853658536585366,1.0,13,True,True,True,,
pv_v4_a_0244,A,adjustment_event,core,core,"rank(ts_pct(factor, 5))","rank(ts_pct(factor, 5))",False,,pass,0.9939024390243902,1.0,1,True,True,True,,
pv_v4_a_0245,A,adjustment_event,core,core,"rank(ts_pct(factor, 20))","rank(ts_pct(factor, 20))",False,,pass,0.975609756097561,1.0,1,True,True,True,,
pv_v4_a_0246,A,adjustment_event,core,core,"rank(ts_pct(factor, 60))","rank(ts_pct(factor, 60))",False,,pass,0.926829268292683,1.0,1,True,True,True,,
pv_v4_a_0247,A,adjustment_event,core,core,"rank(ts_pct(factor, 120))","rank(ts_pct(factor, 120))",False,,pass,0.8536585365853658,1.0,1,True,True,True,,
pv_v4_a_0248,A,adjustment_event,core,core,"rank(ts_pct(factor, 756))","rank(ts_pct(factor, 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_a_0249,A,adjustment_event,core,core,"rank(ts_pct(factor, 3))","rank(ts_pct(factor, 3))",False,,pass,0.9963414634146341,1.0,1,True,True,True,,
pv_v4_a_0250,A,adjustment_event,core,core,"rank(ts_pct(factor, 8))","rank(ts_pct(factor, 8))",False,,pass,0.9902439024390244,1.0,1,True,True,True,,
pv_v4_a_0251,A,adjustment_event,core,core,"rank(ts_pct(factor, 34))","rank(ts_pct(factor, 34))",False,,pass,0.9585365853658536,1.0,1,True,True,True,,
pv_v4_a_0252,A,adjustment_event,core,core,"rank(ts_zscore(log(factor), 252))","rank(ts_zscore(log(factor), 252))",False,,pass,0.998780487804878,1.0,9,True,True,True,,
pv_v4_a_0253,A,adjustment_event,core,core,"rank(ts_delta(log(factor), 756))","rank(ts_delta(log(factor), 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_a_0254,A,adjustment_event,core,core,"rank(ts_zscore(log(factor), 3))","rank(ts_zscore(log(factor), 3))",False,,pass,0.998780487804878,1.0,1,True,True,True,,
pv_v4_a_0255,A,adjustment_event,core,core,"rank(ts_pct(factor, 13))","rank(ts_pct(factor, 13))",False,,pass,0.9841463414634146,1.0,1,True,True,True,,
pv_v4_a_0256,A,adjustment_event,core,core,"rank(ts_pct(factor, 84))","rank(ts_pct(factor, 84))",False,,pass,0.8975609756097561,1.0,1,True,True,True,,
pv_v4_a_0257,A,adjustment_event,core,core,"rank(ts_delta(log(factor), 252))","rank(ts_delta(log(factor), 252))",False,,pass,0.6926829268292682,1.0,9,True,True,True,,
pv_v4_a_0258,A,adjustment_event,core,core,"rank(ts_zscore(log(factor), 756))","rank(ts_zscore(log(factor), 756))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0259,A,adjustment_event,core,core,"rank(ts_zscore(log(factor), 2))","rank(ts_zscore(log(factor), 2))",False,,pass,0.998780487804878,1.0,1,True,True,True,,
pv_v4_a_0260,A,adjustment_event,core,core,"rank(ts_pct(factor, 10))","rank(ts_pct(factor, 10))",False,,pass,0.9878048780487805,1.0,1,True,True,True,,
pv_v4_a_0261,A,adjustment_event,core,core,"rank(ts_delta(log(factor), 40))","rank(ts_delta(log(factor), 40))",False,,pass,0.9512195121951219,1.0,1,True,True,True,,
pv_v4_a_0262,A,adjustment_event,core,core,"rank(ts_delta(log(factor), 120))","rank(ts_delta(log(factor), 120))",False,,pass,0.8536585365853658,1.0,1,True,True,True,,
pv_v4_a_0263,A,adjustment_event,core,core,"rank(ts_delta(log(factor), 504))","rank(ts_delta(log(factor), 504))",False,,pass,0.3853658536585366,1.0,23,True,True,True,,
pv_v4_a_0264,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 3))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=3))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0265,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 10))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=10))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0266,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 40))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=40))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0267,A,a_market_structure,core,core,"rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), 120))","rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), window=120))",True,ts_corr,pass,0.9489024390243902,0.9825,37,True,True,True,,
pv_v4_a_0268,A,a_market_structure,core,core,"rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), window=5))",True,ts_corr,pass,0.3491463414634146,0.42,47,True,True,True,,
pv_v4_a_0269,A,a_market_structure,core,core,"rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), 10))","rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), window=10))",True,ts_corr,pass,0.5189024390243903,0.6325,57,True,True,True,,
pv_v4_a_0270,A,a_market_structure,core,core,"rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), 40))","rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), window=40))",True,ts_corr,pass,0.8173780487804878,0.9325,35,True,True,True,,
pv_v4_a_0271,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 120))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=120))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0272,A,a_market_structure,core,core,"rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","rank(ts_corr(safe_div_null(amount, volume) - vwap, coalesce(ret, safe_div_null(close, pre_close) - 1.0), window=3))",True,ts_corr,pass,0.24164634146341463,0.3025,29,True,True,True,,
pv_v4_a_0273,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 20))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=20))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0274,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 60))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=60))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0275,A,a_market_structure,core,core,"rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), 252))","rank(ts_corr(coalesce(ret, safe_div_null(close, pre_close) - 1.0), safe_div_null(vwap - pre_close, pre_close), window=252))",True,ts_corr,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_a_0281,A,operator_coverage_basic,core,core,"rank(clip(coalesce(ret, safe_div_null(close, pre_close) - 1.0), -0.1, 0.1))","rank(clip(coalesce(ret, safe_div_null(close, pre_close) - 1.0), -0.1, 0.1))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0282,A,operator_coverage_basic,core,core,"rank(power(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 2.0))","rank(power(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 2.0))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0284,A,operator_coverage_basic,core,core,-rank(inverse(amount + 1.0)),-rank(inverse(amount + 1.0)),False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0287,A,operator_coverage_basic,core,core,"rank(exp(ts_log_return(close, 20)) - 1.0)","rank(exp(ts_log_return(close, 20)) - 1.0)",False,,pass,0.975609756097561,1.0,20,True,True,True,,
pv_v4_a_0288,A,operator_coverage_basic,core,core,"rank(safe_div_null(minimum(open, close) - low, high - low))","rank(safe_div_null(minimum(open, close) - low, high - low))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_a_0289,A,operator_coverage_basic,core,core,"rank(fillna_const(where(is_finite(vwap), safe_div_null(close - vwap, vwap), 0.0), 0.0))","rank(fillna_const(where(is_finite(vwap), safe_div_null(close - vwap, vwap), 0.0), 0.0))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0001,US,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0002,US,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 10))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 10))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_us_0003,US,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0004,US,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0005,US,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0006,US,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0007,US,return_primitives,core,core,"rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))","rank(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0008,US,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 34))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0009,US,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 120))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 120))",False,,pass,0.9524390243902439,1.0,20,True,True,True,,
pv_v4_us_0010,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0011,US,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0012,US,return_primitives,core,core,"-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))","-rank(ts_var(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0013,US,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 63))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 63))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0014,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 252))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 252))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0015,US,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 504))",False,,pass,0.7963414634146342,1.0,20,True,True,True,,
pv_v4_us_0016,US,return_primitives,core,core,"rank(ts_rank(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))","rank(ts_rank(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 5))",False,,pass,1.0,1.0,32,True,True,True,,
pv_v4_us_0017,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 21))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0018,US,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 84))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 84))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0019,US,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 180))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 180))",False,,pass,0.9280487804878049,1.0,20,True,True,True,,
pv_v4_us_0020,US,return_primitives,core,core,"rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 756))","rank(ts_sharpe(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 756))",False,,pass,0.6939024390243902,1.0,20,True,True,True,,
pv_v4_us_0021,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 3))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0022,US,return_primitives,core,core,"-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))","-rank(ts_std(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0023,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 60))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0024,US,return_primitives,core,core,"zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))","zscore(ts_sum(coalesce(ret, safe_div_null(close, pre_close) - 1.0), 126))",False,,pass,1.0,1.0,400,True,True,True,,
pv_v4_us_0025,US,price_path,core,core,"rank(ts_log_return(close, 3))","rank(ts_log_return(close, 3))",False,,pass,0.9963414634146341,1.0,20,True,True,True,,
pv_v4_us_0026,US,price_path,core,core,"rank(ts_log_return(close, 13))","rank(ts_log_return(close, 13))",False,,pass,0.9841463414634146,1.0,20,True,True,True,,
pv_v4_us_0027,US,price_path,core,core,"rank(ts_log_return(close, 63))","rank(ts_log_return(close, 63))",False,,pass,0.9231707317073171,1.0,20,True,True,True,,
pv_v4_us_0028,US,price_path,core,core,"rank(ts_log_return(close, 252))","rank(ts_log_return(close, 252))",False,,pass,0.6926829268292682,1.0,20,True,True,True,,
pv_v4_us_0029,US,price_path,core,core,"rank(ts_log_return(close, 756))","rank(ts_log_return(close, 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_us_0030,US,price_path,core,core,"rank(ts_delta(log(close), 5))","rank(ts_delta(log(close), 5))",False,,pass,0.9939024390243902,1.0,20,True,True,True,,
pv_v4_us_0031,US,price_path,core,core,"rank(ts_log_return(close, 8))","rank(ts_log_return(close, 8))",False,,pass,0.9902439024390244,1.0,20,True,True,True,,
pv_v4_us_0032,US,price_path,core,core,"rank(ts_log_return(close, 84))","rank(ts_log_return(close, 84))",False,,pass,0.8975609756097561,1.0,20,True,True,True,,
pv_v4_us_0033,US,price_path,core,core,"rank(ts_log_return(close, 180))","rank(ts_log_return(close, 180))",False,,pass,0.7804878048780488,1.0,20,True,True,True,,
pv_v4_us_0034,US,price_path,core,core,"rank(ts_pct(close, 756))","rank(ts_pct(close, 756))",False,,pass,0.07804878048780488,1.0,20,True,True,True,,
pv_v4_us_0035,US,price_path,core,core,"rank(ts_delta(log(close), 3))","rank(ts_delta(log(close), 3))",False,,pass,0.9963414634146341,1.0,20,True,True,True,,
pv_v4_us_0036,US,price_path,core,core,"rank(ts_log_return(close, 21))","rank(ts_log_return(close, 21))",False,,pass,0.974390243902439,1.0,20,True,True,True,,
pv_v4_us_0037,US,price_path,core,core,"rank(ts_pct(close, 34))","rank(ts_pct(close, 34))",False,,pass,0.9585365853658536,1.0,20,True,True,True,,
pv_v4_us_0038,US,price_path,core,core,"rank(ts_log_return(close, 126))","rank(ts_log_return(close, 126))",False,,pass,0.8463414634146341,1.0,20,True,True,True,,
pv_v4_us_0039,US,price_path,core,core,"rank(ts_pct(close, 504))","rank(ts_pct(close, 504))",False,,pass,0.3853658536585366,1.0,20,True,True,True,,
pv_v4_us_0040,US,price_path,core,core,"rank(ts_delta(log(close), 2))","rank(ts_delta(log(close), 2))",False,,pass,0.9975609756097561,1.0,20,True,True,True,,
pv_v4_us_0041,US,price_path,core,core,"rank(ts_pct(close, 13))","rank(ts_pct(close, 13))",False,,pass,0.9841463414634146,1.0,20,True,True,True,,
pv_v4_us_0042,US,price_path,core,core,"rank(ts_pct(close, 63))","rank(ts_pct(close, 63))",False,,pass,0.9231707317073171,1.0,20,True,True,True,,
pv_v4_us_0043,US,price_path,core,core,"rank(ts_pct(close, 126))","rank(ts_pct(close, 126))",False,,pass,0.8463414634146341,1.0,20,True,True,True,,
pv_v4_us_0044,US,price_path,core,core,"rank(ts_log_return(close, 504))","rank(ts_log_return(close, 504))",False,,pass,0.3853658536585366,1.0,20,True,True,True,,
pv_v4_us_0045,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 5))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0046,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 10))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 10))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0047,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 84))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 84))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0048,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 120))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0049,US,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 5), ts_std(close, 5)))","-rank(safe_div_null(close - ts_mean(close, 5), ts_std(close, 5)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0050,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 8))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 8))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0051,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 34))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 34))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0052,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 252))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 252))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0053,US,location_reversion,core,core,"-rank(safe_div_null(close - ts_median(close, 5), ts_std(close, 5)))","-rank(safe_div_null(close - ts_median(close, 5), ts_std(close, 5)))",False,,pass,0.998780487804878,1.0,27,True,True,True,,
pv_v4_us_0054,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 20))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 20))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0055,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 60))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0056,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 180))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 180))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0057,US,location_reversion,core,core,"-rank(safe_div_null(ts_max(high, 5) - close, ts_max(high, 5) - ts_min(low, 5)))","-rank(safe_div_null(ts_max(high, 5) - close, ts_max(high, 5) - ts_min(low, 5)))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0058,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 13))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 13))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0059,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 40))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 40))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0060,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 126))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 126))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0061,US,location_reversion,core,core,"rank(safe_div_null(close - ts_min(low, 5), ts_max(high, 5) - ts_min(low, 5)))","rank(safe_div_null(close - ts_min(low, 5), ts_max(high, 5) - ts_min(low, 5)))",False,,pass,1.0,1.0,20,True,True,True,,
pv_v4_us_0062,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 21))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 21))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0063,US,location_reversion,core,core,"rank(ts_zscore(safe_div_null(close - vwap, vwap), 63))","rank(ts_zscore(safe_div_null(close - vwap, vwap), 63))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0064,US,location_reversion,core,core,"-rank(safe_div_null(close - ts_mean(close, 252), ts_std(close, 252)))","-rank(safe_div_null(close - ts_mean(close, 252), ts_std(close, 252)))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0065,US,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(high - low, pre_close), 5))","rank(ts_zscore(safe_div_null(high - low, pre_close), 5))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0066,US,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(close - open, open), 13))","rank(ts_zscore(safe_div_null(close - open, open), 13))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0067,US,candle_vwap,core,core,"rank(ts_std(safe_div_null(close - vwap, vwap), 60))","rank(ts_std(safe_div_null(close - vwap, vwap), 60))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0068,US,candle_vwap,core,core,"rank(ts_zscore(safe_div_null(close - open, open), 120))","rank(ts_zscore(safe_div_null(close - open, open), 120))",False,,pass,0.998780487804878,1.0,20,True,True,True,,
pv_v4_us_0069,US,candle_vwap,core,core,"rank(ts_mean(safe_div_null(close - vwap, vwap), 5))","rank(ts_mean(safe_div_null(close - vwap, vwap), 5))",False,,pass,1.0,1.0,20,True,True,True,,
