run_id,positions,positions_path,start,end,workers,freq,status,error,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
run_0001,target_positions,D:\quantsociety\whh_local_workspace\benchmarks\gtja191_alpha191_meanvar_hist\results\gtja191_alpha191_meanvar_hist_v1_1\target_positions.parquet,2024-01-02,2024-01-12,1,1D,success,,2024-01-02 00:00:00,2024-01-15 00:00:00,10 days 00:00:00,10000000.0,9602745.735275986,-3.972542647240143,-3.1133816646241375,94.68806653481255,51859.377537559645,5.18208540084634,9 days 00:00:00,66,46,20,-55712.56906278341,34.78260869565217,4.460800868145938,-11.900209554283379,1.2864581851684074,-3.2843816831915005,1 days 09:00:00,3 days 06:24:00,0.14748696347765627,-7424.819470896318,-8.958738341673666,-14.90255674029375,0.2646737478373204,-9.239734590192997
run_0002,target_positions,D:\quantsociety\whh_local_workspace\benchmarks\gtja191_alpha191_meanvar_hist\results\gtja191_alpha191_meanvar_hist_v1_1\target_positions.parquet,2024-01-02,2024-01-12,1,1W,success,,2024-01-02 00:00:00,2024-01-15 00:00:00,10 days 00:00:00,10000000.0,9906105.794379547,-0.9389420562045194,-3.1133816646241375,94.04656738550926,21586.169386979156,1.436598594193738,6 days 00:00:00,30,10,20,-54483.29741196704,30.0,5.384000094273508,-4.7840855231724415,3.740906353943939,-2.7414675914140636,5 days 00:00:00,5 days 00:00:00,0.5813394413741594,-3941.0908208484852,-3.0928229077313087,-20.277554321528786,0.5713822828276588,-3.7867534787465984
