canonical,markets,sources,context_admitted
ts_multiscale_trend_consensus,ashare|us,daily_bar,True
ts_multiscale_trend_curvature,ashare|us,daily_bar,True
ts_multiscale_trend_dispersion,ashare|us,daily_bar,True
ts_mutual_information,ashare|us,daily_bar,True
ts_nearest_structural_level_distance,ashare|us,daily_bar,True
ts_negative_ratio,ashare|us,daily_bar,True
ts_new_high,ashare|us,daily_bar,True
ts_new_low,ashare|us,daily_bar,True
ts_nth_pivot_high,ashare|us,daily_bar,True
ts_nth_pivot_high_age,ashare|us,daily_bar,True
ts_nth_pivot_low,ashare|us,daily_bar,True
ts_nth_pivot_low_age,ashare|us,daily_bar,True
ts_nth_value,ashare|us,daily_bar,True
ts_opening_mispricing_score,ashare|us,daily_bar,True
ts_ordinal_irreversibility,ashare|us,daily_bar,True
ts_overnight_intraday_cov,ashare|us,daily_bar,True
ts_overnight_intraday_sign_agreement,ashare|us,daily_bar,True
ts_overnight_intraday_spread,ashare|us,daily_bar,True
ts_partial_corr,ashare|us,daily_bar,True
ts_pastor_stambaugh_liquidity_gamma,ashare|us,daily_bar,True
ts_path_efficiency,ashare|us,daily_bar,True
ts_path_leadlag_area,ashare|us,daily_bar,True
ts_path_signature_area,ashare|us,daily_bar,True
ts_path_signature_depth2_norm,ashare|us,daily_bar,True
ts_pattern_symmetry,ashare|us,daily_bar,True
ts_pct,ashare|us,daily_bar,True
ts_permutation_entropy,ashare|us,daily_bar,True
ts_permutation_transition_entropy,ashare|us,daily_bar,True
ts_persistence_birth_dispersion,ashare|us,daily_bar,True
ts_persistence_diagram_shift,ashare|us,daily_bar,True
ts_persistence_entropy_h0,ashare|us,daily_bar,True
ts_persistence_entropy_h1,ashare|us,daily_bar,True
ts_pettitt_change_score,ashare|us,daily_bar,True
ts_pickands_tail_index,ashare|us,daily_bar,True
ts_pivot_high_age,ashare|us,daily_bar,True
ts_pivot_high_count,ashare|us,daily_bar,True
ts_pivot_high_spacing,ashare|us,daily_bar,True
ts_pivot_low_age,ashare|us,daily_bar,True
ts_pivot_low_count,ashare|us,daily_bar,True
ts_pivot_low_spacing,ashare|us,daily_bar,True
ts_poly2_forecast_error,ashare|us,daily_bar,True
ts_poly2_forecast_error_z,ashare|us,daily_bar,True
ts_poly2_prior_coeff,ashare|us,daily_bar,True
ts_positive_ratio,ashare|us,daily_bar,True
ts_prev_high,ashare|us,daily_bar,True
ts_prev_low,ashare|us,daily_bar,True
ts_price_delay,ashare|us,daily_bar,True
ts_product,ashare|us,daily_bar,True
ts_pseudocount_sample_entropy,ashare|us,daily_bar,True
ts_qn_scale,ashare|us,daily_bar,True
ts_quantile,ashare|us,daily_bar,True
ts_quantile_beta_spread,ashare|us,daily_bar,True
ts_quantile_crossing_spectral_concentration,ashare|us,daily_bar,True
ts_quantile_if,ashare|us,daily_bar,True
ts_quantile_kurtosis,ashare|us,daily_bar,True
ts_quantile_range,ashare|us,daily_bar,True
ts_quantile_regression_coeff_prior,ashare|us,daily_bar,True
ts_quantile_skew,ashare|us,daily_bar,True
ts_quantile_transport_curvature,ashare|us,daily_bar,True
ts_quantile_transport_slope,ashare|us,daily_bar,True
ts_quantilogram,ashare|us,daily_bar,True
ts_range_expansion,ashare|us,daily_bar,True
ts_rank,ashare|us,daily_bar,True
ts_rank_if,ashare|us,daily_bar,True
ts_ratio,ashare|us,daily_bar,True
ts_realized_quarticity,ashare|us,daily_bar,True
ts_recovery_fraction,ashare|us,daily_bar,True
ts_recurrence_determinism,ashare|us,daily_bar,True
ts_recurrence_diagonal_entropy,ashare|us,daily_bar,True
ts_recurrence_divergence,ashare|us,daily_bar,True
ts_recurrence_laminarity,ashare|us,daily_bar,True
ts_recurrence_longest_vertical_length,ashare|us,daily_bar,True
ts_recurrence_mean_diagonal_length,ashare|us,daily_bar,True
ts_recurrence_rate,ashare|us,daily_bar,True
ts_recurrence_trapping_time,ashare|us,daily_bar,True
ts_regime_duration,ashare|us,daily_bar,True
ts_regression_forecast_error,ashare|us,daily_bar,True
ts_regression_forecast_error_z,ashare|us,daily_bar,True
ts_regression_in_sample_resid,ashare|us,daily_bar,True
ts_regression_intercept,ashare|us,daily_bar,True
ts_regression_r2,ashare|us,daily_bar,True
ts_regression_resid,ashare|us,daily_bar,True
ts_regression_resid_if,ashare|us,daily_bar,True
ts_regression_resid_mean,ashare|us,daily_bar,True
ts_regression_slope,ashare|us,daily_bar,True
ts_regression_tstat,ashare|us,daily_bar,True
ts_residualized_hsic,ashare|us,daily_bar,True
ts_resistance_break,ashare|us,daily_bar,True
ts_resistance_fit_r2,ashare|us,daily_bar,True
ts_resistance_level,ashare|us,daily_bar,True
ts_resistance_log_slope,ashare|us,daily_bar,True
ts_resistance_slope,ashare|us,daily_bar,True
ts_response_slope_asymmetry,ashare|us,daily_bar,True
ts_return_spectral_entropy,ashare|us,daily_bar,True
ts_ridge_regression_coeff_prior,ashare|us,daily_bar,True
ts_ridge_regression_forecast_error,ashare|us,daily_bar,True
ts_ridge_regression_forecast_error_z,ashare|us,daily_bar,True
ts_ridge_regression_predictive_resid,ashare|us,daily_bar,True
ts_robust_zscore_inclusive,ashare|us,daily_bar,True
ts_robust_zscore_prior,ashare|us,daily_bar,True
ts_roll_effective_spread,ashare|us,daily_bar,True
ts_rolling_sr_gaussian_mean_shift_score,ashare|us,daily_bar,True
ts_roughness,ashare|us,daily_bar,True
ts_rqa_determinism_fixed_rr,ashare|us,daily_bar,True
ts_rqa_laminarity_fixed_rr,ashare|us,daily_bar,True
ts_run_concentration,ashare|us,daily_bar,True
ts_run_efficiency,ashare|us,daily_bar,True
ts_run_strength,ashare|us,daily_bar,True
ts_sample_entropy,ashare|us,daily_bar,True
ts_scale_shift,ashare|us,daily_bar,True
ts_score_rank_weighted_mean,ashare|us,daily_bar,True
ts_semivariance_balance,ashare|us,daily_bar,True
ts_sharpe,ashare|us,daily_bar,True
ts_sign_cluster_index,ashare|us,daily_bar,True
ts_sign_persistence,ashare|us,daily_bar,True
ts_signature_mahalanobis_anomaly,ashare|us,daily_bar,True
ts_skew,ashare|us,daily_bar,True
ts_sma_cn,ashare|us,daily_bar,True
ts_spectral_centroid,ashare|us,daily_bar,True
ts_spectral_entropy,ashare|us,daily_bar,True
ts_spectral_flatness,ashare|us,daily_bar,True
ts_spectral_low_frequency_ratio,ashare|us,daily_bar,True
ts_spectral_peak_concentration,ashare|us,daily_bar,True
ts_spectral_quality_factor,ashare|us,daily_bar,True
ts_ssa_reconstruction_residual,ashare|us,daily_bar,True
ts_staleness,ashare|us,daily_bar,True
ts_state_age_percentile,ashare|us,daily_bar,True
ts_state_density,ashare|us,daily_bar,True
ts_state_entry_strength,ashare|us,daily_bar,True
ts_state_exit_hazard,ashare|us,daily_bar,True
ts_state_integral,ashare|us,daily_bar,True
ts_state_residual_life,ashare|us,daily_bar,True
ts_std,ashare|us,daily_bar,True
ts_std_if,ashare|us,daily_bar,True
ts_stratified_mean_spread,ashare|us,daily_bar,True
ts_structural_level_density,ashare|us,daily_bar,True
ts_structural_level_strength,ashare|us,daily_bar,True
ts_sum,ashare|us,daily_bar,True
ts_sum_decay,ashare|us,daily_bar,True
ts_sum_if,ashare|us,daily_bar,True
ts_support_break,ashare|us,daily_bar,True
ts_support_fit_r2,ashare|us,daily_bar,True
ts_support_level,ashare|us,daily_bar,True
ts_support_log_slope,ashare|us,daily_bar,True
ts_support_slope,ashare|us,daily_bar,True
ts_swing_amplitude,ashare|us,daily_bar,True
ts_swing_amplitude_atr,ashare|us,daily_bar,True
ts_swing_amplitude_pct,ashare|us,daily_bar,True
ts_swing_duration,ashare|us,daily_bar,True
ts_swing_velocity,ashare|us,daily_bar,True
ts_tail_imbalance,ashare|us,daily_bar,True
ts_tail_mean,ashare|us,daily_bar,True
ts_tail_ratio,ashare|us,daily_bar,True
ts_threshold_cycle_asymmetry,ashare|us,daily_bar,True
ts_threshold_cycle_period,ashare|us,daily_bar,True
ts_time_since_change,ashare|us,daily_bar,True
ts_time_slope,ashare|us,daily_bar,True
ts_time_under_water,ashare|us,daily_bar,True
ts_topk_mean,ashare|us,daily_bar,True
ts_topk_std,ashare|us,daily_bar,True
ts_topk_sum,ashare|us,daily_bar,True
ts_transfer_entropy,ashare|us,daily_bar,True
ts_transfer_entropy_peak_excess,ashare|us,daily_bar,True
ts_transfer_entropy_peak_lag,ashare|us,daily_bar,True
ts_transfer_entropy_peak_strength,ashare|us,daily_bar,True
ts_transition_count,ashare|us,daily_bar,True
ts_transition_intensity,ashare|us,daily_bar,True
ts_trend_break_score,ashare|us,daily_bar,True
ts_trend_tstat,ashare|us,daily_bar,True
ts_trimmed_mean,ashare|us,daily_bar,True
ts_true_streak,ashare|us,daily_bar,True
ts_turning_intensity,ashare|us,daily_bar,True
ts_turning_point_ratio,ashare|us,daily_bar,True
ts_turning_rate,ashare|us,daily_bar,True
ts_turnover_age_dispersion,ashare|us,daily_bar,True
ts_turnover_cost_dispersion,ashare|us,daily_bar,True
ts_turnover_cost_entropy,ashare|us,daily_bar,True
ts_turnover_cost_entropy_vol_scaled,ashare|us,daily_bar,True
ts_turnover_cost_mode_distance,ashare|us,daily_bar,True
ts_turnover_cost_quantile_distance,ashare|us,daily_bar,True
ts_turnover_cost_skew,ashare|us,daily_bar,True
ts_turnover_holding_age,ashare|us,daily_bar,True
ts_turnover_near_cost_mass,ashare|us,daily_bar,True
ts_turnover_old_mass,ashare|us,daily_bar,True
ts_turnover_profit_share,ashare|us,daily_bar,True
ts_turnover_reference_price,ashare|us,daily_bar,True
ts_two_state_regime_probability,ashare|us,daily_bar,True
ts_upper_partial_moment,ashare|us,daily_bar,True
ts_upper_tail_coexceedance_probability,ashare|us,daily_bar,True
ts_upside_deviation,ashare|us,daily_bar,True
ts_valid_count,ashare|us,daily_bar,True
ts_value_at_argextreme,ashare|us,daily_bar,True
ts_var,ashare|us,daily_bar,True
ts_variance_ratio_proxy,ashare|us,daily_bar,True
ts_variance_ratio_slope,ashare|us,daily_bar,True
ts_variogram_slope,ashare|us,daily_bar,True
ts_vector_path_curvature,ashare|us,daily_bar,True
ts_vector_path_efficiency,ashare|us,daily_bar,True
ts_vector_self_intersection_rate,ashare|us,daily_bar,True
ts_vector_state_local_density,ashare|us,daily_bar,True
ts_vector_state_mahalanobis,ashare|us,daily_bar,True
ts_vector_turning_coherence,ashare|us,daily_bar,True
ts_vol_acceleration,ashare|us,daily_bar,True
ts_vol_clustering,ashare|us,daily_bar,True
ts_vol_of_vol,ashare|us,daily_bar,True
ts_vol_pvariation_roughness,ashare|us,daily_bar,True
ts_vol_scaling_break,ashare|us,daily_bar,True
ts_vol_shift_score,ashare|us,daily_bar,True
ts_vol_term_structure,ashare|us,daily_bar,True
ts_wasserstein_shift,ashare|us,daily_bar,True
ts_wavelet_energy_slope,ashare|us,daily_bar,True
ts_wavelet_entropy,ashare|us,daily_bar,True
ts_wavelet_high_frequency_ratio,ashare|us,daily_bar,True
ts_wavelet_low_frequency_ratio,ashare|us,daily_bar,True
ts_wavelet_lowpass_reconstruct,ashare|us,daily_bar,True
ts_weighted_downside_deviation,ashare|us,daily_bar,True
ts_weighted_drawdown_area,ashare|us,daily_bar,True
ts_weighted_expected_shortfall,ashare|us,daily_bar,True
ts_weighted_permutation_entropy,ashare|us,daily_bar,True
ts_weighted_semivariance,ashare|us,daily_bar,True
ts_weighted_standardized_moment,ashare|us,daily_bar,True
ts_weighted_time_centroid,ashare|us,daily_bar,True
ts_zero_ratio,ashare|us,daily_bar,True
ts_zscore,ashare|us,daily_bar,True
ttm_from_cumulative,ashare|us,fundamental_pit,True
ttm_from_quarterly,ashare|us,fundamental_pit,True
turnover_acceleration,ashare|us,daily_bar,True
turnover_adjusted_volatility,ashare|us,daily_bar,True
turnover_autocorr,ashare|us,daily_bar,True
turnover_momentum,ashare|us,daily_bar,True
turnover_shock,ashare|us,daily_bar,True
turnover_volatility,ashare|us,daily_bar,True
turnover_zscore,ashare|us,daily_bar,True
ulcer_index,ashare|us,daily_bar,True
unitize,ashare|us,daily_bar,True
up_down_volume_ratio,ashare|us,daily_bar,True
up_volume_ratio,ashare|us,daily_bar,True
update_acceleration,ashare|us,daily_bar,True
update_direction_persistence,ashare|us,daily_bar,True
update_path_efficiency,ashare|us,daily_bar,True
update_surprise,ashare|us,daily_bar,True
valuation_cashflow_disagreement,ashare|us,fundamental_pit,True
valuation_growth_mismatch,ashare|us,fundamental_pit,True
valuation_pcf_gap_positive,ashare|us,fundamental_pit,True
valuation_pcf_gap_signed_log,ashare|us,fundamental_pit,True
valuation_pe_gap_positive,ashare|us,fundamental_pit,True
valuation_pe_gap_signed_log,ashare|us,fundamental_pit,True
valuation_quality_mismatch,ashare|us,fundamental_pit,True
volume_acceleration,ashare|us,daily_bar,True
volume_autocorr,ashare|us,daily_bar,True
volume_momentum,ashare|us,daily_bar,True
volume_price_range_density,ashare|us,daily_bar,True
volume_shock,ashare|us,daily_bar,True
volume_volatility,ashare|us,daily_bar,True
volume_weighted_momentum,ashare|us,daily_bar,True
volume_weighted_return,ashare|us,daily_bar,True
volume_zscore,ashare|us,daily_bar,True
vwap_deviation,ashare|us,daily_bar,True
vwap_to_close_return,ashare|us,daily_bar,True
where,ashare|us,daily_bar,True
winsorize,ashare|us,daily_bar,True
winsorize_mean,ashare|us,daily_bar,True
yang_zhang_vol,ashare|us,daily_bar,True
yoy_by_period,ashare|us,fundamental_pit,True
zero_return_ratio,ashare|us,daily_bar,True
zmijewski_score,ashare|us,fundamental_pit,True
zscore,ashare|us,daily_bar,True
