canonical,markets,sources,context_admitted
intra_jump_variation,ashare|us,minute_bar,True
intra_kyle_lambda_proxy,ashare|us,minute_bar,True
intra_limit_duration,ashare,minute_bar,True
intra_limit_first_hit_time,ashare,minute_bar,True
intra_limit_reopen_count,ashare,minute_bar,True
intra_longest_above_vwap_streak,ashare|us,minute_bar,True
intra_longest_below_vwap_streak,ashare|us,minute_bar,True
intra_low_time,ashare|us,minute_bar,True
intra_lunch_gap_return,ashare|us,minute_bar,True
intra_market_lead_lag_ex_self,ashare|us,minute_bar,True
intra_market_model_r2,ashare|us,minute_bar,True
intra_market_model_r2_ex_self,ashare|us,minute_bar,True
intra_max_drawdown,ashare|us,minute_bar,True
intra_max_drawup,ashare|us,minute_bar,True
intra_negative_tail_variation,ashare|us,minute_bar,True
intra_path_efficiency,ashare|us,minute_bar,True
intra_positive_tail_variation,ashare|us,minute_bar,True
intra_price_vwap_max_negative_excursion,ashare|us,minute_bar,True
intra_price_vwap_max_positive_excursion,ashare|us,minute_bar,True
intra_profile_earth_mover_distance,ashare|us,minute_bar,True
intra_realized_beta_ex_self,ashare|us,minute_bar,True
intra_realized_correlation_ex_self,ashare|us,minute_bar,True
intra_realized_kurtosis,ashare|us,minute_bar,True
intra_realized_quarticity,ashare|us,minute_bar,True
intra_realized_semivariance,ashare|us,minute_bar,True
intra_realized_skewness,ashare|us,minute_bar,True
intra_realized_variance,ashare|us,minute_bar,True
intra_return_activity_corr,ashare|us,minute_bar,True
intra_same_slot_momentum,ashare|us,minute_bar,True
intra_same_slot_reversal,ashare|us,minute_bar,True
intra_segment_amount_share,ashare|us,minute_bar,True
intra_segment_realized_vol,ashare|us,minute_bar,True
intra_segment_return,ashare|us,minute_bar,True
intra_segment_volume_share,ashare|us,minute_bar,True
intra_segment_vwap_deviation,ashare|us,minute_bar,True
intra_session_return_asymmetry,ashare|us,minute_bar,True
intra_signed_imbalance_proxy,ashare|us,minute_bar,True
intra_signed_return_profile_cosine,ashare|us,minute_bar,True
intra_signed_tail_variation_ratio,ashare|us,minute_bar,True
intra_slot_amount_surprise,ashare|us,minute_bar,True
intra_slot_volatility_surprise,ashare|us,minute_bar,True
intra_slot_volume_surprise,ashare|us,minute_bar,True
intra_tail_event_count,ashare|us,minute_bar,True
intra_tail_volume_share,ashare|us,minute_bar,True
intra_time_above_vwap,ashare|us,minute_bar,True
intra_tripower_quarticity,ashare|us,minute_bar,True
intra_up_down_semibeta,ashare|us,minute_bar,True
intra_up_up_semibeta,ashare|us,minute_bar,True
intra_ute_high,ashare|us,minute_bar,True
intra_ute_low,ashare|us,minute_bar,True
intra_volume_price_alignment,ashare|us,minute_bar,True
intra_volume_profile_cosine,ashare|us,minute_bar,True
intra_volume_profile_jsd,ashare|us,minute_bar,True
intra_vwap_above_ratio,ashare|us,minute_bar,True
intra_vwap_cross_count,ashare|us,minute_bar,True
intra_vwap_path_curvature,ashare|us,minute_bar,True
intra_vwap_path_curvature_pct,ashare|us,minute_bar,True
intra_vwap_path_slope,ashare|us,minute_bar,True
intra_vwap_path_slope_pct,ashare|us,minute_bar,True
intra_vwap_reversion_speed,ashare|us,minute_bar,True
intraday_activity_duration_curvature,ashare|us,minute_bar,True
intraday_barrier_approach_acceleration,ashare|us,minute_bar,True
intraday_bvc_imbalance,ashare|us,daily_bar,True
intraday_impact_asymmetry,ashare|us,daily_bar,True
intraday_impact_beta,ashare|us,daily_bar,True
intraday_impact_decay_rate,ashare|us,minute_bar,True
intraday_jump_test_stat,ashare|us,daily_bar,True
intraday_medrv,ashare|us,daily_bar,True
intraday_minrv,ashare|us,daily_bar,True
intraday_profile_pca_residual,ashare|us,daily_bar,True
intraday_profile_phase_shift,ashare|us,minute_bar,True
intraday_profile_surprise_energy,ashare|us,minute_bar,True
intraday_quantile_curve_pca_residual,ashare|us,minute_bar,True
intraday_quantile_curve_pca_score,ashare|us,minute_bar,True
intraday_realized_power_variation,ashare|us,minute_bar,True
intraday_realized_semivariance_balance,ashare|us,daily_bar,True
intraday_return_wasserstein_shift,ashare|us,daily_bar,True
intraday_rv_signature_curvature,ashare|us,daily_bar,True
intraday_rv_signature_slope,ashare|us,minute_bar,True
intraday_session_shape_novelty,ashare|us,daily_bar,True
intraday_subsampled_rv_dispersion,ashare|us,minute_bar,True
intraday_volatility,ashare|us,daily_bar,True
intraday_volatility_concentration,ashare|us,daily_bar,True
intraday_volatility_entropy,ashare|us,daily_bar,True
intraday_volatility_signature_slope,ashare|us,minute_bar,True
intraday_volatility_time_centroid,ashare|us,daily_bar,True
intraday_volume_clock_path_efficiency,ashare|us,daily_bar,True
intraday_volume_clock_roughness,ashare|us,daily_bar,True
intraday_vwap_deviation,ashare|us,daily_bar,True
intraday_wasserstein_pair_distance,ashare|us,minute_bar,True
inverse,ashare|us,daily_bar,True
is_finite,ashare|us,daily_bar,True
is_infinite,ashare|us,daily_bar,True
is_nan,ashare|us,daily_bar,True
is_not_null,ashare|us,daily_bar,True
is_null,ashare|us,daily_bar,True
le,ashare|us,daily_bar,True
lerp,ashare|us,daily_bar,True
limit_down_close,ashare,daily_bar,True
limit_up_close,ashare,daily_bar,True
listing_age,ashare|us,daily_bar,True
log,ashare|us,daily_bar,True
log10,ashare|us,daily_bar,True
log2,ashare|us,daily_bar,True
log_abs,ashare|us,daily_bar,True
log_positive_or_nan,ashare|us,daily_bar,True
lqtp_historical_cvar,ashare|us,daily_bar,True
lt,ashare|us,daily_bar,True
market_cap_free_cap_gap,ashare|us,daily_bar,True
maximum,ashare|us,daily_bar,True
minimum,ashare|us,daily_bar,True
multi_index_entry_intensity,ashare|us,daily_bar,True
multiply,ashare|us,daily_bar,True
ne,ashare|us,daily_bar,True
neg,ashare|us,daily_bar,True
normalize,ashare|us,daily_bar,True
not_,ashare|us,daily_bar,True
ohlc_corwin_schultz_spread,ashare|us,daily_bar,True
open_close_return,ashare|us,daily_bar,True
open_to_vwap_return,ashare|us,daily_bar,True
or_,ashare|us,daily_bar,True
overnight_return,ashare|us,daily_bar,True
overnight_volatility,ashare|us,daily_bar,True
panel_mixture_of_experts_score,ashare|us,daily_bar,True
panel_regime_conditioned_forecast,ashare|us,daily_bar,True
panel_rolling_elastic_net_forecast,ashare|us,daily_bar,True
panel_rolling_pca_explained_ratio,ashare|us,daily_bar,True
panel_rolling_pca_loading,ashare|us,daily_bar,True
panel_rolling_pca_resid,ashare|us,daily_bar,True
panel_rolling_pca_resid_momentum,ashare|us,daily_bar,True
panel_rolling_pca_resid_vol,ashare|us,daily_bar,True
panel_rolling_pcr_forecast,ashare|us,daily_bar,True
panel_rolling_pls_forecast,ashare|us,daily_bar,True
parkinson_vol,ashare|us,daily_bar,True
pattern_123_bear,ashare|us,daily_bar,True
pattern_123_bull,ashare|us,daily_bar,True
pattern_ascending_triangle,ashare|us,daily_bar,True
pattern_bear_flag,ashare|us,daily_bar,True
pattern_bear_pennant,ashare|us,daily_bar,True
pattern_breakdown_retest,ashare|us,daily_bar,True
pattern_breakout_retest,ashare|us,daily_bar,True
pattern_broadening,ashare|us,daily_bar,True
pattern_bull_flag,ashare|us,daily_bar,True
pattern_bull_pennant,ashare|us,daily_bar,True
pattern_cup,ashare|us,daily_bar,True
pattern_cup_handle,ashare|us,daily_bar,True
pattern_descending_triangle,ashare|us,daily_bar,True
pattern_double_bottom,ashare|us,daily_bar,True
pattern_double_top,ashare|us,daily_bar,True
pattern_falling_channel,ashare|us,daily_bar,True
pattern_falling_wedge,ashare|us,daily_bar,True
pattern_head_shoulders,ashare|us,daily_bar,True
pattern_inverse_head_shoulders,ashare|us,daily_bar,True
pattern_rectangle,ashare|us,daily_bar,True
pattern_rising_channel,ashare|us,daily_bar,True
pattern_rising_wedge,ashare|us,daily_bar,True
pattern_rounding_bottom,ashare|us,daily_bar,True
pattern_rounding_top,ashare|us,daily_bar,True
pattern_sym_triangle,ashare|us,daily_bar,True
pattern_triple_bottom,ashare|us,daily_bar,True
pattern_triple_top,ashare|us,daily_bar,True
period_average,ashare|us,fundamental_pit,True
period_cagr,ashare|us,fundamental_pit,True
period_change,ashare|us,fundamental_pit,True
period_lag,ashare|us,fundamental_pit,True
period_stability,ashare|us,fundamental_pit,True
piotroski_f_score,ashare|us,fundamental_pit,True
piotroski_f_score_tolerant,ashare|us,daily_bar,True
piotroski_observed_count,ashare|us,daily_bar,True
piotroski_partial_score,ashare|us,daily_bar,True
power,ashare|us,daily_bar,True
price_impact,ashare|us,daily_bar,True
price_spread_deviation,ashare|us,daily_bar,True
price_turnover_divergence,ashare|us,daily_bar,True
price_volume_divergence,ashare|us,daily_bar,True
quarter_from_cumulative,ashare|us,fundamental_pit,True
range_volatility,ashare|us,daily_bar,True
rank,ashare|us,daily_bar,True
rank_corr,ashare|us,daily_bar,True
real_turnover_rate,ashare|us,daily_bar,True
relation_category_share,ashare|us,relation_pit,True
relation_category_signed_contribution,ashare|us,relation_pit,True
relation_concentration_acceleration,ashare|us,relation_pit,True
relation_diffusion_score,ashare|us,relation_pit,True
relation_distinct_count,ashare|us,relation_pit,True
relation_distribution_excess_kurtosis,ashare|us,relation_pit,True
relation_distribution_pearson_kurtosis,ashare|us,relation_pit,True
relation_distribution_skew,ashare|us,relation_pit,True
relation_entropy,ashare|us,relation_pit,True
relation_entropy_change,ashare|us,relation_pit,True
relation_entry_count,ashare|us,relation_pit,True
relation_exit_count,ashare|us,relation_pit,True
relation_hhi,ashare|us,relation_pit,True
relation_hhi_change,ashare|us,relation_pit,True
relation_overlap_ratio,ashare|us,relation_pit,True
relation_peer_weighted_mean_ex_self,ashare|us,relation_pit,True
relation_rank_entity_mobility,ashare|us,relation_pit,True
relation_rank_mobility,ashare|us,relation_pit,True
relation_rank_weighted_sum,ashare|us,relation_pit,True
relation_share_mobility,ashare|us,relation_pit,True
relation_topk_concentration,ashare|us,relation_pit,True
relation_topk_sum,ashare|us,relation_pit,True
relation_weighted_change,ashare|us,relation_pit,True
relation_weighted_std_ex_self,ashare|us,relation_pit,True
relative_volume,ashare|us,daily_bar,True
report_benford_js_divergence,ashare|us,daily_bar,True
report_change_breadth,ashare|us,fundamental_pit,True
report_change_coherence,ashare|us,fundamental_pit,True
report_filing_delay_surprise,ashare|us,fundamental_pit,True
report_revision_magnitude,ashare|us,daily_bar,True
report_rolling_mean,ashare|us,fundamental_pit,True
report_yoy_lag,ashare|us,fundamental_pit,True
residual_momentum_capm,ashare|us,daily_bar,True
return_per_turnover,ashare|us,daily_bar,True
return_turnover_beta,ashare|us,daily_bar,True
return_volume_beta,ashare|us,daily_bar,True
return_volume_corr,ashare|us,daily_bar,True
revision_delta,ashare|us,fundamental_pit,True
rogers_satchell_vol,ashare|us,daily_bar,True
roll_spread_proxy,ashare|us,daily_bar,True
rolling_adl_flow,ashare|us,daily_bar,True
rolling_beta_to_market,ashare|us,daily_bar,True
rolling_obv,ashare|us,daily_bar,True
rolling_pvt,ashare|us,daily_bar,True
rolling_vwap,ashare|us,daily_bar,True
round,ashare|us,daily_bar,True
row_sum_skipna,ashare|us,fundamental_pit,True
safe_div_null,ashare|us,daily_bar,True
saturate,ashare|us,daily_bar,True
scale,ashare|us,daily_bar,True
session_event_recovery_score,ashare|us,minute_bar,True
sigmoid,ashare|us,daily_bar,True
sign,ashare|us,daily_bar,True
signed_dollar_volume,ashare|us,daily_bar,True
signed_log,ashare|us,daily_bar,True
signed_power,ashare|us,daily_bar,True
signed_sqrt,ashare|us,daily_bar,True
signed_volume,ashare|us,daily_bar,True
signed_volume_imbalance,ashare|us,daily_bar,True
sin_phase,ashare|us,daily_bar,True
size_neutralize,ashare|us,daily_bar,True
sqrt,ashare|us,daily_bar,True
sqrt_abs,ashare|us,daily_bar,True
square,ashare|us,daily_bar,True
state_deadband,ashare|us,daily_bar,True
state_episode_efficiency,ashare|us,daily_bar,True
state_episode_excursion_balance,ashare|us,daily_bar,True
state_episode_mae,ashare|us,daily_bar,True
state_episode_mfe,ashare|us,daily_bar,True
state_episode_retrace_ratio,ashare|us,daily_bar,True
state_ewm_if,ashare|us,daily_bar,True
state_hold,ashare|us,daily_bar,True
state_latch,ashare|us,daily_bar,True
state_since_count,ashare|us,daily_bar,True
state_since_last,ashare|us,daily_bar,True
state_since_mean,ashare|us,daily_bar,True
state_since_sum,ashare|us,daily_bar,True
state_since_trend_tstat,ashare|us,daily_bar,True
state_slew_limit,ashare|us,daily_bar,True
subtract,ashare|us,daily_bar,True
suspension_frequency,ashare,daily_bar,True
suspension_status_coverage,ashare,daily_bar,True
tail_beta,ashare|us,daily_bar,True
tanh,ashare|us,daily_bar,True
tradable_state,ashare|us,daily_bar,True
trade_when,ashare|us,daily_bar,True
true_range,ashare|us,daily_bar,True
true_turnover_rate,ashare|us,daily_bar,True
truncate,ashare|us,daily_bar,True
ts_abdi_ranaldo_spread,ashare|us,daily_bar,True
ts_abs_concentration,ashare|us,daily_bar,True
ts_abs_entropy,ashare|us,daily_bar,True
ts_abs_entropy_nats,ashare|us,daily_bar,True
ts_abs_entropy_normalized,ashare|us,daily_bar,True
ts_active_information_storage,ashare|us,daily_bar,True
ts_activity_clock_age,ashare|us,daily_bar,True
ts_activity_clock_lagged_value,ashare|us,daily_bar,True
ts_activity_clock_lagged_value_prior,ashare|us,daily_bar,True
ts_ar_coeff_stability,ashare|us,daily_bar,True
ts_ar_coefficient,ashare|us,daily_bar,True
ts_ar_fitted_value,ashare|us,daily_bar,True
ts_ar_in_sample_resid,ashare|us,daily_bar,True
ts_ar_prior_coeff,ashare|us,daily_bar,True
ts_ar_prior_forecast,ashare|us,daily_bar,True
ts_ar_prior_innovation,ashare|us,daily_bar,True
ts_ar_prior_innovation_z,ashare|us,daily_bar,True
ts_argmax,ashare|us,daily_bar,True
ts_argmax_age,ashare|us,daily_bar,True
ts_argmax_index_from_oldest,ashare|us,daily_bar,True
ts_argmin,ashare|us,daily_bar,True
ts_argmin_age,ashare|us,daily_bar,True
ts_argmin_index_from_oldest,ashare|us,daily_bar,True
ts_autocorr,ashare|us,daily_bar,True
ts_autocorr_decay_half_life,ashare|us,daily_bar,True
ts_autocorrelation_time,ashare|us,daily_bar,True
ts_autocorrelation_time_initial_positive_sequence,ashare|us,daily_bar,True
ts_average_volume,ashare|us,daily_bar,True
ts_bds_statistic,ashare|us,daily_bar,True
ts_best_lag_corr_excess,ashare|us,daily_bar,True
ts_best_lag_corr_raw,ashare|us,daily_bar,True
ts_beta,ashare|us,daily_bar,True
ts_beta_break_score,ashare|us,daily_bar,True
ts_beta_if,ashare|us,daily_bar,True
ts_betti_1_max_persistence,ashare|us,daily_bar,True
ts_bicoherence_top_decile_excess,ashare|us,daily_bar,True
ts_bicoherence_top_decile_mean,ashare|us,daily_bar,True
ts_binned_response_curvature,ashare|us,daily_bar,True
ts_binned_response_monotonicity,ashare|us,daily_bar,True
ts_bottomk_mean,ashare|us,daily_bar,True
ts_bottomk_std,ashare|us,daily_bar,True
ts_bottomk_sum,ashare|us,daily_bar,True
ts_breakdown_low,ashare|us,daily_bar,True
ts_breakout_high,ashare|us,daily_bar,True
ts_bures_corr_shift,ashare|us,daily_bar,True
ts_change_point_probability,ashare|us,daily_bar,True
ts_channel_position,ashare|us,daily_bar,True
ts_channel_width,ashare|us,daily_bar,True
ts_channel_width_atr,ashare|us,daily_bar,True
ts_channel_width_pct,ashare|us,daily_bar,True
ts_channel_width_slope,ashare|us,daily_bar,True
ts_chatterjee_xi,ashare|us,daily_bar,True
ts_chord_excursion_area,ashare|us,daily_bar,True
ts_conditional_mutual_information,ashare|us,daily_bar,True
ts_conditional_transfer_entropy,ashare|us,daily_bar,True
ts_confirmed_pivot_high,ashare|us,daily_bar,True
ts_confirmed_pivot_low,ashare|us,daily_bar,True
ts_consolidation_slope,ashare|us,daily_bar,True
ts_consolidation_volume_decay,ashare|us,daily_bar,True
ts_consolidation_width,ashare|us,daily_bar,True
ts_copula_central_asymmetry,ashare|us,daily_bar,True
ts_corr,ashare|us,daily_bar,True
ts_corr_if,ashare|us,daily_bar,True
ts_count_if,ashare|us,daily_bar,True
ts_cov,ashare|us,daily_bar,True
ts_cov_if,ashare|us,daily_bar,True
ts_coverage_ratio,ashare|us,daily_bar,True
ts_cpt_value,ashare|us,daily_bar,True
ts_cross_extremogram,ashare|us,daily_bar,True
ts_cross_quantilogram,ashare|us,daily_bar,True
ts_cross_spectral_coherence,ashare|us,daily_bar,True
ts_cross_spectral_phase,ashare|us,daily_bar,True
ts_crossing_acceleration,ashare|us,daily_bar,True
ts_crossing_speed,ashare|us,daily_bar,True
ts_cumulative_deviation_score,ashare|us,daily_bar,True
ts_current_drawdown_area,ashare|us,daily_bar,True
ts_current_drawdown_duration,ashare|us,daily_bar,True
ts_cusum_pressure,ashare|us,daily_bar,True
ts_cusum_vol_break_score,ashare|us,daily_bar,True
ts_days_since,ashare|us,daily_bar,True
ts_days_since_high,ashare|us,daily_bar,True
ts_days_since_low,ashare|us,daily_bar,True
ts_dc_duration_asymmetry,ashare|us,daily_bar,True
ts_dc_event_rate,ashare|us,daily_bar,True
ts_dc_overshoot_asymmetry,ashare|us,daily_bar,True
ts_dc_overshoot_ratio,ashare|us,daily_bar,True
ts_decay_exp_window,ashare|us,daily_bar,True
ts_decay_linear,ashare|us,daily_bar,True
ts_delay,ashare|us,daily_bar,True
ts_delay_intrinsic_dimension,ashare|us,daily_bar,True
ts_delta,ashare|us,daily_bar,True
ts_detrended_level_spectral_entropy,ashare|us,daily_bar,True
ts_dfa_hurst,ashare|us,daily_bar,True
ts_distance_corr,ashare|us,daily_bar,True
ts_distance_correlation_partial_proxy,ashare|us,daily_bar,True
ts_distance_cov,ashare|us,daily_bar,True
ts_distance_to_high,ashare|us,daily_bar,True
ts_distance_to_low,ashare|us,daily_bar,True
ts_distance_to_resistance,ashare|us,daily_bar,True
ts_distance_to_support,ashare|us,daily_bar,True
ts_dmd_level_dominant_frequency,ashare|us,daily_bar,True
ts_dmd_level_dominant_growth_rate,ashare|us,daily_bar,True
ts_dmd_level_mode_concentration,ashare|us,daily_bar,True
ts_dmd_return_dominant_frequency,ashare|us,daily_bar,True
ts_dmd_return_dominant_growth_rate,ashare|us,daily_bar,True
ts_dmd_return_mode_concentration,ashare|us,daily_bar,True
ts_dominant_cycle_period,ashare|us,daily_bar,True
ts_downside_deviation,ashare|us,daily_bar,True
ts_edge_effective_spread,ashare|us,daily_bar,True
ts_effective_transfer_entropy,ashare|us,daily_bar,True
ts_effective_turning_rate,ashare|us,daily_bar,True
ts_ema,ashare|us,daily_bar,True
ts_endpoint_deviation,ashare|us,daily_bar,True
ts_energy_break_score,ashare|us,daily_bar,True
ts_envelope_boundary_dwell,ashare|us,daily_bar,True
ts_envelope_compression,ashare|us,daily_bar,True
ts_envelope_pressure,ashare|us,daily_bar,True
ts_event_spacing_cv,ashare|us,daily_bar,True
ts_event_spacing_mean,ashare|us,daily_bar,True
ts_evt_threshold_stability,ashare|us,daily_bar,True
ts_ewm_corr,ashare|us,daily_bar,True
ts_ewm_cov,ashare|us,daily_bar,True
ts_ewm_std,ashare|us,daily_bar,True
ts_ewm_var,ashare|us,daily_bar,True
ts_expected_shortfall,ashare|us,daily_bar,True
ts_expected_shortfall_asymmetry,ashare|us,daily_bar,True
ts_expectile,ashare|us,daily_bar,True
ts_expectile_beta,ashare|us,daily_bar,True
ts_expectile_beta_spread,ashare|us,daily_bar,True
ts_expectile_regression_coeff_prior,ashare|us,daily_bar,True
ts_expectile_regression_forecast_error,ashare|us,daily_bar,True
ts_extrema_confirmation_rate,ashare|us,daily_bar,True
ts_extrema_divergence_strength,ashare|us,daily_bar,True
ts_extremal_dependence_decay,ashare|us,daily_bar,True
ts_extremal_index,ashare|us,daily_bar,True
ts_extreme_cluster_ratio,ashare|us,daily_bar,True
ts_extremogram,ashare|us,daily_bar,True
ts_feature_effective_rank,ashare|us,daily_bar,True
ts_feature_mode_share,ashare|us,daily_bar,True
ts_feature_pca_reconstruction_error,ashare|us,daily_bar,True
ts_feature_subspace_rotation,ashare|us,daily_bar,True
ts_ffill_limited,ashare|us,daily_bar,True
ts_first_passage_bias,ashare|us,daily_bar,True
ts_first_passage_conditional_time,ashare|us,daily_bar,True
ts_first_passage_hit_probability,ashare|us,daily_bar,True
ts_fisher_information_shift,ashare|us,daily_bar,True
ts_forbidden_ordinal_pattern_excess,ashare|us,daily_bar,True
ts_forbidden_ordinal_pattern_ratio,ashare|us,daily_bar,True
ts_forbidden_ordinal_pattern_signed_excess,ashare|us,daily_bar,True
ts_fractional_difference,ashare|us,daily_bar,True
ts_fractional_difference_discarded_weight_mass,ashare|us,daily_bar,True
ts_gap_fill_ratio,ashare|us,daily_bar,True
ts_gap_reversion_ratio,ashare|us,daily_bar,True
ts_gap_survival_duration,ashare|us,daily_bar,True
ts_garch_next_vol_forecast,ashare|us,daily_bar,True
ts_garch_persistence,ashare|us,daily_bar,True
ts_garch_standardized_shock,ashare|us,daily_bar,True
ts_garch_vol_surprise,ashare|us,daily_bar,True
ts_generalized_hurst_exponent,ashare|us,daily_bar,True
ts_generalized_hurst_spread_q1_q4,ashare|us,daily_bar,True
ts_gjr_garch_vol_forecast,ashare|us,daily_bar,True
ts_gjr_leverage,ashare|us,daily_bar,True
ts_glr_mean_shift_score,ashare|us,daily_bar,True
ts_glr_variance_shift_score,ashare|us,daily_bar,True
ts_gpd_shape_pwm,ashare|us,daily_bar,True
ts_hankel_effective_rank,ashare|us,daily_bar,True
ts_hankel_singular_gap,ashare|us,daily_bar,True
ts_har_from_return_forecast_error_z,ashare|us,daily_bar,True
ts_har_from_return_next_vol,ashare|us,daily_bar,True
ts_har_rv_forecast,ashare|us,daily_bar,True
ts_har_rv_forecast_error_z,ashare|us,daily_bar,True
ts_har_rv_innovation_z,ashare|us,daily_bar,True
ts_har_rv_next_var_forecast,ashare|us,daily_bar,True
ts_har_rv_next_vol_forecast,ashare|us,daily_bar,True
ts_hartigan_dip,ashare|us,daily_bar,True
ts_higuchi_fractal_dimension,ashare|us,daily_bar,True
ts_hill_tail_index,ashare|us,daily_bar,True
ts_hodges_lehmann_location,ashare|us,daily_bar,True
ts_hsic,ashare|us,daily_bar,True
ts_huber_regression_coeff_prior,ashare|us,daily_bar,True
ts_huber_regression_forecast_error,ashare|us,daily_bar,True
ts_huber_regression_forecast_error_z,ashare|us,daily_bar,True
ts_huber_regression_predictive_resid,ashare|us,daily_bar,True
ts_hurst_dfa,ashare|us,daily_bar,True
ts_hvg_assortativity,ashare|us,daily_bar,True
ts_hvg_clustering_coefficient,ashare|us,daily_bar,True
ts_hvg_degree_entropy,ashare|us,daily_bar,True
ts_hvg_forward_backward_asymmetry,ashare|us,daily_bar,True
ts_hvg_motif_entropy,ashare|us,daily_bar,True
ts_hysteresis_age,ashare|us,daily_bar,True
ts_hysteresis_state,ashare|us,daily_bar,True
ts_impulse_return,ashare|us,daily_bar,True
ts_impulse_strength,ashare|us,daily_bar,True
ts_impulse_volume,ashare|us,daily_bar,True
ts_industry_liquidity_beta,ashare|us,daily_bar,True
ts_interval_exploration_efficiency,ashare|us,daily_bar,True
ts_interval_nesting_depth,ashare|us,daily_bar,True
ts_interval_occupancy_entropy,ashare|us,daily_bar,True
ts_interval_occupancy_mode_distance,ashare|us,daily_bar,True
ts_interval_overlap_connected_component_ratio,ashare|us,daily_bar,True
ts_interval_union_coverage,ashare|us,daily_bar,True
ts_joint_energy_shift,ashare|us,daily_bar,True
ts_jump_bipower_proxy,ashare|us,daily_bar,True
ts_kalman_beta,ashare|us,daily_bar,True
ts_kalman_beta_change,ashare|us,daily_bar,True
ts_kalman_beta_uncertainty,ashare|us,daily_bar,True
ts_kalman_innovation_z,ashare|us,daily_bar,True
ts_kalman_level,ashare|us,daily_bar,True
ts_kalman_trend,ashare|us,daily_bar,True
ts_kernel_granger_score,ashare|us,daily_bar,True
ts_km_diffusion_gradient,ashare|us,daily_bar,True
ts_km_equilibrium_distance,ashare|us,daily_bar,True
ts_km_quasipotential_depth,ashare|us,daily_bar,True
ts_kramers_moyal_diffusion,ashare|us,daily_bar,True
ts_kramers_moyal_drift,ashare|us,daily_bar,True
ts_kramers_moyal_local_stability,ashare|us,daily_bar,True
ts_ks_shift,ashare|us,daily_bar,True
ts_kurt,ashare|us,daily_bar,True
ts_l_kurtosis,ashare|us,daily_bar,True
ts_l_skewness,ashare|us,daily_bar,True
ts_lag_of_peak_corr,ashare|us,daily_bar,True
ts_lagged_mutual_information,ashare|us,daily_bar,True
ts_last_if,ashare|us,daily_bar,True
ts_last_pivot_high,ashare|us,daily_bar,True
ts_last_pivot_low,ashare|us,daily_bar,True
ts_lempel_ziv_complexity,ashare|us,daily_bar,True
ts_level_shift_score,ashare|us,daily_bar,True
ts_leverage_effect,ashare|us,daily_bar,True
ts_line_convergence,ashare|us,daily_bar,True
ts_line_parallelism,ashare|us,daily_bar,True
ts_lo_mackinlay_vr,ashare|us,daily_bar,True
ts_lo_mackinlay_z,ashare|us,daily_bar,True
ts_local_lyapunov_exponent,ashare|us,daily_bar,True
ts_location_shift,ashare|us,daily_bar,True
ts_log_return,ashare|us,daily_bar,True
ts_lower_partial_moment,ashare|us,daily_bar,True
ts_lower_tail_coexceedance_probability,ashare|us,daily_bar,True
ts_lz_complexity,ashare|us,daily_bar,True
ts_mad,ashare|us,daily_bar,True
ts_market_liquidity_beta,ashare|us,daily_bar,True
ts_markov_committor,ashare|us,daily_bar,True
ts_markov_entropy_production,ashare|us,daily_bar,True
ts_markov_mean_first_passage_time,ashare|us,daily_bar,True
ts_markov_persistence,ashare|us,daily_bar,True
ts_markov_spectral_gap,ashare|us,daily_bar,True
ts_markov_state_entropy,ashare|us,daily_bar,True
ts_markov_stationary_surprisal,ashare|us,daily_bar,True
ts_markov_transition_surprisal,ashare|us,daily_bar,True
ts_mass_concentration,ashare|us,daily_bar,True
ts_matrix_profile_discord_score,ashare|us,daily_bar,True
ts_matrix_profile_motif_age,ashare|us,daily_bar,True
ts_matrix_profile_motif_frequency,ashare|us,daily_bar,True
ts_matrix_profile_neighbor_dispersion,ashare|us,daily_bar,True
ts_matrix_profile_novelty,ashare|us,daily_bar,True
ts_max,ashare|us,daily_bar,True
ts_max_buildup,ashare|us,daily_bar,True
ts_max_chord_excursion,ashare|us,daily_bar,True
ts_max_drawdown,ashare|us,daily_bar,True
ts_max_drawdown_activity_cost,ashare|us,daily_bar,True
ts_max_if,ashare|us,daily_bar,True
ts_mean,ashare|us,daily_bar,True
ts_mean_abs_deviation,ashare|us,daily_bar,True
ts_mean_excess_slope,ashare|us,daily_bar,True
ts_mean_if,ashare|us,daily_bar,True
ts_mean_reversion_ou_approx_half_life,ashare|us,daily_bar,True
ts_median,ashare|us,daily_bar,True
ts_median_abs_deviation,ashare|us,daily_bar,True
ts_min,ashare|us,daily_bar,True
ts_min_if,ashare|us,daily_bar,True
ts_mmd_rbf_shift,ashare|us,daily_bar,True
ts_modwt_band_corr,ashare|us,daily_bar,True
ts_moment,ashare|us,daily_bar,True
ts_monotonicity,ashare|us,daily_bar,True
ts_motif_recurrence_count,ashare|us,daily_bar,True
ts_multi_regression_adjusted_r2_prior,ashare|us,daily_bar,True
ts_multi_regression_coeff_prior,ashare|us,daily_bar,True
ts_multi_regression_coeff_stability,ashare|us,daily_bar,True
ts_multi_regression_forecast_error,ashare|us,daily_bar,True
ts_multi_regression_forecast_error_z,ashare|us,daily_bar,True
ts_multi_regression_r2_prior,ashare|us,daily_bar,True
ts_multifractal_asymmetry,ashare|us,daily_bar,True
ts_multifractal_curvature,ashare|us,daily_bar,True
ts_multifractal_spectrum_width,ashare|us,daily_bar,True
ts_multiscale_entropy_slope,ashare|us,daily_bar,True
ts_multiscale_permutation_entropy_slope,ashare|us,daily_bar,True
