canonical,model_like,execution_class,lane,legacy_local_predictive
intra_tail_event_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_tail_volume_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_time_above_vwap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_tripower_quarticity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_up_down_semibeta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_up_up_semibeta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_ute_high,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_ute_low,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_at_price_profile,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_price_alignment,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_profile_cosine,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_profile_jsd,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_profile_peak_geometry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_profile_supply_structure,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_volume_profile_value_area,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_above_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_cross_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_path_curvature,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_path_curvature_pct,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_path_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_path_slope_pct,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_vwap_reversion_speed,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_activity_duration_curvature,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_barrier_approach_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_bvc_imbalance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_impact_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_impact_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_impact_decay_rate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_jump_test_stat,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_medrv,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_minrv,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_profile_pca_residual,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
intraday_profile_phase_shift,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_profile_surprise_energy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_quantile_curve_pca_residual,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
intraday_quantile_curve_pca_score,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
intraday_realized_power_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_realized_semivariance_balance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_return_wasserstein_shift,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_rv_signature_curvature,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_rv_signature_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_session_shape_novelty,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_subsampled_rv_dispersion,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volatility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volatility_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volatility_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
intraday_volatility_signature_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volatility_time_centroid,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volume_clock_path_efficiency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_volume_clock_roughness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_vwap_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intraday_wasserstein_pair_distance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
inverse,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
is_finite,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
is_infinite,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
is_nan,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
is_not_null,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
is_null,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
le,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
lerp,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
limit_down_close,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
limit_up_close,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
listing_age,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
log,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
log10,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
log2,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
log_abs,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
log_positive_or_nan,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
lqtp_historical_cvar,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
lt,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
market_cap_free_cap_gap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
maximum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
micro_bvc_vpin,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
minimum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
multi_index_entry_intensity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
multiply,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ne,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
neg,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
nonfinite_to_num,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
normalize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
not_,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ohlc_corwin_schultz_spread,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
open_close_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
open_to_vwap_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
or_,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
overnight_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
overnight_volatility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
panel_async_beta_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
panel_factor_pocket_strength,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
panel_mixture_of_experts_score,True,local_rolling_estimator,LEGACY_LOCAL_PREDICTIVE,True
panel_predictability_mosaic_score,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
panel_regime_conditioned_forecast,True,local_rolling_estimator,LEGACY_LOCAL_PREDICTIVE,True
panel_rolling_elastic_net_forecast,True,local_rolling_estimator,LEGACY_LOCAL_PREDICTIVE,True
panel_rolling_pca_explained_ratio,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
panel_rolling_pca_loading,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
panel_rolling_pca_resid,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
panel_rolling_pca_resid_momentum,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
panel_rolling_pca_resid_vol,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
panel_rolling_pcr_forecast,True,local_rolling_estimator,LEGACY_LOCAL_PREDICTIVE,True
panel_rolling_pls_forecast,True,local_rolling_estimator,LEGACY_LOCAL_PREDICTIVE,True
parkinson_vol,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_123_bear,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_123_bull,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_ascending_triangle,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_bear_flag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_bear_pennant,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_breakdown_retest,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_breakout_retest,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_broadening,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_bull_flag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_bull_pennant,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_cup,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_cup_handle,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_descending_triangle,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_double_bottom,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_double_top,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_falling_channel,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_falling_wedge,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_head_shoulders,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_inverse_head_shoulders,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_rectangle,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_rising_channel,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_rising_wedge,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_rounding_bottom,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_rounding_top,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_sym_triangle,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_triple_bottom,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
pattern_triple_top,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
period_average,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
period_cagr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
period_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
period_lag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
period_stability,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
piotroski_f_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
piotroski_f_score_tolerant,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
piotroski_observed_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
piotroski_partial_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
power,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
price_impact,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
price_spread_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
price_turnover_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
price_volume_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
protected_div,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
quarter_from_cumulative,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
range_volatility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rank,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rank_corr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
real_turnover_rate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_category_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_category_signed_contribution,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_concentration_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_diffusion_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_distinct_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_distribution_excess_kurtosis,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_distribution_pearson_kurtosis,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_distribution_skew,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
relation_entropy_change,False,research_structural,DIAGNOSTIC_RESEARCH,False
relation_entry_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_exit_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_hhi,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_hhi_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_overlap_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_peer_weighted_mean_ex_self,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
relation_rank_entity_mobility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_rank_mobility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_rank_weighted_sum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_share_mobility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_topk_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_topk_sum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_weighted_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relation_weighted_std_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
relative_volume,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_benford_js_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_change_breadth,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_change_coherence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_filing_delay_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_revision_magnitude,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_rolling_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
report_yoy_lag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
residual_momentum_capm,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
return_per_turnover,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
return_turnover_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
return_volume_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
return_volume_corr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
revision_delta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rogers_satchell_vol,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
roll_spread_proxy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rolling_adl_flow,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rolling_beta_to_market,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rolling_obv,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rolling_pvt,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
rolling_vwap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
round,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
row_sum_skipna,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
safe_div_null,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
saturate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
scale,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sec,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
session_event_recovery_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sigmoid,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sign,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_dollar_volume,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_log,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_power,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_sqrt,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_volume,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
signed_volume_imbalance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sin,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sin_phase,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sinh,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
size_neutralize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sqrt,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
sqrt_abs,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
square,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_deadband,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_episode_efficiency,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_episode_excursion_balance,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_episode_mae,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_episode_mfe,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_episode_retrace_ratio,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_ewm_if,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_hold,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_latch,True,recursive_state_estimator,DIAGNOSTIC_RESEARCH,False
state_since_count,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_since_last,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_since_mean,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_since_sum,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_since_trend_tstat,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
state_slew_limit,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
subtract,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
suspension_frequency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
suspension_status_coverage,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
tail_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
tan,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
tanh,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
tradable_state,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
trade_when,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
true_range,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
true_turnover_rate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
truncate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_abdi_ranaldo_spread,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_abs_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_abs_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
ts_abs_entropy_nats,False,research_structural,DIAGNOSTIC_RESEARCH,False
ts_abs_entropy_normalized,False,research_structural,DIAGNOSTIC_RESEARCH,False
ts_active_information_storage,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_activity_clock_age,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_activity_clock_lagged_value,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_activity_clock_lagged_value_prior,False,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_ar_coeff_stability,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_ar_coefficient,True,local_rolling_estimator,DIAGNOSTIC_DESCRIPTIVE,False
ts_ar_fitted_value,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_ar_forecast,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_ar_in_sample_resid,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_ar_innovation,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_ar_innovation_z,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_ar_prior_coeff,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_ar_prior_forecast,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_ar_prior_innovation,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_ar_prior_innovation_z,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
ts_argmax,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_argmax_age,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_argmax_index_from_oldest,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_argmin,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_argmin_age,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_argmin_index_from_oldest,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_autocorr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_autocorr_decay_half_life,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_autocorrelation_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_autocorrelation_time_initial_positive_sequence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_average_volume,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bds_statistic,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_best_lag_corr_excess,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_best_lag_corr_raw,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_beta_break_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_beta_if,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_betti_1_max_persistence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bicoherence_top_decile_excess,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bicoherence_top_decile_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_binned_response_curvature,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_binned_response_monotonicity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bottomk_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bottomk_std,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bottomk_sum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_breakdown_low,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_breakout_high,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_bures_corr_shift,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_change_point_probability,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_channel_position,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_channel_width,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_channel_width_atr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_channel_width_pct,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_channel_width_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_chatterjee_xi,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_chord_excursion_area,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_conditional_mutual_information,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_conditional_transfer_entropy,True,research_structural,DIAGNOSTIC_RESEARCH,False
ts_confirmed_pivot_high,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_confirmed_pivot_low,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_consolidation_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_consolidation_volume_decay,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_consolidation_width,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_copula_central_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_corr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_corr_if,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_count_if,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cov,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cov_if,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_coverage_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cpt_value,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cross_extremogram,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cross_quantilogram,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cross_spectral_coherence,False,research_structural,DIAGNOSTIC_RESEARCH,False
ts_cross_spectral_phase,False,research_structural,DIAGNOSTIC_RESEARCH,False
ts_crossing_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_crossing_speed,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cumulative_deviation_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_current_drawdown_area,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_current_drawdown_duration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_cusum_pressure,False,recursive_state_estimator,DIAGNOSTIC_RESEARCH,False
ts_cusum_vol_break_score,False,recursive_state_estimator,DIAGNOSTIC_RESEARCH,False
ts_days_since,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_days_since_high,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_days_since_low,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_dc_duration_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_dc_event_rate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_dc_overshoot_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_dc_overshoot_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_decay_exp_window,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_decay_linear,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ts_delay,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
