canonical,model_like,execution_class,lane,legacy_local_predictive
fin_fundamental_strength_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_goodwill_intensity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_goodwill_risk_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth_persistence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth_stability,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_growth_volatility,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_impairment_intensity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_interest_coverage_proxy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_inventory_sales_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_investment_income_dependence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_lag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_lease_asset_liability_gap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_lease_intensity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_log_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_margin_persistence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_mean_abs_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_median_abs_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_minority_profit_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_miss_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_monotonicity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_negative_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_net_borrowing_cashflow,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_net_debt_issuance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_noncore_income_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_oci_to_equity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_other_earnings_dependence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_pct_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_percentile_history,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_percentile_vs_prior_history,False,local_rolling_estimator,FAST_NATIVE_ALPHA,False
fin_period_restated,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_period_revision_age,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_period_revision_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_positive_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_qoq,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_quarter_from_cumulative,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_range,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_rd_capitalization_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_rd_total_intensity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_receivable_sales_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_restated_flag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_revision_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_revision_delta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_revision_direction,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_revision_magnitude,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_revision_pct,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_roe_cash_gap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_seasonal_percentile,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_seasonal_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_sign_change_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_stability,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_staleness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_std,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_surprise_event_percentile,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_surprise_event_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_surprise_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_total_operating_accruals,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_trend_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_trend_r2,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_trend_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_trend_tstat,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_ttm,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_ttm_cumulative,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_ttm_quarterly,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_turnover,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_working_capital_accruals,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_working_capital_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_yoy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_zscore_history,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fin_zscore_vs_prior_history,False,local_rolling_estimator,FAST_NATIVE_ALPHA,False
fiscal_accrual_quality,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_ar_resid_std,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_asymmetric_elasticity,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_autocorr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_change_direction_agreement,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_direction_consistency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_pair_direction_agreement,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_perpetual_inventory,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_regression_resid_std,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_reversal_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_sign_agreement,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_sign_consistency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_standardized_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fiscal_true_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fix,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
flex_max,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
flex_min,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
float_share_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
floor,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
free_float_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
free_float_share_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
free_float_turnover,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
free_to_circulating_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
fundamental_staleness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
garman_klass_vol,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ge,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_corr_mst_length,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_current_members_tail_coexceedance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_decay_linear,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_distribution_js_divergence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ex_self_mad,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ex_self_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ex_self_quantile,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ex_self_std,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ex_self_weighted_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_coverage_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_effective_rank,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_mode_localization,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_mode_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_second_mode_localization,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_feature_spectral_gap,False,research_structural,DIAGNOSTIC_RESEARCH,False
group_feature_valid_member_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_impute_median,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_kurtosis,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_leader_laggard_exposure,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_max,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_min,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_multi_level_rank_consistency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_neutralize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_normalize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_peer_beta_deviation,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
group_peer_deviation_index,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
group_peer_information_diffusion,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
group_percentile,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_quantile_spread,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_rank,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_rank_weighted_value,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_return_dispersion_exposure,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_signal_attraction_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_skewness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_spd_feature_structure_shift,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_std,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_sum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_tail_centrality,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_tail_lead_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_tail_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_topk_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_ts_decay_linear,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_valid_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_wasserstein_barycenter_distance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_weighted_mean,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_weighted_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_winsorize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
group_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
gt,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
hierarchical_group_neutralize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
high_low_spread_proxy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_class_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
holder_class_js_shift,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_common_holding_peer_return,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
holder_company_ownership_hhi,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_concentration_acceleration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_concentration_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_concentration_slope,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_count_change_rate,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_disclosure_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_disclosure_coverage,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_entry_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_exit_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_float_concentration_gap,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_freeze_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_freeze_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_id_matched_churn,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_id_matched_entry_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_id_matched_exit_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_id_overlap_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_locked_share_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_nature_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
holder_net_entry_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_observed_topk_hhi,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_peer_return_breadth,False,same_time_cross_sectional,DIAGNOSTIC_RESEARCH,False
holder_pledge_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_pledge_churn,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_pledge_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_pledge_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_pledged_holder_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_rank_stability,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_share_weighted_rank_migration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_shareholder_network_centrality,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_shareholder_overlap_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_topk_share_sum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
holder_weighted_churn,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
hump_decay,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_cloud_position,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_cloud_width,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_kijun,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_senkou_a,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_senkou_b,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
ichimoku_tenkan,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
identity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
idio_skew,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
idio_vol,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_entry_exit_event,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_event_decay,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_member,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_membership_age,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_reconstitution_churn,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_weight,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_weight_change,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
index_weight_gap_to_free_float,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
industry_rolling_pca_loading,True,local_rolling_estimator,FAST_NATIVE_ALPHA,False
industry_size_neutralize,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_abs_return_profile_cosine,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_amihud,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_amount_profile_cosine,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_amount_profile_jsd,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_bar_range_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_bar_range_persistence,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_beta_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_bipower_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_close_participation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_consolidation_quality,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_continuous_variance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_down_down_semibeta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_down_up_semibeta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_drawdown_depth,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_drawdown_duration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_drawdown_recovery_half_life,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_entropy,False,research_structural,DIAGNOSTIC_RESEARCH,False
intra_eod_reversal_decomposition,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_event_pre_post_contrast,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_event_window_reduce,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_extreme_bar_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_high_low_affinity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_high_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_kurtosis,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_kurtosis_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_skewness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_skewness_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_variance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_idiosyncratic_variance_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_impulse_event_detector,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_industry_lead_lag_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_amount_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_illiquidity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_realized_variance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_volume_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_interval_vwap_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_clustering,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_concentration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_first_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_last_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_jump_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_kyle_lambda_proxy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_limit_duration,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_limit_first_hit_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_limit_pre_hit_pressure_profile,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_limit_reopen_count,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_liquidity_resilience_curve_fit,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_longest_above_vwap_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_longest_below_vwap_streak,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_low_time,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_lunch_gap_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_market_lead_lag_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_market_model_r2,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_market_model_r2_ex_self,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_max_drawdown,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_max_drawup,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_multiresolution_resample_reduce,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_negative_jump_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_negative_tail_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_neighbor_event_class,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_path_efficiency,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_positive_jump_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_positive_tail_variation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_post_impulse_response,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_price_vwap_max_negative_excursion,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_price_vwap_max_positive_excursion,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_probe_outcome_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_profile_earth_mover_distance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_range_gap_flag,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_beta,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_beta_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_correlation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_correlation_ex_self,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_kurtosis,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_quarticity,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_semivariance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_skewness,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_realized_variance,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_response_curve_features,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_return_activity_corr,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_return_profile_cosine,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_round_price_barrier_response,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_round_price_clustering_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_same_slot_momentum,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_same_slot_reversal,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_same_slot_zscore,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_segment_amount_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_segment_realized_vol,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_segment_return,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_segment_volume_share,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_segment_vwap_deviation,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_session_boundary_jump,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_session_return_asymmetry,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_signed_imbalance_proxy,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_signed_jump_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_signed_return_profile_cosine,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_signed_tail_variation_ratio,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_slice_mask_pair_reduce,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_slice_mask_reduce,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_slot_amount_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_slot_volatility_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_slot_volume_surprise,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_count,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_dwell_stats,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_follow_beta,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_follow_corr,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_follow_ratio,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_interval_moment,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_pair_same_slot_corr,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_sum,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_state_transition_entropy,True,research_structural,DIAGNOSTIC_RESEARCH,False
intra_state_vwap,True,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
intra_supply_absorption_score,False,local_rolling_estimator,DIAGNOSTIC_RESEARCH,False
