canonical,family,true_model_type,semantic_role,surface,lane,timing_kind,explicit_timing,feature_inputs,label_input,label_horizon,stateful,checkpointable,missing_policy,window_semantics,min_history,min_effective_obs,input_units,output_unit,parameter_domain_certified,oracle_required,oracle_pass,causality_pass,future_poison_pass,label_poison_pass,missing_gap_pass,unit_contract_pass,backend_parity_pass,batch_single_parity_pass,optimized_reference_parity_pass,performance_lane,default_searchable,final_direct_use_ready,failure_reasons,evidence_sha
ts_ar_innovation,ar,ar,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_ar_innovation_z,ar,ar,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_ar_prior_coeff,ar,ar,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_ar_prior_forecast,ar,ar,model_score,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,label_horizon,False,False,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_ar_prior_innovation,ar,ar,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_ar_prior_innovation_z,ar,ar,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmax,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmax_age,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmax_index_from_oldest,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmin,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmin_age,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_argmin_index_from_oldest,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_bicoherence_top_decile_excess,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_bicoherence_top_decile_mean,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_change_point_probability,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_chord_excursion_area,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_conditional_transfer_entropy,entropy,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_cross_spectral_coherence,spectral,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_cross_spectral_phase,spectral,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_cumulative_deviation_score,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_current_drawdown_area,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_cusum_pressure,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_cusum_vol_break_score,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_detrended_level_spectral_entropy,entropy,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dfa_hurst,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_dominant_frequency,dmd,dmd,,research,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_dominant_growth_rate,dmd,dmd,,research,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_level_dominant_frequency,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_level_dominant_growth_rate,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_level_mode_concentration,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_mode_concentration,dmd,dmd,,research,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_return_dominant_frequency,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_return_dominant_growth_rate,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dmd_return_mode_concentration,dmd,dmd,,extended,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_dominant_cycle_period,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_effective_transfer_entropy,entropy,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile,regression,regression,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_beta,regression,regression,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_beta_spread,regression,regression,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_regression_coeff,regression,regression,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_regression_coeff_prior,regression,regression,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_regression_forecast_error,regression,regression,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_expectile_regression_resid,regression,regression,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_feature_pca_reconstruction_error,pca,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_first_passage_bias,dmd,dmd,,daily,DIAGNOSTIC_RESEARCH,matured_historical_outcome,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_first_passage_conditional_time,dmd,dmd,,daily,DIAGNOSTIC_RESEARCH,matured_historical_outcome,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_first_passage_hit_probability,dmd,dmd,,daily,DIAGNOSTIC_RESEARCH,matured_historical_outcome,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_garch_next_vol_forecast,garch,garch,model_score,extended,EXPENSIVE_CERTIFIED_ALPHA,prior_fit_predictive,True,,,,False,False,finite_only,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_garch_persistence,garch,garch,,extended,EXPENSIVE_CERTIFIED_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_garch_standardized_shock,garch,garch,model_feature,extended,EXPENSIVE_CERTIFIED_ALPHA,prior_fit_predictive,True,,,label_horizon,False,False,finite_only,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_garch_vol_surprise,garch,garch,,extended,EXPENSIVE_CERTIFIED_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_gjr_garch_vol_forecast,garch,garch,,extended,EXPENSIVE_CERTIFIED_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_gjr_leverage,garch,garch,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hankel_effective_rank,dmd,dmd,,daily,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hankel_singular_gap,dmd,dmd,,daily,EXPENSIVE_CERTIFIED_ALPHA,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,expensive,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_har_from_return_forecast_error_z,garch,garch,,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_har_from_return_next_vol,garch,garch,,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_har_rv_forecast_error_z,garch,garch,,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_har_rv_next_var_forecast,garch,garch,,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_har_rv_next_vol_forecast,garch,garch,model_score,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hartigan_dip,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hsic,kernel,kernel,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_coeff,regression,regression,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_coeff_prior,regression,regression,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_forecast_error,regression,regression,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_forecast_error_z,regression,regression,,daily,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_in_sample_resid,regression,regression,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_predictive_resid,regression,regression,,extended,FAST_NATIVE_ALPHA,prior_fit_predictive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_huber_regression_resid_z,regression,regression,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hvg_assortativity,entropy,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hvg_clustering_coefficient,entropy,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hvg_degree_entropy,entropy,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hvg_forward_backward_asymmetry,entropy,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hvg_motif_entropy,rqa,rqa,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hysteresis_age,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_hysteresis_state,state,state,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_beta,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_beta_change,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_beta_uncertainty,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_innovation_z,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_level,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kalman_trend,kalman,kalman,model_feature,extended,FAST_NATIVE_ALPHA,recursive_causal_filter,True,,,label_horizon,True,True,finite_only,,,,,,False,family_oracle,,,,,,,,,,fast,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kernel_granger_score,kernel,kernel,,extended,DIAGNOSTIC_RESEARCH,prior_reference_current_query,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_km_diffusion_gradient,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_km_equilibrium_distance,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_km_quasipotential_depth,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_kramers_moyal_local_stability,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_level_shift_score,generic,statistical_estimator,,daily,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_lo_mackinlay_vr,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_lo_mackinlay_z,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_local_lyapunov_exponent,kernel,kernel,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_lz_complexity,generic,statistical_estimator,,extended,DIAGNOSTIC_RESEARCH,self_fit_descriptive,False,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,false,False,no_explicit_timing|not_production_lane|no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_committor,state,state,,daily,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_entropy_production,entropy,statistical_estimator,,extended,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_mean_first_passage_time,dmd,dmd,,daily,STATE_CONDITION_EVENT,matured_historical_outcome,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_persistence,state,state,,daily,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_spectral_gap,state,state,,daily,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_state_entropy,entropy,statistical_estimator,,daily,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
ts_markov_stationary_surprisal,state,state,,daily,STATE_CONDITION_EVENT,self_fit_descriptive,True,,,,False,False,,,,,,,False,family_oracle,,,,,,,,,,,true,False,no_parameter_domain_point,6fd715953558da50d976951e9e7cc3c19f3dca36
