date,strategy_nav,benchmark_nav,excess_nav,strategy_nav_ret,benchmark_nav_ret,excess_nav_ret
2020-01-23,1.0,1.0,1.0,,,
2020-02-03,1.008529629593232,0.921191837957991,1.0948095587004363,0.008529629593232002,-0.07880816204200902,0.09480955870043628
2020-02-04,1.0469974295932318,0.9454881490546716,1.1073617693040916,0.038142458953352776,0.02637486579401127,0.011465200046805402
2020-02-05,1.049895529593232,0.9562002048003198,1.0979871415238593,0.0027680106159631013,0.011329656280048006,-0.008465731832266177
2020-02-06,1.063311029593232,0.973995354529334,1.0917003090913695,0.01277793801560212,0.01861027600671794,-0.005725779651448937
2020-02-07,1.060225129593232,0.9740178326132021,1.0885068980192523,-0.0029021611871933306,2.307822492531031e-05,-0.002925171904343493
2020-02-10,1.059394329593232,0.9780489023202378,1.0831711247566633,-0.0007836071573955605,0.004138599491777972,-0.004901919567343538
2020-02-11,1.072714329593232,0.9871525262868703,1.0866753627508796,0.012573221913613875,0.009307943544577313,0.0032351656299953735
2020-02-12,1.079941829593232,0.9951372411898398,1.0852189877870464,0.0067375812931860235,0.008088633408054546,-0.0013402116342698944
2020-02-13,1.0838976295932319,0.989015709683059,1.0959357055517136,0.0036629750710646114,-0.006151444497707326,0.009875166104972521
2020-02-14,1.080259129593232,0.9959614375983415,1.0846395139536382,-0.003356866830094729,0.007022869148871624,-0.010307348816953388
2020-02-17,1.107763710267234,1.0183620969554683,1.0877896119455388,0.025461095324747385,0.022491492653715195,0.0029042810550190534
2020-02-18,1.1278670102672341,1.0133894452908414,1.112965025941767,0.018147642691012544,-0.004882989733704046,0.023143642593903113
2020-02-19,1.129398610267234,1.011840955068808,1.1161819499492702,0.0013579615203365147,-0.0015280307380635128,0.0028904088920325144
2020-02-20,1.155389110267234,1.0351557231699093,1.1161500481581066,0.023012689907463413,0.023041929647447335,-2.8581174570274648e-05
2020-02-21,1.1715958102672341,1.0363620470041708,1.1304889190548668,0.014027049290997518,0.0011653549386438922,0.012846723359840828
2020-02-24,1.191399310267234,1.0322036014885487,1.1542289801635142,0.016903013672849188,-0.004012541300255967,0.020999817608557292
2020-02-25,1.193030210267234,1.0299582906666,1.1583286634792678,0.0013688945309480172,-0.002175259627762105,0.0035518804207921306
2020-02-26,1.145083510267234,1.0172631684107993,1.1256512039614288,-0.04018900744287113,-0.012325860542939382,-0.0282108701512106
2020-02-27,1.153111510267234,1.0202252803516572,1.1302518497382978,0.007010842377885851,0.0029118442826208124,0.004087097104927606
2020-02-28,1.090858210267234,0.984053048277929,1.1085359800228367,-0.053987233190979755,-0.03545514188911303,-0.019213301637585722
2020-03-02,1.109949083575494,1.0164264841779265,1.0920111792179514,0.017500783446075197,0.03289805966929338,-0.014906869152361502
2020-03-03,1.122729983575494,1.0218437023901696,1.0987296598778695,0.01151485251812523,0.0053296704646814685,0.0061523918324073446
2020-03-04,1.114471483575494,1.027760433577262,1.0843689318690954,-0.007355731227289053,0.005790250674592157,-0.01307030157934419
2020-03-05,1.123792783575494,1.050658108344364,1.069608443175084,0.008363874838766439,0.022279194663491264,-0.01361205421900935
2020-03-06,1.109094583575494,1.033619720772247,1.0730199523929917,-0.01307910160557868,-0.016216871536799182,0.0031894935381968637
2020-03-09,1.051656783575494,0.9983091485801344,1.0534379906978057,-0.05178800875109524,-0.03416205349268209,-0.01824939196285713
2020-03-10,1.083746283575494,1.019688303903694,1.0628211380149852,0.03051328199576675,0.021415365524763974,0.008907166249969789
2020-03-11,1.0648952835754941,1.0061265266365294,1.058410900998136,-0.017394292636286335,-0.013299924315347877,-0.004149557116530644
2020-03-12,1.038955083575494,0.9867654037313619,1.0528896530490242,-0.024359390449080864,-0.019243228751647634,-0.0052165448635355105
