date,strategy_nav,benchmark_nav,excess_nav,strategy_ret,benchmark_ret
2020-12-01,1.73823727,1.37416892,1.26493712,0.01097883,0.00325172
2020-12-02,1.76093167,1.38719976,1.26941463,0.01305599,0.00948271
2020-12-03,1.75279583,1.38205804,1.26825052,-0.00462019,-0.00370654
2020-12-04,1.75523028,1.38148044,1.27054299,0.0013889,-0.00041793
2020-12-07,1.76734752,1.38577147,1.2753528,0.0069035,0.00310611
2020-12-08,1.78149293,1.38423851,1.28698408,0.00800375,-0.00110621
2020-12-09,1.80276237,1.37727234,1.30893674,0.01193911,-0.0050325
2020-12-10,1.77476397,1.35915342,1.30578633,-0.01553083,-0.01315565
2020-12-11,1.78549484,1.34830753,1.32424895,0.00604637,-0.00797989
2020-12-14,1.80645809,1.34812722,1.33997598,0.01174087,-0.00013373
2020-12-15,1.82683583,1.35717092,1.34606173,0.0112805,0.00670834
2020-12-16,1.81723584,1.35985788,1.33634247,-0.00525499,0.00197983
2020-12-17,1.83089103,1.36497353,1.34133813,0.00751427,0.00376189
2020-12-18,1.88237282,1.38424555,1.3598547,0.02811843,0.01411897
2020-12-21,1.91318017,1.39660159,1.36988257,0.01636623,0.00892619
2020-12-22,1.93595408,1.39129916,1.39147218,0.0119037,-0.00379666
2020-12-23,1.9315083,1.38204092,1.39757679,-0.00229643,-0.00665439
2020-12-24,1.91121299,1.38416508,1.38076955,-0.01050749,0.00153697
2020-12-25,1.92811884,1.38644489,1.39069274,0.00884561,0.00164707
2020-12-28,1.9488239,1.39408588,1.39792242,0.01073848,0.00551121
2020-12-29,1.917784,1.38945575,1.38024115,-0.01592751,-0.00332127
2020-12-30,1.94858799,1.39652406,1.39531286,0.01606228,0.00508711
2020-12-31,1.97806963,1.42114223,1.39188716,0.01512975,0.01762817
2021-01-04,2.05209989,1.44956751,1.41566355,0.03742551,0.02000171
2021-01-05,2.09864553,1.46910708,1.42851774,0.02268195,0.01347959
2021-01-06,2.10970176,1.47914679,1.42629642,0.00526827,0.00683388
2021-01-07,2.15183509,1.48510338,1.44894633,0.01997123,0.00402705
2021-01-08,2.15858249,1.49397346,1.44486,0.00313565,0.0059727
2021-01-11,2.14523268,1.49708656,1.4329383,-0.00618452,0.00208378
2021-01-12,2.14559254,1.49107023,1.43896143,0.00016775,-0.0040187
2021-01-13,2.18757207,1.51536647,1.44359276,0.01956547,0.0162945
2021-01-14,2.12279534,1.49687976,1.41814687,-0.02961124,-0.0121995
2021-01-15,2.06938416,1.48035651,1.39789581,-0.02516078,-0.01103846
2021-01-18,2.09326338,1.49715099,1.39816451,0.01153929,0.01134489
2021-01-19,2.09469997,1.4989488,1.39744598,0.00068629,0.00120082
2021-01-20,2.09991647,1.49862242,1.40123118,0.00249033,-0.00021773
2021-01-21,2.15532285,1.52304377,1.41514177,0.02638504,0.01629586
2021-01-22,2.17547211,1.52002699,1.43120624,0.0093486,-0.00198076
2021-01-25,2.22634541,1.52743762,1.45756879,0.02338495,0.00487533
2021-01-26,2.15752137,1.5095834,1.42921641,-0.03091346,-0.011689
2021-01-27,2.11635736,1.4983365,1.41247133,-0.01907931,-0.00745033
2021-01-28,2.06722197,1.47684756,1.39975311,-0.02321696,-0.01434186
2021-01-29,2.02664323,1.45346032,1.39435745,-0.0196296,-0.01583592
2021-02-01,2.03840354,1.45242755,1.40344593,0.00580285,-0.00071056
2021-02-02,2.08106655,1.46696711,1.41861841,0.02092962,0.01001052
2021-02-03,2.10454561,1.47162249,1.43008524,0.01128223,0.00317348
2021-02-04,2.04473139,1.4383794,1.42155219,-0.02842144,-0.02258941
2021-02-05,2.03260721,1.43587681,1.41558607,-0.00592947,-0.00173987
2021-02-08,2.03128102,1.43413838,1.41637728,-0.00065246,-0.00121071
2021-02-09,2.11004639,1.46751525,1.43783609,0.0387762,0.02327311
2021-02-10,2.14131126,1.49355041,1.43370538,0.01481715,0.01774099
2021-02-18,2.17407017,1.52790431,1.4229099,0.01529853,0.0230015
2021-02-19,2.12486352,1.52016706,1.3977829,-0.02263343,-0.00506397
2021-02-22,2.12552472,1.53851179,1.38154594,0.00031117,0.01206758
2021-02-23,2.08719114,1.51306171,1.37944878,-0.01803488,-0.01654201
2021-02-24,2.04886621,1.49690137,1.36873828,-0.01836197,-0.01068055
2021-02-25,2.03322952,1.48797902,1.36643696,-0.00763187,-0.00596055
2021-02-26,1.9625272,1.45068415,1.35282873,-0.03477341,-0.02506411
2021-03-01,1.98995781,1.47036564,1.35337616,0.01397719,0.01356704
2021-03-02,1.98767717,1.47214581,1.35019042,-0.00114608,0.0012107
2021-03-03,1.99299349,1.47637108,1.3499272,0.00267464,0.00287015
2021-03-04,1.95488412,1.46065049,1.33836543,-0.01912167,-0.01064813
2021-03-05,1.91864147,1.44350431,1.32915535,-0.01853954,-0.01173873
2021-03-08,1.90194403,1.43832697,1.32233078,-0.00870274,-0.00358665
2021-03-09,1.81378834,1.38524429,1.30936352,-0.04635031,-0.03690585
2021-03-10,1.82223253,1.37760019,1.32275862,0.00465555,-0.00551823
2021-03-11,1.85314827,1.39496057,1.32845926,0.01696586,0.01260189
2021-03-12,1.86651323,1.40240649,1.33093596,0.00721203,0.00533773
2021-03-15,1.84781687,1.38523756,1.33393501,-0.01001673,-0.01224248
2021-03-16,1.81702209,1.37779695,1.318788,-0.01666549,-0.00537136
2021-03-17,1.82830099,1.38605781,1.31906546,0.00620735,0.0059957
2021-03-18,1.84790266,1.3987577,1.32110277,0.01072125,0.0091626
2021-03-19,1.8086397,1.37599942,1.31441894,-0.02124731,-0.01627035
2021-03-22,1.81612025,1.38341115,1.31278416,0.00413601,0.00538644
2021-03-23,1.80199896,1.37589521,1.30969201,-0.00777553,-0.0054329
2021-03-24,1.75885962,1.35231575,1.30062792,-0.02393972,-0.01713754
2021-03-25,1.73882664,1.3505221,1.28752179,-0.01138976,-0.00132635
2021-03-26,1.77884053,1.3715433,1.29696272,0.02301201,0.01556524
2021-03-29,1.80635709,1.38505434,1.30417777,0.01546882,0.00985098
2021-03-30,1.81333114,1.38893628,1.30555388,0.00386084,0.00280273
2021-03-31,1.79665324,1.3832936,1.29882278,-0.00919739,-0.00406259
2021-04-01,1.8116568,1.39697852,1.29683941,0.00835084,0.009893
2021-04-02,1.83850684,1.41370022,1.30049272,0.01482071,0.01196991
2021-04-06,1.84405894,1.41884266,1.29969234,0.00301989,0.00363757
2021-04-07,1.82623491,1.40937681,1.29577477,-0.00966565,-0.00667153
2021-04-08,1.8303049,1.4180426,1.29072631,0.00222863,0.00614867
2021-04-09,1.82477366,1.40691075,1.29700741,-0.00302203,-0.00785015
2021-04-12,1.78213361,1.3842313,1.28745362,-0.02336731,-0.01612003
2021-04-13,1.77251177,1.37193181,1.29198241,-0.00539906,-0.00888543
2021-04-14,1.79803202,1.38164503,1.30137045,0.01439779,0.00707996
2021-04-15,1.80431924,1.37913944,1.30829356,0.00349672,-0.00181349
2021-04-16,1.81030134,1.38961977,1.30273142,0.00331543,0.00759919
2021-04-19,1.86310708,1.42044828,1.31163317,0.02916958,0.02218485
2021-04-20,1.89695216,1.43478766,1.32211351,0.01816593,0.01009497
2021-04-21,1.88703334,1.42443863,1.3247558,-0.00522882,-0.00721293
2021-04-22,1.90877261,1.43307615,1.33194081,0.01152034,0.00606381
2021-04-23,1.94436446,1.43476471,1.35518001,0.01864646,0.00117828
2021-04-26,1.98315402,1.44415019,1.37323253,0.01994974,0.00654147
2021-04-27,1.95516092,1.42040065,1.37648552,-0.01411544,-0.01644534
2021-04-28,1.97786739,1.42783566,1.38522062,0.0116136,0.00523444
2021-04-29,1.99260528,1.44342363,1.38047156,0.00745141,0.01091721
2021-04-30,2.0193236,1.43703765,1.40519882,0.01340874,-0.00442419
2021-05-06,2.03498023,1.43610338,1.41701513,0.0077534,-0.00065013
2021-05-07,2.04879374,1.43446853,1.4282598,0.00678803,-0.00113839
2021-05-10,2.0580468,1.42638313,1.44284292,0.00451635,-0.00563651
2021-05-11,2.05116088,1.42174223,1.4427094,-0.00334585,-0.00325361
2021-05-12,2.06846857,1.43420121,1.44224433,0.008438,0.00876318
2021-05-13,2.03108107,1.42905251,1.42127813,-0.01807496,-0.00358994
2021-05-14,2.03051224,1.44179184,1.40832552,-0.00028007,0.00891453
2021-05-17,2.0663869,1.47275473,1.40307605,0.01766779,0.02147528
2021-05-18,2.09461977,1.47699626,1.41816186,0.01366292,0.00288
2021-05-19,2.09014963,1.47976205,1.41249037,-0.0021341,0.00187257
2021-05-20,2.04034371,1.47474737,1.38352083,-0.02382888,-0.00338884
2021-05-21,2.04908777,1.47343814,1.39068462,0.00428558,-0.00088776
2021-05-24,2.02761108,1.47401892,1.37556653,-0.0104811,0.00039416
2021-05-25,2.03737014,1.50070321,1.3576103,0.00481308,0.01810309
2021-05-26,2.0688875,1.51747071,1.36337887,0.01546963,0.0111731
2021-05-27,2.08617447,1.5243158,1.36859729,0.00835569,0.00451085
2021-05-28,2.10711128,1.53798693,1.37004498,0.01003598,0.0089687
2021-05-31,2.13323089,1.54591445,1.37991523,0.01239594,0.00515447
2021-06-01,2.16147257,1.55157966,1.3930787,0.01323892,0.00366463
2021-06-02,2.17568568,1.55052337,1.40319438,0.00657566,-0.00068078
2021-06-03,2.15876081,1.54711409,1.39534687,-0.0077791,-0.00219879
2021-06-04,2.15673498,1.54497811,1.39596475,-0.00093842,-0.00138063
2021-06-07,2.19921433,1.55929032,1.41039439,0.01969614,0.0092637
2021-06-08,2.19940542,1.55626118,1.41326241,8.689e-05,-0.00194265
2021-06-09,2.20037071,1.55266633,1.4171562,0.00043889,-0.00230993
2021-06-10,2.2351229,1.56823502,1.42524741,0.01579379,0.01002707
2021-06-11,2.23584358,1.56244186,1.43099313,0.00032243,-0.00369406
2021-06-15,2.2200305,1.54599945,1.43598402,-0.00707253,-0.01052354
2021-06-16,2.18411498,1.52552848,1.4317104,-0.01617794,-0.01324125
2021-06-17,2.17838835,1.5246367,1.42879175,-0.00262195,-0.00058457
2021-06-18,2.19307102,1.53715473,1.42670804,0.00674015,0.0082105
2021-06-21,2.19394641,1.54322257,1.42166558,0.00039916,0.00394745
2021-06-22,2.19582492,1.55039069,1.41630425,0.00085622,0.0046449
2021-06-23,2.22576348,1.56949163,1.41814295,0.01363432,0.01232008
2021-06-24,2.22339846,1.57271811,1.4137298,-0.00106257,0.00205575
2021-06-25,2.22226403,1.5833687,1.40350382,-0.00051022,0.00677209
2021-06-28,2.24700415,1.59631798,1.40761689,0.01113285,0.00817831
2021-06-29,2.23484723,1.58694844,1.40826707,-0.00541028,-0.00586947
2021-06-30,2.26218435,1.59410831,1.41909075,0.01223221,0.00451172
2021-07-01,2.27346734,1.59210345,1.42796458,0.00498765,-0.00125766
2021-07-02,2.24052071,1.56575027,1.43095661,-0.0144918,-0.01655243
2021-07-05,2.26942467,1.57089468,1.44467016,0.01290056,0.00328558
2021-07-06,2.28999986,1.57957889,1.44975339,0.00906626,0.0055282
2021-07-07,2.30734533,1.59333542,1.44812279,0.00757444,0.00870899
2021-07-08,2.37497898,1.61224981,1.47308375,0.02931232,0.01187094
2021-07-09,2.36209437,1.60792468,1.46903297,-0.00542515,-0.00268266
2021-07-12,2.43414924,1.64426845,1.48038432,0.03050465,0.02260291
2021-07-13,2.44207622,1.64884002,1.48108743,0.00325657,0.0027803
2021-07-14,2.43104127,1.6378302,1.48430605,-0.00451867,-0.00667731
2021-07-15,2.44682279,1.62963306,1.50145628,0.00649167,-0.00500488
2021-07-16,2.47744982,1.64923239,1.50218358,0.01251706,0.01202684
2021-07-19,2.45706942,1.63888887,1.49922881,-0.00822636,-0.00627172
2021-07-20,2.45577239,1.63533635,1.50169254,-0.00052788,-0.00216764
2021-07-21,2.54105994,1.66406856,1.52701637,0.03472942,0.0175696
2021-07-22,2.57907133,1.67659644,1.53827795,0.01495887,0.00752846
2021-07-23,2.56143781,1.67924688,1.52534916,-0.00683716,0.00158084
2021-07-26,2.50225999,1.64738599,1.51892757,-0.02310336,-0.01897332
2021-07-27,2.510395,1.64047352,1.53028682,0.00325107,-0.00419602
2021-07-28,2.39256178,1.58053103,1.51377084,-0.04693812,-0.03653975
2021-07-29,2.51693217,1.61941376,1.55422427,0.0519821,0.02460105
2021-07-30,2.51410733,1.62908674,1.5432618,-0.00112234,0.00597314
2021-08-02,2.52980231,1.65342407,1.5300384,0.00624277,0.01493925
2021-08-03,2.50684387,1.65437557,1.515281,-0.00907519,0.00057548
2021-08-04,2.54353232,1.66374322,1.52880101,0.01463531,0.00566234
2021-08-05,2.60974156,1.66916555,1.56350074,0.02603043,0.00325911
2021-08-06,2.62995731,1.66915602,1.57562101,0.00774626,-5.7e-06
2021-08-09,2.5653385,1.67045942,1.53570836,-0.02457029,0.00078087
2021-08-10,3.22339506,1.69779787,1.8985741,0.25651841,0.01636583
2021-08-11,3.20372098,1.71120857,1.87219784,-0.00610353,0.00789888
2021-08-12,3.19254211,1.71404483,1.86257796,-0.00348934,0.00165746
2021-08-13,3.23455105,1.70759827,1.89421078,0.01315846,-0.00376102
2021-08-16,3.13927584,1.69919292,1.84750996,-0.02945547,-0.00492232
2021-08-17,3.0657587,1.6783296,1.8266726,-0.0234185,-0.01227836
2021-08-18,3.06270812,1.66578598,1.83859641,-0.00099505,-0.00747387
2021-08-19,3.12179353,1.67431982,1.86451447,0.01929188,0.00512301
2021-08-20,3.10717265,1.6585407,1.87343769,-0.00468349,-0.0094242
2021-08-23,3.1729731,1.68586501,1.88210389,0.02117695,0.01647491
2021-08-24,3.28000581,1.70740307,1.9210495,0.03373262,0.01277567
2021-08-25,3.28466709,1.71220905,1.91837971,0.00142112,0.00281479
2021-08-26,3.28034746,1.70985705,1.91849222,-0.00131509,-0.00137366
2021-08-27,3.23157055,1.70286275,1.89772813,-0.01486943,-0.00409058
2021-08-30,3.35702988,1.71566785,1.95668986,0.03882302,0.00751975
2021-08-31,3.33447526,1.710361,1.94957396,-0.00671862,-0.00309317
2021-09-01,3.31092119,1.72496053,1.91941851,-0.0070638,0.00853594
2021-09-02,3.32453228,1.73056095,1.92107205,0.00411097,0.00324669
2021-09-03,3.27715016,1.72828694,1.89618407,-0.01425227,-0.00131403
2021-09-06,3.26778885,1.73821624,1.87996681,-0.00285654,0.00574517
2021-09-07,3.33667795,1.76727996,1.88803021,0.02108126,0.01672042
2021-09-08,3.36479296,1.78705941,1.88286575,0.00842605,0.01119203
2021-09-09,3.3366133,1.79007521,1.86395146,-0.00837486,0.00168757
2021-09-10,3.38437923,1.81214809,1.86760632,0.01431569,0.0123307
2021-09-13,3.37401456,1.81162873,1.86242054,-0.0030625,-0.0002866
2021-09-14,3.40010007,1.80448865,1.88424575,0.0077313,-0.00394124
2021-09-15,3.37813321,1.78128567,1.89645786,-0.00646065,-0.01285848
2021-09-16,3.35011092,1.7667865,1.89616058,-0.0082952,-0.00813972
2021-09-17,3.28424358,1.7389882,1.88859452,-0.01966124,-0.01573382
2021-09-22,3.28981525,1.73797182,1.89290483,0.00169648,-0.00058447
2021-09-23,3.3342266,1.76126833,1.8930827,0.01349965,0.01340443
2021-09-24,3.29612849,1.75285184,1.8804376,-0.01142637,-0.00477866
2021-09-27,3.21884836,1.72625548,1.86464193,-0.02344573,-0.01517319
2021-09-28,3.21285257,1.71560159,1.87272651,-0.00186271,-0.00617168
2021-09-29,3.14654699,1.68761862,1.86448938,-0.0206376,-0.01631088
2021-09-30,3.18472095,1.69751456,1.87610818,0.01213202,0.00586385
2021-10-08,3.21911469,1.71327793,1.87892147,0.01079961,0.00928615
2021-10-11,3.2522284,1.71859243,1.8923791,0.01028659,0.00310195
2021-10-12,3.21862316,1.68963414,1.90492313,-0.01033299,-0.01685
2021-10-13,3.20326557,1.68938211,1.89611667,-0.00477148,-0.00014916
2021-10-14,3.25811446,1.70253025,1.91368961,0.01712281,0.00778282
2021-10-15,3.29428878,1.71139043,1.92491948,0.01110284,0.00520412
2021-10-18,3.30550279,1.70786917,1.93545433,0.00340408,-0.00205754
2021-10-19,3.31991117,1.72588679,1.9235973,0.00435891,0.01054977
2021-10-20,3.3160282,1.72719444,1.91989282,-0.0011696,0.00075767
2021-10-21,3.30773749,1.72744684,1.9148129,-0.00250019,0.00014613
2021-10-22,3.31208974,1.73187425,1.91243085,0.00131578,0.00256298
2021-10-25,3.32089867,1.73006947,1.91951753,0.00265963,-0.0010421
2021-10-26,3.34438497,1.75007069,1.91099994,0.00707227,0.01156093
2021-10-27,3.32142069,1.72964272,1.92029293,-0.00686652,-0.01167265
2021-10-28,3.31712473,1.70773781,1.94240867,-0.00129341,-0.01266441
2021-10-29,3.36913941,1.70874846,1.97170005,0.01568065,0.0005918
2021-11-01,3.41521183,1.72152864,1.98382516,0.01367483,0.00747927
2021-11-02,3.45143936,1.71785965,2.00915095,0.0106077,-0.00213124
2021-11-03,3.43509001,1.71324512,2.00501958,-0.00473697,-0.00268621
2021-11-04,3.49604765,1.72790808,2.02328335,0.01774557,0.00855859
2021-11-05,3.53288911,1.73391068,2.03752658,0.01053803,0.00347391
2021-11-08,3.55800586,1.72648868,2.06083359,0.00710941,-0.0042805
2021-11-09,3.56008532,1.73330937,2.05392377,0.00058444,0.00395061
2021-11-10,3.5660999,1.72456607,2.06782445,0.00168945,-0.00504428
2021-11-11,3.64309683,1.74995176,2.081827,0.02159136,0.01472004
2021-11-12,3.69543646,1.76303246,2.09606831,0.0143668,0.00747489
2021-11-15,3.71086541,1.75853628,2.11020122,0.00417514,-0.00255025
2021-11-16,3.68434075,1.75459631,2.09982246,-0.00714784,-0.00224048
2021-11-17,3.68498825,1.75413256,2.10074673,0.00017575,-0.0002643
2021-11-18,3.68558191,1.7536932,2.10161157,0.0001611,-0.00025047
2021-11-19,3.69226115,1.76230647,2.09513,0.00181226,0.00491151
2021-11-22,3.7769829,1.79158765,2.10817646,0.02294576,0.01661526
2021-11-23,3.81296859,1.80001605,2.118297,0.00952763,0.00470443
2021-11-24,3.81938275,1.80070646,2.12104684,0.0016822,0.00038356
2021-11-25,3.78413575,1.79466766,2.10854401,-0.00922845,-0.00335357
2021-11-26,3.73985561,1.7832565,2.09720565,-0.01170152,-0.00635837
2021-11-29,3.73828538,1.77284307,2.10863863,-0.00041986,-0.00583956
2021-11-30,3.77761538,1.78315307,2.11850314,0.01052087,0.00581552
2021-12-01,3.78817601,1.78258756,2.12509954,0.00279558,-0.00031714
2021-12-02,3.8125008,1.78853188,2.13163705,0.00642124,0.00333465
2021-12-03,3.83704763,1.79928161,2.13254424,0.00643851,0.00601037
2021-12-06,3.83072752,1.80925686,2.11729335,-0.00164713,0.00554402
2021-12-07,3.81230437,1.79133387,2.1281931,-0.00480931,-0.00990627
2021-12-08,3.85800799,1.81163476,2.12957274,0.01198845,0.01133284
2021-12-09,3.90858582,1.8358143,2.12907472,0.01310983,0.01334681
2021-12-10,3.88830603,1.83046719,2.12421509,-0.00518852,-0.00291266
2021-12-13,3.91872332,1.84864153,2.1197854,0.00782276,0.00992879
2021-12-14,3.88317751,1.83419449,2.11710237,-0.00907076,-0.00781495
2021-12-15,3.87190518,1.82762993,2.11853894,-0.00290286,-0.00357899
2021-12-16,3.87580992,1.82765346,2.12064814,0.00100848,1.287e-05
2021-12-17,3.87180835,1.81926472,2.12822703,-0.00103245,-0.0045899
2021-12-20,3.83500127,1.78974989,2.14275821,-0.00950643,-0.01622349
2021-12-21,3.85570907,1.7885879,2.15572804,0.00539969,-0.00064925
2021-12-22,3.92323839,1.80910223,2.16861066,0.01751411,0.01146957
2021-12-23,3.95831586,1.81441208,2.18159695,0.00894095,0.00293507
2021-12-24,3.96223084,1.80367344,2.19675622,0.00098905,-0.00591852
2021-12-27,3.95033043,1.79468171,2.20113149,-0.00300346,-0.00498523
2021-12-28,3.93830397,1.79858348,2.18966982,-0.00304442,0.00217407
2021-12-29,3.90368495,1.79634038,2.1731321,-0.00879034,-0.00124715
2021-12-30,3.92906889,1.8043729,2.177526,0.00650256,0.0044716
2021-12-31,3.98955881,1.81201277,2.20172776,0.01539548,0.00423409
2022-01-04,4.05739411,1.8090912,2.24278031,0.01700321,-0.00161234
2022-01-05,4.068522,1.7912858,2.2712858,0.00274262,-0.00984218
2022-01-06,4.00339924,1.77333865,2.25754919,-0.01600649,-0.01001914
2022-01-07,4.01233275,1.77452731,2.26107129,0.00223148,0.00067029
2022-01-10,4.00654457,1.76470837,2.27037205,-0.0014426,-0.00553327
2022-01-11,4.0001648,1.7588227,2.27434226,-0.00159234,-0.00333521
2022-01-12,3.96858257,1.76027508,2.25452409,-0.00789523,0.00082577
2022-01-13,3.9282658,1.75422517,2.23931675,-0.01015898,-0.00343692
2022-01-14,3.89828883,1.73466959,2.24728032,-0.0076311,-0.0111477
2022-01-17,3.92273249,1.74616403,2.24648568,0.00627036,0.0066263
2022-01-18,4.00585408,1.76578856,2.26859215,0.02118972,0.01123865
2022-01-19,3.98394819,1.75513594,2.26988012,-0.00546847,-0.00603278
2022-01-20,3.96953944,1.7504957,2.26766592,-0.0036167,-0.00264381
2022-01-21,3.94783993,1.73377811,2.27701568,-0.00546651,-0.00955021
2022-01-24,3.94291425,1.73112361,2.27766187,-0.00124769,-0.00153105
2022-01-25,3.91517459,1.7120523,2.28683118,-0.00703532,-0.01101672
2022-01-26,3.83183537,1.69114218,2.26582686,-0.02128621,-0.01221348
2022-01-27,3.78440724,1.66904801,2.26740467,-0.01237739,-0.01306465
2022-01-28,3.72456639,1.6400529,2.27100382,-0.01581248,-0.01737225
2022-02-07,3.71548986,1.65731705,2.2418703,-0.00243694,0.01052658
2022-02-08,3.70100163,1.64344057,2.25198386,-0.00389941,-0.00837286
2022-02-09,3.78290798,1.67224784,2.26216945,0.02213086,0.01752863
2022-02-10,3.80872579,1.68091616,2.26586303,0.00682486,0.00518364
2022-02-11,3.77962776,1.675376,2.25598777,-0.00763983,-0.00329592
2022-02-14,3.71796922,1.65297436,2.24926007,-0.01631339,-0.01337111
2022-02-15,3.71025853,1.66140868,2.23320039,-0.0020739,0.00510252
2022-02-16,3.73302365,1.67674901,2.22634612,0.00613572,0.00923332
2022-02-17,3.73477192,1.68091054,2.2218743,0.00046832,0.0024819
2022-02-18,3.78317835,1.68567309,2.2443132,0.01296101,0.00283331
2022-02-21,3.83469982,1.69595314,2.26108832,0.01361857,0.00609848
2022-02-22,3.84260685,1.68236091,2.28405618,0.00206197,-0.0080145
2022-02-23,3.8823334,1.70659279,2.2749032,0.01033844,0.01440349
2022-02-24,3.82560774,1.69398257,2.2583513,-0.01461123,-0.00738912
2022-02-25,3.83359283,1.70071389,2.25410802,0.00208727,0.00397367
2022-02-28,3.82249105,1.69332958,2.2573816,-0.00289592,-0.00434189
2022-03-01,3.86267277,1.70654501,2.26344616,0.01051192,0.00780441
2022-03-02,3.85172431,1.70119904,2.26412325,-0.00283442,-0.00313263
2022-03-03,3.83537767,1.69783735,2.25897826,-0.00424398,-0.00197607
2022-03-04,3.805652,1.67934672,2.26615025,-0.00775039,-0.01089069
2022-03-07,3.70980186,1.64082569,2.260936,-0.02518626,-0.02293811
2022-03-08,3.65729016,1.60477097,2.27901067,-0.01415485,-0.02197352
2022-03-09,3.57749545,1.55830028,2.2957677,-0.02181799,-0.02895783
2022-03-10,3.68547644,1.59282042,2.31380536,0.0301834,0.02215243
2022-03-11,3.60576477,1.57267304,2.29276187,-0.02162859,-0.01264887
2022-03-14,3.59569991,1.57606352,2.28144353,-0.00279133,0.00215587
2022-03-15,3.48607759,1.51626858,2.29911615,-0.03048706,-0.03793942
2022-03-16,3.46224319,1.50172739,2.30550713,-0.00683702,-0.00959012
2022-03-17,3.64284287,1.57134224,2.3183001,0.05216262,0.04635652
2022-03-18,3.61087589,1.56716971,2.30407458,-0.00877528,-0.00265539
2022-03-21,3.65202242,1.58120445,2.30964592,0.01139517,0.00895547
2022-03-22,3.66415865,1.58350887,2.31394893,0.00332315,0.00145738
2022-03-23,3.65299887,1.5904523,2.2968302,-0.00304566,0.00438484
2022-03-24,3.62981552,1.57834242,2.29976428,-0.00634639,-0.00761411
2022-03-25,3.60411397,1.5701023,2.29546443,-0.00708068,-0.00522075
2022-03-28,3.5196049,1.54512255,2.27788074,-0.02344795,-0.01590963
2022-03-29,3.52813803,1.54893379,2.27778492,0.00242445,0.00246662
2022-03-30,3.58185032,1.56555579,2.28790973,0.01522398,0.01073125
2022-03-31,3.55382708,1.56356708,2.27289709,-0.00782368,-0.00127029
2022-04-01,3.57522593,1.56822517,2.2797912,0.00602136,0.00297914
2022-04-06,3.53814604,1.56088524,2.26675603,-0.01037134,-0.0046804
2022-04-07,3.53142983,1.55263237,2.27447907,-0.00189823,-0.0052873
2022-04-08,3.51394893,1.53621593,2.2874056,-0.00495009,-0.01057329
2022-04-11,3.445254,1.49917438,2.29810091,-0.01954921,-0.02411221
2022-04-12,3.45951875,1.49493567,2.31415894,0.00414041,-0.00282736
2022-04-13,3.47845411,1.50168599,2.31636582,0.00547341,0.00451546
2022-04-14,3.50795217,1.51080845,2.321904,0.00848022,0.00607481
2022-04-15,3.53684359,1.50624335,2.3481223,0.00823598,-0.00302163
2022-04-18,3.55790785,1.4992132,2.37318337,0.00595566,-0.00466734
2022-04-19,3.58758156,1.5073798,2.3800117,0.00834021,0.00544726
2022-04-20,3.53486184,1.49204207,2.36914354,-0.01469506,-0.01017509
2022-04-21,3.44710118,1.45788702,2.36445015,-0.02482718,-0.02289148
2022-04-22,3.36187821,1.42944117,2.35188287,-0.02472308,-0.0195117
2022-04-25,3.2335898,1.37535516,2.35109439,-0.03815974,-0.03783717
2022-04-26,3.15178479,1.3318274,2.36651145,-0.02529851,-0.03164838
2022-04-27,3.18203884,1.3324458,2.38811877,0.00959902,0.00046433
2022-04-28,3.2786256,1.36322433,2.40505216,0.03035373,0.02309927
2022-04-29,3.30778912,1.3987847,2.36475929,0.00889504,0.02608549
2022-05-05,3.38126279,1.42681638,2.36979533,0.02221232,0.02004002
2022-05-06,3.29092868,1.39903784,2.35227996,-0.02671609,-0.01946889
2022-05-09,3.25381507,1.394669,2.3330375,-0.01127755,-0.00312275
2022-05-10,3.29005007,1.40002139,2.34999987,0.01113616,0.00383775
2022-05-11,3.41090147,1.44326381,2.36332501,0.03673239,0.03088697
2022-05-12,3.36755495,1.43253755,2.35076208,-0.01270823,-0.00743195
2022-05-13,3.37746854,1.43961818,2.34608634,0.00294385,0.00494272
2022-05-16,3.38672918,1.44468638,2.34426601,0.00274189,0.00352052
2022-05-17,3.42099794,1.44850151,2.36174965,0.01011854,0.0026408
2022-05-18,3.43919684,1.45785665,2.35907751,0.00531976,0.0064585
2022-05-19,3.44241801,1.45022577,2.37371179,0.0009366,-0.00523432
2022-05-20,3.51314141,1.48262392,2.36954319,0.02054469,0.02234007
2022-05-23,3.55034577,1.4916502,2.38014635,0.01059006,0.00608805
2022-05-24,3.57204765,1.47996898,2.4135963,0.00611261,-0.00783107
2022-05-25,3.50552939,1.45775321,2.40474819,-0.01862188,-0.01501097
2022-05-26,3.52156999,1.46958996,2.39629426,0.0045758,0.00811986
2022-05-27,3.5632045,1.48305458,2.40261185,0.01182271,0.00916216
2022-05-30,3.58358124,1.48319845,2.41611717,0.00571866,9.701e-05
2022-05-31,3.59541128,1.49673643,2.40216728,0.00330118,0.00912756
2022-06-01,3.61012977,1.50672749,2.3960071,0.00409369,0.00667523
2022-06-02,3.66436448,1.51388957,2.42049654,0.01502292,0.0047534
2022-06-06,3.79408072,1.54234717,2.4599395,0.03539938,0.01879767
2022-06-07,3.8730833,1.55666763,2.48806054,0.02082259,0.00928485
2022-06-08,3.86797115,1.56517763,2.47126658,-0.00131992,0.0054668
2022-06-09,3.86715897,1.56112481,2.47716194,-0.00020998,-0.00258936
