date,strategy_nav,benchmark_nav,excess_nav,strategy_ret,benchmark_ret,excess_ret
2020-01-23,1.0,1.0,1.0,0.0,0.0,0.0
2020-02-03,1.0088343098231782,0.921191837957991,1.0951403043903045,0.008834309823178232,-0.07880816204200902,0.09514030439030452
2020-02-04,1.0498502098231781,0.9454881490546716,1.1103790257687005,0.04065672588711711,0.02637486579401127,0.01391485759158484
2020-02-05,1.047937209823178,0.9562002048003198,1.0959391187769254,-0.0018221647070225666,0.011329656280048006,-0.013004484645932957
2020-02-06,1.059246209823178,0.973995354529334,1.0875269629340687,0.010791677110032483,0.01861027600671794,-0.007675751051066326
2020-02-07,1.057216509823178,0.9740178326132021,1.0854180225702454,-0.0019161739557593815,2.307822492531031e-05,-0.0019392074272195359
2020-02-10,1.061895009823178,0.9780489023202378,1.0857279296608084,0.004425299791035675,0.004138599491777972,0.00028551865190995507
2020-02-11,1.0692029098231781,0.9871525262868703,1.0831182429780497,0.006881942124595586,0.009307943544577313,-0.002403628580848971
2020-02-12,1.0834092098231782,0.9951372411898398,1.088703311442546,0.013286813821288046,0.008088633408054546,0.00515647160474364
2020-02-13,1.0808844098231782,0.989015709683059,1.0928890201042,-0.002330421393050619,-0.006151444497707326,0.00384467339968686
2020-02-14,1.0788500098231781,0.9959614375983415,1.083224680289544,-0.0018821624047041796,0.007022869148871624,-0.00884292882156934
2020-02-17,1.1109281996867242,1.0183620969554683,1.0908970424252775,0.029733688252738366,0.022491492653715195,0.007082890812349918
2020-02-18,1.132804399686724,1.0133894452908414,1.1178371799220888,0.0196918216732358,-0.004882989733704046,0.024695398785680167
2020-02-19,1.1305718996867242,1.011840955068808,1.11734150908118,-0.001970772712938995,-0.0015280307380635128,-0.00044341953355253594
2020-02-20,1.1528302996867241,1.0351557231699093,1.1136781393203965,0.019687735035841314,0.023041929647447335,-0.0032786482297574304
2020-02-21,1.166295499686724,1.0363620470041708,1.125374576440882,0.011680123261558206,0.0011653549386438922,0.010502529148702866
2020-02-24,1.1894555996867242,1.0322036014885487,1.1523459111859338,0.019857831918429936,-0.004012541300255967,0.023966539950059484
2020-02-25,1.192897099686724,1.0299582906666,1.1581994246724965,0.002893340449955595,-0.002175259627762105,0.005079649634490924
2020-02-26,1.143240499686724,1.0172631684107993,1.1238394696553602,-0.041626893059795944,-0.012325860542939382,-0.029666700125371093
2020-02-27,1.1528239996867242,1.0202252803516572,1.129970038861772,0.008382750613389112,0.0029118442826208124,0.0054550221556926015
2020-02-28,1.0942280996867242,0.984053048277929,1.1119604797745397,-0.05082814030235605,-0.03545514188911303,-0.015938085495942333
2020-03-02,1.1213803415061963,1.0164264841779265,1.1032576964119103,0.02481406009153453,0.03289805966929338,-0.007826522183948414
2020-03-03,1.1373559415061962,1.0218437023901696,1.1130429622904507,0.01424637066362533,0.0053296704646814685,0.008869429064818357
2020-03-04,1.1251311415061962,1.027760433577262,1.0947406659643648,-0.01074843815719706,0.005790250674592157,-0.016443476978123983
2020-03-05,1.1297236415061962,1.050658108344364,1.0752533412476342,0.004081746412113452,0.022279194663491264,-0.017800859438764083
2020-03-06,1.1181922415061962,1.033619720772247,1.081821698091018,-0.010207275103693347,-0.016216871536799182,0.006108659784086257
2020-03-09,1.0565201415061962,0.9983091485801344,1.058309585771956,-0.055153396447222836,-0.03416205349268209,-0.02173381469474267
2020-03-10,1.0880812415061962,1.019688303903694,1.0670723958886967,0.029872691262663453,0.021415365524763974,0.008280006374834947
2020-03-11,1.0700870415061963,1.0061265266365294,1.0635710451681324,-0.01653755189740347,-0.013299924315347877,-0.0032812682007843375
