date,strategy_nav,benchmark_nav,excess_nav,strategy_nav_ret,benchmark_nav_ret,excess_nav_ret
2020-01-23,1.0,1.0,1.0,,,
2020-02-03,1.008529629593232,0.9131902992706973,1.10440247821147,0.008529629593232002,-0.08680970072930272,0.10440247821147008
2020-02-04,1.0469974295932318,0.9291021879079316,1.1268915768574026,0.038142458953352776,0.01742450467327794,0.02036313670932044
2020-02-05,1.049895529593232,0.9528091726264193,1.1018948597012286,0.0027680106159631013,0.025516014306099954,-0.022182007275165838
2020-02-06,1.063311029593232,0.9823624794058472,1.0824019156720481,0.01277793801560212,0.03101702589403521,-0.017690384756369415
2020-02-07,1.060225129593232,0.9905722478215756,1.0703158017245424,-0.0029021611871933306,0.008357168140922688,-0.01116601307934828
2020-02-10,1.059394329593232,1.0019878238814075,1.0572926180773818,-0.0007836071573955605,0.011524223583829096,-0.012167608500385674
2020-02-11,1.072714329593232,0.9969392346971032,1.0760077367394927,0.012573221913613875,-0.005038573387795786,0.017700983003308135
2020-02-12,1.079941829593232,1.0152870908597291,1.0636812378642126,0.0067375812931860235,0.01840418705980662,-0.011455771603122167
2020-02-13,1.0838976295932319,1.0065269053542938,1.0768690075022922,0.0036629750710646114,-0.008628284141796172,0.012398234704749989
2020-02-14,1.080259129593232,1.0080070810414785,1.0716781160675004,-0.003356866830094729,0.0014705773678882483,-0.004820355492291095
2020-02-17,1.107763710267234,1.0402957376146857,1.0648546083705455,0.025461095324747385,0.032032172373081425,-0.006367124227556031
2020-02-18,1.1278670102672341,1.0526373532376054,1.0714677821362164,0.018147642691012544,0.011863564539078109,0.006210400662857163
2020-02-19,1.129398610267234,1.0419358317806366,1.0839425767104354,0.0013579615203365147,-0.01016638961562022,0.01164271551809759
2020-02-20,1.155389110267234,1.0611725371624512,1.088785348098732,0.023012689907463413,0.01846246649272021,0.004467737952496886
2020-02-21,1.1715958102672341,1.075550324113847,1.0892989235371386,0.014027049290997518,0.013548962537083487,0.00047169576565631033
2020-02-24,1.191399310267234,1.0906942321495647,1.0923311732557688,0.016903013672849188,0.014080148270323667,0.00278367090346876
2020-02-25,1.193030210267234,1.0966911751032962,1.0878451813518641,0.0013688945309480172,0.005498280615193529,-0.0041068057139976855
2020-02-26,1.145083510267234,1.067993246233548,1.0721823516258717,-0.04018900744287113,-0.026167739397597645,-0.014398031994339755
2020-02-27,1.153111510267234,1.0699159870131318,1.0777589308543354,0.007010842377885851,0.0018003304668496867,0.005201148125603128
2020-02-28,1.090858210267234,1.0136767489688978,1.0761401120986984,-0.053987233190979755,-0.05256416272574471,-0.0015020230492116537
2020-03-02,1.109949083575494,1.0518210251890199,1.0552642103498815,0.017500783446075197,0.03762962528135527,-0.019398869639850713
2020-03-03,1.122729983575494,1.0617880373539816,1.057395585632498,0.01151485251812523,0.009475958291640607,0.002019755111290822
