name,raw_mean,raw_icir,half_life,decay_lambda,y2026_ic,y2026_icir,y2026_n,y2025_ic,y2025_icir,y2024_ic,ind_ic,ind_icir,size_ic,size_icir,both_ic,both_icir,m2026_mean,m2026_n
factor_range_position_volume_gated_smoothed,0.015380428341289068,0.137231109673918,0.22766423942450886,3.044602798894052,0.011502273365853867,0.09381974277819446,114,0.016448508148608237,0.14330182279883824,0.007545050640244603,0.013544798642089465,0.17353285545457153,0.01590831813536822,0.1567666489283387,0.01422525353508504,0.21537645347413895,0.011875078254865197,6
factor_volume_confirmed_ewm,0.04092260999909706,0.47913727718947774,0.41047345570100047,1.6886528737313813,0.02029696799376236,0.2337662409076704,114,0.052251630413210445,0.6342774513047905,0.05060116370626002,0.032878693732653966,0.522442543249571,0.04083010124775062,0.4914365584732716,0.033150327829910266,0.5438747940094465,0.01970872156942635,6
factor_vol_regime_trend_smoothed,0.04368969752120075,0.4370373386200431,0.1791291900725104,3.86953784740144,0.007344418508032949,0.06483777564867595,114,0.057819148006570176,0.7177144149333436,0.05489607533218157,0.02709401333680921,0.3371137647345045,0.04349011906898956,0.41763702627949434,0.027313346715041667,0.3429765408409733,0.006976946248893292,6
factor_volume_confirmed_momentum_binary_gate,0.010016409382382824,0.11888620220434093,0.16560446873718251,4.1855584323632185,-0.0016023106781850923,-0.02118975257671824,114,0.0030947789825923966,0.040107970313406446,0.017207531868989906,0.009506877639257809,0.14869105858627496,0.009444919277249119,0.1213276358571767,0.009237628942953224,0.1590802672710074,-0.002378822880190887,6
factor_volume_reversal_direct,0.013226876627817954,0.12420963054633626,nan,nan,0.011937669464769008,0.09868936488303151,114,0.010687079187845774,0.09780375166746061,0.009560781365306274,0.011521100993281269,0.15879946483131718,0.013428738868160163,0.14000008383068246,0.011851121787151853,0.19363526690992297,0.012735145747802426,6
factor_volume_gated_momentum_mutated_v3,0.027980315387124637,0.20259708664779236,0.3714393240575079,1.8661114633426081,0.003371506735174508,0.024874496151260656,114,0.03871328956555056,0.31396926629647137,0.030933173828807697,0.02444788411747425,0.2521813304844921,0.02888117588256559,0.2351534568277024,0.025100652615352482,0.3169038162890798,0.002031810380823703,6
factor_drawdown_atr_normalized_20,0.030834324047998577,0.2166373390845078,1.8676193523889357,0.3711394292810883,-0.011624352536092203,-0.06863662191021357,114,0.03188592240870462,0.24019482048159715,0.04867681553688471,0.021583807624257836,0.23598506401575012,0.024452010795280837,0.19103918957128865,0.016779009526888305,0.2126240659988965,-0.011247511880070518,6
factor_lag_volatility_regime_adapted,0.04321050966221574,0.3910887022619923,0.4724559842662665,1.4671148289854272,0.017495113800938593,0.16495320943435623,114,0.05225232028579659,0.4284764047940056,0.051467293796500196,0.032487640335088414,0.4386814135880123,0.044197973527020845,0.4206984195675182,0.033716224754721094,0.45672240425871835,0.01649421888033932,6
factor_mut_cross_vwpc_z10_clip2_span8_v1,0.0441425232739189,0.39230830100218583,0.225375126917124,3.0755265234518654,0.015237958885611145,0.13466389602718865,114,0.05465324663029711,0.5874654973863481,0.05470198311965342,0.036357207978972496,0.4470123504066609,0.04248490665639159,0.4123461614416768,0.03521793774401002,0.4851462593752989,0.014998735179012524,6
factor_volume_adjusted_divergence_ema10,0.0405803368916241,0.3680536743420131,0.33437506843208115,2.072963106400795,0.019084053615228396,0.1768273762075612,114,0.04954552480314818,0.5013641049952371,0.03990658808298242,0.03616865720061269,0.46340316248863017,0.04201793092954558,0.4204114034431072,0.037612050781427646,0.5568055256523177,0.017775013128978872,6
