factor_name,display_name,rank_ic_close_改VWAP前,rank_ic_vwap_改VWAP后,rank_ic_vwap_行业中性,rank_ic_vwap_市值中性,rank_ic_vwap_行业市值双中性,变化_close到vwap,变化_vwap到行业中性,变化_vwap到市值中性,变化_vwap到双中性,rank_icir_close_改VWAP前,rank_icir_vwap_改VWAP后,rank_icir_vwap_行业中性,rank_icir_vwap_市值中性,rank_icir_vwap_行业市值双中性,变化_rankicir_close到vwap,变化_rankicir_vwap到行业中性,变化_rankicir_vwap到市值中性,变化_rankicir_vwap到双中性,rank_ic_2026_中性化前,rank_ic_2026_行业中性,rank_ic_2026_市值中性,变化_2026_原始到行业中性,变化_2026_原始到市值中性,变化_2026_原始到双中性,rank_icir_2026_中性化前,rank_icir_2026_行业中性,rank_icir_2026_市值中性,变化_rankicir_2026_原始到行业中性,变化_rankicir_2026_原始到市值中性,变化_rankicir_2026_原始到双中性,rank_ic_2026_交易日数,rank_ic_2019_行业市值双中性,rank_icir_2019_行业市值双中性,rank_ic_2020_行业市值双中性,rank_icir_2020_行业市值双中性,rank_ic_2021_行业市值双中性,rank_icir_2021_行业市值双中性,rank_ic_2022_行业市值双中性,rank_icir_2022_行业市值双中性,rank_ic_2023_行业市值双中性,rank_icir_2023_行业市值双中性,rank_ic_2024_行业市值双中性,rank_icir_2024_行业市值双中性,rank_ic_2025_行业市值双中性,rank_icir_2025_行业市值双中性,rank_ic_2026_行业市值双中性,rank_icir_2026_行业市值双中性,备注
week2_vol_confirm_binary,week2:vol_confirm_binary,0.007666,0.006833,0.005977,0.006577,0.006021,-0.000833,-0.000856,-0.000256,-0.000812,0.078655,0.075899,0.088335,0.082890,0.104644,-0.002756,0.012436,0.006991,0.028745,-0.002781,-0.001424,-0.004903,0.001356,-0.002122,-0.000233,-0.034379,-0.023813,-0.064907,0.010567,-0.030528,-0.019595,114,0.016309,0.294504,0.006097,0.100045,0.004451,0.107024,0.005802,0.105172,0.005579,0.109780,0.003839,0.048411,0.004463,0.086286,-0.003014,-0.053974,
factor_drawdown_vol_simple,factor_drawdown_vol_simple,,0.006784,0.003573,0.005711,0.002687,,-0.003210,-0.001073,-0.004096,,0.064291,0.049014,0.057634,0.040837,,-0.015276,-0.006656,-0.023453,-0.017796,-0.010357,-0.014937,0.007439,0.002859,0.008688,-0.153636,-0.138169,-0.133717,0.015467,0.019919,0.025736,114,-0.015196,-0.284302,0.001508,0.024360,0.003575,0.053458,0.007962,0.131914,0.005789,0.086367,0.000562,0.007353,0.017445,0.276127,-0.009108,-0.127899,无close基线
factor_stress_volume_cont_weight_cont_dir_w25_clip2_w40_ewm15,weekly:factor_stress_volume_cont_weight_cont_dir_w25_clip2_w40_ewm15,,0.006372,0.003931,0.007513,0.004870,,-0.002441,0.001140,-0.001502,,0.078340,0.065826,0.100060,0.091554,,-0.012515,0.021720,0.013214,0.002356,0.000682,0.001054,-0.001674,-0.001302,-0.003549,0.028487,0.013899,0.013591,-0.014588,-0.014896,-0.055783,114,0.007907,0.157479,0.006970,0.127894,0.010793,0.255909,0.004505,0.087027,0.000762,0.015457,0.003887,0.054685,0.002087,0.040105,-0.001193,-0.027296,无close基线
factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15_stressclip25,weekly:factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15_stressclip25,,0.006038,0.003791,0.007140,0.004694,,-0.002246,0.001103,-0.001344,,0.073971,0.063701,0.094984,0.089110,,-0.010270,0.021013,0.015138,0.002258,0.000522,0.001123,-0.001736,-0.001135,-0.003466,0.027297,0.010570,0.014474,-0.016727,-0.012823,-0.054826,114,0.007592,0.152159,0.006607,0.120669,0.010117,0.242793,0.004705,0.092901,0.000559,0.011753,0.003694,0.052028,0.002333,0.045380,-0.001208,-0.027529,无close基线
factor_stress_volume_cont_weight_cont_dir_w20_clip2_5_w40_ewm15_stressclip25,weekly:factor_stress_volume_cont_weight_cont_dir_w20_clip2_5_w40_ewm15_stressclip25,,0.006038,0.003791,0.007140,0.004694,,-0.002246,0.001103,-0.001344,,0.073971,0.063701,0.094984,0.089110,,-0.010270,0.021013,0.015138,0.002258,0.000522,0.001123,-0.001736,-0.001135,-0.003466,0.027297,0.010570,0.014474,-0.016727,-0.012823,-0.054826,114,0.007592,0.152159,0.006607,0.120669,0.010117,0.242793,0.004705,0.092901,0.000559,0.011753,0.003694,0.052028,0.002333,0.045380,-0.001208,-0.027529,无close基线
factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15,weekly:factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15,,0.006038,0.003791,0.007140,0.004694,,-0.002246,0.001103,-0.001344,,0.073971,0.063701,0.094984,0.089110,,-0.010270,0.021013,0.015138,0.002258,0.000522,0.001123,-0.001736,-0.001135,-0.003466,0.027297,0.010570,0.014474,-0.016727,-0.012823,-0.054826,114,0.007592,0.152159,0.006607,0.120669,0.010117,0.242793,0.004705,0.092901,0.000559,0.011753,0.003694,0.052028,0.002333,0.045380,-0.001208,-0.027529,无close基线
week2_reversal_cross_smooth,week2:reversal_cross_smooth,0.006647,0.005700,-0.004106,-0.003194,-0.005625,-0.000946,-0.009806,-0.008894,-0.011325,0.141664,0.127875,-0.057110,-0.019511,-0.071776,-0.013789,-0.184985,-0.147387,-0.199651,0.010434,-0.003324,0.012040,-0.013758,0.001605,-0.011600,0.221068,-0.041712,0.076661,-0.262780,-0.144407,-0.234098,114,0.005142,0.086472,-0.009225,-0.140456,-0.010997,-0.156296,-0.000096,-0.001146,0.002036,0.023130,-0.016926,-0.188673,-0.011391,-0.146063,-0.001165,-0.013030,
factor_drawdown_volume_geometry_rolling,factor_drawdown_volume_geometry_rolling,,0.003651,0.001122,0.003946,0.001253,,-0.002529,0.000295,-0.002398,,0.040439,0.018269,0.048296,0.023823,,-0.022170,0.007857,-0.016616,-0.016209,-0.008648,-0.014969,0.007561,0.001240,0.007460,-0.192694,-0.156083,-0.189350,0.036611,0.003344,0.020274,114,-0.009773,-0.180856,0.001779,0.034350,0.003787,0.073685,0.008246,0.175138,-0.002984,-0.059787,0.003921,0.064564,0.006831,0.134777,-0.008749,-0.172420,无close基线
alphasage_89d1bc9b29c9d35a,alphasage_89d1bc9b29c9d35a,0.038843,0.002196,-0.000006,-0.017703,-0.003038,-0.036647,-0.002202,-0.019898,-0.005234,0.407507,0.118468,-0.000061,-0.096852,-0.017721,-0.289039,-0.118530,-0.215320,-0.136190,-0.003047,0.014447,0.017632,0.017494,0.020679,0.020675,-0.225896,0.185807,0.330784,0.411703,0.556680,0.551798,114,-0.003449,-0.031830,0.019386,0.209656,-0.047535,-0.303429,0.005379,0.033193,-0.051451,-0.310533,0.051562,0.201181,-0.007242,-0.042846,0.017628,0.325902,
week2_sigmoid_vol_blend,week2:sigmoid_vol_blend,0.002956,0.002173,0.003225,-0.003103,0.000593,-0.000783,0.001053,-0.005275,-0.001580,0.016562,0.012107,0.041594,-0.019374,0.004978,-0.004455,0.029486,-0.031481,-0.007129,0.014179,0.005398,0.006800,-0.008782,-0.007379,-0.006515,0.088973,0.084762,0.043892,-0.004211,-0.045081,-0.021311,114,0.020048,0.213235,0.024065,0.211072,-0.012888,-0.112132,0.001374,0.011224,-0.021484,-0.219360,0.005441,0.032702,-0.015790,-0.152475,0.007664,0.067662,
factor_drawdown_volume_complexity,factor_drawdown_volume_complexity,,0.000846,0.002688,0.002048,0.003808,,0.001842,0.001202,0.002962,,0.007806,0.034039,0.020277,0.054120,,0.026232,0.012471,0.046313,0.017754,0.013142,0.016081,-0.004611,-0.001672,-0.005758,0.162734,0.178184,0.157282,0.015450,-0.005452,0.014389,114,-0.000299,-0.004876,0.005576,0.076615,0.004483,0.057971,0.001855,0.031127,0.009962,0.135006,0.007337,0.099750,-0.006780,-0.096438,0.011996,0.177123,无close基线
factor_shadow_volume_confirmed,factor_91,0.004699,0.000533,0.000842,0.001131,0.001322,-0.004166,0.000309,0.000598,0.000789,0.062627,0.007516,0.018319,0.017252,0.033306,-0.055111,0.010803,0.009736,0.025791,-0.005265,0.000047,-0.003906,0.005313,0.001360,0.006148,-0.069484,0.001047,-0.053026,0.070530,0.016458,0.089675,114,-0.001705,-0.047484,-0.004361,-0.107200,-0.002324,-0.070936,0.003181,0.084143,0.004196,0.123219,0.007888,0.156834,0.002634,0.065424,0.000883,0.020191,
