canonical,aliases,authoring_tier,registered_status,lifecycle_status,production_certified,implementation_passed,semantic_passed,temporal_passed,source_pit_passed,edge_case_passed,backend_passed,pandas_available,pandas_certified,polars_available,polars_certified,duckdb_available,duckdb_certified,input_grain,output_grain,panel_params,input_semantic_types,output_unit,stateful,recursive,stateful_math,recursive_math,full_history_replay_required,checkpoint_supported,incremental_supported,execution_model,current_observation_role,window_semantics,window_semantics_declared,missing_policy,factor_role,role_source,admission_state,cost_tier,cost_contract_declared,cost_lane,compatibility_only,diagnostic_only,benchmark_only,hidden_from_default_mining,source_required,source_satisfied,source_missing,source_status,hard_blockers,routing_constraints,quality_warnings,blocker_codes,blocker_severities,release_blocking_blockers,required_actions,recommended_action,target_mining_lane,intrinsic_mining_eligible,contextual_mining_eligible,default_mining_eligible
ts_last_if,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,True,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
ts_last_pivot_high,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,recipe_internal,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B02|B08|B09|B10|B11|B13|B14|B15|B33,,,B02|B08|B09|B10|B11|B13|B14|B15|B33,"{'B02': 'HIGH', 'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B02', 'B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",supporting layer: never mined as a factor|certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),supporting layer: never mined as a factor; certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),recipe_only,False,,False
ts_last_pivot_low,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,recipe_internal,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B02|B08|B09|B10|B11|B13|B14|B15|B33,,,B02|B08|B09|B10|B11|B13|B14|B15|B33,"{'B02': 'HIGH', 'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B02', 'B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",supporting layer: never mined as a factor|certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),supporting layer: never mined as a factor; certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),recipe_only,False,,False
ts_lempel_ziv_complexity,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_level_shift_score,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_leverage_effect,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_line_convergence,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
ts_line_parallelism,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
ts_lo_mackinlay_vr,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_lo_mackinlay_z,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_local_lyapunov_exponent,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,contiguous_full_window,True,propagate,alpha_high_cost,verified_rule,pending,8,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_high_cost,False,,False
ts_location_shift,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_log_return,log_returns,daily,production,production,True,True,True,True,True,True,True,True,True,True,False,True,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B15,,,B15,{'B15': 'HIGH'},['B15'],declare available source context (unknown capability is not availability),declare available source context (unknown capability is not availability),direct_daily,True,,False
ts_lower_partial_moment,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_lower_tail_coexceedance_probability,ts_lower_tail_dependence,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,5,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_lz_complexity,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha_high_cost,verified_rule,pending,8,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_high_cost,False,,False
ts_mad,m_mad,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,True,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,False,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15|B33,,,B08|B09|B10|B11|B13|B14|B15|B33,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B33': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15', 'B33']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability)|declare an explicit cost contract (cost: tag or cost_model),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability); declare an explicit cost contract (cost: tag or cost_model),direct_daily,False,,False
ts_market_liquidity_beta,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,2,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_committor,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,5,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_entropy_production,,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha_high_cost,verified_rule,pending,5,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_high_cost,False,,False
ts_markov_mean_first_passage_time,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,5,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_persistence,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_spectral_gap,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,5,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_state_entropy,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_stationary_surprisal,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_markov_transition_surprisal,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,min_support_window,True,propagate,alpha,verified_rule,pending,4,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_mass_concentration,,daily,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha,verified_rule,pending,1,True,direct,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,,,B08|B09|B10|B11|B13|B14|B15,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_daily,False,,False
ts_matrix_profile_discord_score,ts_matrix_profile_motif_distance,extended,experimental,experimental,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,False,False,False,False,False,False,True,independent_with_warmup,current_inclusive,,False,propagate,alpha_high_cost,verified_rule,pending,8,True,direct_high_cost,False,False,False,False,daily_bar,,,unknown,B08|B09|B10|B11|B13|B14|B15,B23,,B08|B09|B10|B11|B13|B14|B15|B23,"{'B08': 'HIGH', 'B09': 'HIGH', 'B10': 'HIGH', 'B11': 'HIGH', 'B13': 'HIGH', 'B14': 'HIGH', 'B15': 'HIGH', 'B23': 'MEDIUM'}","['B08', 'B09', 'B10', 'B11', 'B13', 'B14', 'B15']",certify implementation evidence|certify semantic golden|certify temporal prefix causality|certify source PIT contract|certify edge-case behaviour|certify backend evidence|declare available source context (unknown capability is not availability),certify implementation evidence; certify semantic golden; certify temporal prefix causality; certify source PIT contract; certify edge-case behaviour; certify backend evidence; declare available source context (unknown capability is not availability),direct_high_cost,False,,False
