datetime,asset,combo,n_factors,combo_rank,n_universe,sw_l1,style,date
2026-08-17,600115.SH,0.7520616967507744,197,46.0,5208,交通运输,其他,2026-08-17
2026-08-17,000543.SZ,0.7514164317849139,197,47.0,5208,公用事业,其他,2026-08-17
2026-08-17,603665.SH,0.7508480850361966,197,48.0,5208,纺织服饰,消费,2026-08-17
2026-08-17,601669.SH,0.7492334888629546,197,49.0,5208,建筑装饰,其他,2026-08-17
2026-08-17,600185.SH,0.7490585960195179,197,50.0,5208,商贸零售,消费,2026-08-17
2026-08-17,300999.SZ,0.7484581313415869,197,51.0,5208,农林牧渔,消费,2026-08-17
2026-08-17,600720.SH,0.7484459398206161,197,52.0,5208,建筑装饰,其他,2026-08-17
2026-08-17,600004.SH,0.7481896348542882,197,53.0,5208,交通运输,其他,2026-08-17
2026-08-17,688198.SH,0.7479003824968338,197,54.0,5208,医药生物,其他,2026-08-17
2026-08-17,601799.SH,0.746816749041269,197,55.0,5208,汽车,其他,2026-08-17
2026-08-17,688069.SH,0.7459994906419223,197,56.0,5208,环保,其他,2026-08-17
2026-08-17,600084.SH,0.7459022845438963,197,57.0,5208,食品饮料,消费,2026-08-17
2026-08-17,600780.SH,0.745731025269968,197,58.0,5208,公用事业,其他,2026-08-17
2026-08-17,300529.SZ,0.7453826373783069,197,59.0,5208,医药生物,其他,2026-08-17
2026-08-17,600566.SH,0.7452919200648132,197,60.0,5208,医药生物,其他,2026-08-17
2026-08-17,603927.SH,0.7452754227442749,197,61.0,5208,计算机,科技,2026-08-17
2026-08-17,600021.SH,0.7449594183070625,197,62.0,5208,公用事业,其他,2026-08-17
2026-08-17,603992.SH,0.7449456109684597,197,63.0,5208,轻工制造,消费,2026-08-17
2026-08-17,603008.SH,0.7448942822253781,197,64.0,5208,轻工制造,消费,2026-08-17
2026-08-17,000928.SZ,0.744775684667507,197,65.0,5208,建筑装饰,其他,2026-08-17
2026-08-17,600741.SH,0.7446673075473743,197,66.0,5208,汽车,其他,2026-08-17
2026-08-17,603477.SH,0.7442696393874668,197,67.0,5208,农林牧渔,消费,2026-08-17
2026-08-17,688271.SH,0.7441656455308348,197,68.0,5208,医药生物,其他,2026-08-17
2026-08-17,601111.SH,0.7440612436104891,197,69.0,5208,交通运输,其他,2026-08-17
2026-08-17,000582.SZ,0.743897037279594,197,70.0,5208,交通运输,其他,2026-08-17
2026-08-17,000906.SZ,0.7432288615043647,197,71.0,5208,交通运输,其他,2026-08-17
2026-08-17,601166.SH,0.743121873993622,197,72.0,5208,银行,其他,2026-08-17
2026-08-17,688100.SH,0.7429037434995199,197,73.0,5208,通信,科技,2026-08-17
2026-08-17,600009.SH,0.7428990515098577,197,74.0,5208,交通运输,其他,2026-08-17
2026-08-17,002352.SZ,0.7421352091872736,197,75.0,5208,交通运输,其他,2026-08-17
2026-08-17,601818.SH,0.7417765744232485,197,76.0,5208,银行,其他,2026-08-17
2026-08-17,688538.SH,0.7417600037695016,197,77.0,5208,电子,科技,2026-08-17
2026-08-17,603312.SH,0.7413786086146196,197,78.0,5208,电气设备,其他,2026-08-17
2026-08-17,001391.SZ,0.7411116305497323,197,79.0,5208,交通运输,其他,2026-08-17
2026-08-17,603551.SH,0.7407926575280713,197,80.0,5208,家用电器,消费,2026-08-17
2026-08-17,001896.SZ,0.7406146438962582,197,81.0,5208,公用事业,其他,2026-08-17
2026-08-17,600576.SH,0.7403621585374113,197,82.0,5208,社会服务,消费,2026-08-17
2026-08-17,600027.SH,0.7399731533078049,197,83.0,5208,公用事业,其他,2026-08-17
2026-08-17,600025.SH,0.7395333731466842,197,84.0,5208,公用事业,其他,2026-08-17
2026-08-17,600509.SH,0.7393852261034594,197,85.0,5208,公用事业,其他,2026-08-17
2026-08-17,000531.SZ,0.7393617981235797,197,86.0,5208,公用事业,其他,2026-08-17
2026-08-17,600483.SH,0.7391129261722323,197,87.0,5208,公用事业,其他,2026-08-17
2026-08-17,603697.SH,0.7388662577932543,197,88.0,5208,食品饮料,消费,2026-08-17
2026-08-17,600029.SH,0.7387921410665266,197,89.0,5208,交通运输,其他,2026-08-17
2026-08-17,600771.SH,0.7383642538405688,197,90.0,5208,医药生物,其他,2026-08-17
2026-08-17,000999.SZ,0.7378958087360933,197,91.0,5208,医药生物,其他,2026-08-17
2026-08-17,000521.SZ,0.7376246002219113,197,92.0,5208,家用电器,消费,2026-08-17
2026-08-17,600887.SH,0.7376049038529449,197,93.0,5208,食品饮料,消费,2026-08-17
2026-08-17,001289.SZ,0.7374087408693111,197,94.0,5208,公用事业,其他,2026-08-17
2026-08-17,600020.SH,0.7369817308105915,197,95.0,5208,交通运输,其他,2026-08-17
2026-08-17,600332.SH,0.7369095888884715,197,96.0,5208,医药生物,其他,2026-08-17
2026-08-17,688277.SH,0.7365937212753042,197,97.0,5208,医药生物,其他,2026-08-17
2026-08-17,300205.SZ,0.7361578702434052,197,98.0,5208,通信,科技,2026-08-17
2026-08-17,688459.SH,0.7360708748644039,197,99.0,5208,机械设备,其他,2026-08-17
2026-08-17,601868.SH,0.7359366082310185,197,100.0,5208,建筑装饰,其他,2026-08-17
2026-08-18,603021.SH,0.8088101703095059,197,1.0,5208,轻工制造,消费,2026-08-18
2026-08-18,688708.SH,0.8085954142646757,197,2.0,5208,国防军工,其他,2026-08-18
2026-08-18,300682.SZ,0.7880110665330111,197,3.0,5208,计算机,科技,2026-08-18
2026-08-18,300910.SZ,0.7854151193099056,197,4.0,5208,化工,其他,2026-08-18
2026-08-18,603992.SH,0.7844649088630539,197,5.0,5208,轻工制造,消费,2026-08-18
2026-08-18,601881.SH,0.7825311860495199,197,6.0,5208,非银金融,其他,2026-08-18
2026-08-18,000791.SZ,0.7819461993643074,197,7.0,5208,公用事业,其他,2026-08-18
2026-08-18,603665.SH,0.7813450515161883,197,8.0,5208,纺织服饰,消费,2026-08-18
2026-08-18,001391.SZ,0.7812694641832415,197,9.0,5208,交通运输,其他,2026-08-18
2026-08-18,300352.SZ,0.779084835024779,197,10.0,5208,计算机,科技,2026-08-18
2026-08-18,600416.SH,0.7765900342619658,197,11.0,5208,电气设备,其他,2026-08-18
2026-08-18,002183.SZ,0.7752592359868558,197,12.0,5208,商贸零售,消费,2026-08-18
2026-08-18,000591.SZ,0.7736582971030918,197,13.0,5208,公用事业,其他,2026-08-18
2026-08-18,600930.SH,0.7704857030541579,197,14.0,5208,公用事业,其他,2026-08-18
2026-08-18,601236.SH,0.7704685982091387,197,15.0,5208,非银金融,其他,2026-08-18
2026-08-18,605166.SH,0.7696647732154978,197,16.0,5208,化工,其他,2026-08-18
2026-08-18,688538.SH,0.7688906022311452,197,17.0,5208,电子,科技,2026-08-18
2026-08-18,603033.SH,0.7675408553821396,197,18.0,5208,化工,其他,2026-08-18
2026-08-18,601059.SH,0.7672910078469971,197,19.0,5208,非银金融,其他,2026-08-18
2026-08-18,002225.SZ,0.7670590831548826,197,20.0,5208,建筑材料,其他,2026-08-18
2026-08-18,601187.SH,0.7656889081353622,197,21.0,5208,银行,其他,2026-08-18
2026-08-18,000825.SZ,0.7652917111965813,197,22.0,5208,钢铁,其他,2026-08-18
2026-08-18,000868.SZ,0.7639066392178926,197,23.0,5208,汽车,其他,2026-08-18
2026-08-18,601211.SH,0.7635836337278683,197,24.0,5208,非银金融,其他,2026-08-18
2026-08-18,688707.SH,0.7630225950613617,197,25.0,5208,电气设备,其他,2026-08-18
2026-08-18,600080.SH,0.7623201745044134,197,26.0,5208,医药生物,其他,2026-08-18
2026-08-18,000821.SZ,0.7619230427113537,197,27.0,5208,电气设备,其他,2026-08-18
2026-08-18,000016.SZ,0.7610867582911063,197,28.0,5208,家用电器,消费,2026-08-18
2026-08-18,600576.SH,0.7610797346976217,197,29.0,5208,社会服务,消费,2026-08-18
2026-08-18,301327.SZ,0.7604787938748979,197,30.0,5208,电气设备,其他,2026-08-18
2026-08-18,002152.SZ,0.7600716685414728,197,31.0,5208,计算机,科技,2026-08-18
2026-08-18,603281.SH,0.7592355256223908,197,32.0,5208,化工,其他,2026-08-18
2026-08-18,002797.SZ,0.7589205124401582,197,33.0,5208,非银金融,其他,2026-08-18
2026-08-18,600452.SH,0.7583552849037791,197,34.0,5208,公用事业,其他,2026-08-18
2026-08-18,000818.SZ,0.7573414655755799,197,35.0,5208,化工,其他,2026-08-18
2026-08-18,000420.SZ,0.7573041980939391,197,36.0,5208,化工,其他,2026-08-18
2026-08-18,300047.SZ,0.7572241497115406,197,37.0,5208,计算机,科技,2026-08-18
2026-08-18,000728.SZ,0.75688144130371,197,38.0,5208,非银金融,其他,2026-08-18
2026-08-18,603515.SH,0.7561285828114519,197,39.0,5208,家用电器,消费,2026-08-18
2026-08-18,601878.SH,0.7559700462829119,197,40.0,5208,非银金融,其他,2026-08-18
2026-08-18,688186.SH,0.7558282688294173,197,41.0,5208,电气设备,其他,2026-08-18
2026-08-18,003035.SZ,0.7556309650691119,197,42.0,5208,公用事业,其他,2026-08-18
2026-08-18,603815.SH,0.7554299691318452,197,43.0,5208,建筑装饰,其他,2026-08-18
2026-08-18,300422.SZ,0.7550074205041041,197,44.0,5208,环保,其他,2026-08-18
2026-08-18,002608.SZ,0.7548140532257817,197,45.0,5208,公用事业,其他,2026-08-18
2026-08-18,600120.SH,0.7545116669447481,197,46.0,5208,非银金融,其他,2026-08-18
2026-08-18,600061.SH,0.7536396966652185,197,47.0,5208,非银金融,其他,2026-08-18
2026-08-18,600755.SH,0.7533016768764526,197,48.0,5208,交通运输,其他,2026-08-18
2026-08-18,601901.SH,0.7531711232068083,197,49.0,5208,非银金融,其他,2026-08-18
2026-08-18,002531.SZ,0.7522453662169954,197,50.0,5208,电气设备,其他,2026-08-18
2026-08-18,002500.SZ,0.7520997683530852,197,51.0,5208,非银金融,其他,2026-08-18
2026-08-18,688089.SH,0.7519578374005121,197,52.0,5208,化工,其他,2026-08-18
2026-08-18,002204.SZ,0.751755428550322,197,53.0,5208,机械设备,其他,2026-08-18
2026-08-18,600735.SH,0.7515744252906995,197,54.0,5208,纺织服饰,消费,2026-08-18
2026-08-18,600292.SH,0.7512874924757049,197,55.0,5208,公用事业,其他,2026-08-18
2026-08-18,000401.SZ,0.7506142321924982,197,56.0,5208,建筑材料,其他,2026-08-18
2026-08-18,601198.SH,0.7505524429922805,197,57.0,5208,非银金融,其他,2026-08-18
2026-08-18,000027.SZ,0.7503155050618567,197,58.0,5208,公用事业,其他,2026-08-18
2026-08-18,000404.SZ,0.7501853269647136,197,59.0,5208,家用电器,消费,2026-08-18
2026-08-18,603557.SH,0.7499203554420703,197,60.0,5208,纺织服饰,消费,2026-08-18
2026-08-18,002405.SZ,0.7497174131000736,197,61.0,5208,计算机,科技,2026-08-18
2026-08-18,601990.SH,0.7494209211371098,197,62.0,5208,非银金融,其他,2026-08-18
2026-08-18,002307.SZ,0.7483905431308664,197,63.0,5208,建筑装饰,其他,2026-08-18
2026-08-18,000488.SZ,0.747477697307292,197,64.0,5208,轻工制造,消费,2026-08-18
2026-08-18,600053.SH,0.7472843902582569,197,65.0,5208,非银金融,其他,2026-08-18
2026-08-18,300737.SZ,0.7472273881856916,197,66.0,5208,建筑材料,其他,2026-08-18
2026-08-18,000531.SZ,0.7469531677548129,197,67.0,5208,公用事业,其他,2026-08-18
2026-08-18,002051.SZ,0.7469358631729767,197,68.0,5208,建筑装饰,其他,2026-08-18
2026-08-18,000521.SZ,0.7468613975845244,197,69.0,5208,家用电器,消费,2026-08-18
2026-08-18,000166.SZ,0.7467890712087465,197,70.0,5208,非银金融,其他,2026-08-18
2026-08-18,300529.SZ,0.7451895326823238,197,71.0,5208,医药生物,其他,2026-08-18
2026-08-18,300145.SZ,0.7450205203570407,197,72.0,5208,机械设备,其他,2026-08-18
2026-08-18,000966.SZ,0.7449953384502116,197,73.0,5208,公用事业,其他,2026-08-18
2026-08-18,688339.SH,0.744515700085227,197,74.0,5208,电气设备,其他,2026-08-18
2026-08-18,603505.SH,0.7444037533330882,197,75.0,5208,化工,其他,2026-08-18
2026-08-18,002673.SZ,0.744395828196001,197,76.0,5208,非银金融,其他,2026-08-18
2026-08-18,600185.SH,0.7441203236411204,197,77.0,5208,商贸零售,消费,2026-08-18
2026-08-18,000099.SZ,0.7435307140853227,197,78.0,5208,交通运输,其他,2026-08-18
2026-08-18,600505.SH,0.7432096454547403,197,79.0,5208,公用事业,其他,2026-08-18
2026-08-18,300180.SZ,0.7416784449849644,197,80.0,5208,化工,其他,2026-08-18
2026-08-18,300264.SZ,0.741464551885428,197,81.0,5208,计算机,科技,2026-08-18
2026-08-18,300376.SZ,0.741120134916337,197,82.0,5208,电气设备,其他,2026-08-18
2026-08-18,600566.SH,0.7410840679437161,197,83.0,5208,医药生物,其他,2026-08-18
2026-08-18,601136.SH,0.7409991871933592,197,84.0,5208,非银金融,其他,2026-08-18
2026-08-18,002928.SZ,0.7404855064422988,197,85.0,5208,交通运输,其他,2026-08-18
2026-08-18,002736.SZ,0.7403232902665925,197,86.0,5208,非银金融,其他,2026-08-18
2026-08-18,300205.SZ,0.7402032280030645,197,87.0,5208,通信,科技,2026-08-18
2026-08-18,600035.SH,0.7395333900271729,197,88.0,5208,交通运输,其他,2026-08-18
2026-08-18,601688.SH,0.7392506106359906,197,89.0,5208,非银金融,其他,2026-08-18
2026-08-18,601456.SH,0.7392241986773797,197,90.0,5208,非银金融,其他,2026-08-18
2026-08-18,002961.SZ,0.7390253694068382,197,91.0,5208,非银金融,其他,2026-08-18
2026-08-18,000617.SZ,0.7387737633972404,197,92.0,5208,非银金融,其他,2026-08-18
2026-08-18,600310.SH,0.7386870838614434,197,93.0,5208,公用事业,其他,2026-08-18
2026-08-18,603187.SH,0.7385930233328843,197,94.0,5208,机械设备,其他,2026-08-18
2026-08-18,603712.SH,0.7385390108452744,197,95.0,5208,国防军工,其他,2026-08-18
2026-08-18,000987.SZ,0.7382322294419559,197,96.0,5208,非银金融,其他,2026-08-18
2026-08-18,002601.SZ,0.7379639522235315,197,97.0,5208,化工,其他,2026-08-18
2026-08-18,600537.SH,0.7379014988149689,197,98.0,5208,电气设备,其他,2026-08-18
2026-08-18,601089.SH,0.7369944755164518,197,99.0,5208,医药生物,其他,2026-08-18
2026-08-18,600332.SH,0.736707205427247,197,100.0,5208,医药生物,其他,2026-08-18
