canonical,surface,pandas_available,polars_available,duckdb_available,pandas_certified,polars_certified,duckdb_certified
ts_regression_resid_if,daily,False,False,False,False,False,False
ts_regression_resid_mean,daily,False,False,False,False,False,False
ts_regression_slope,daily,False,False,False,False,False,False
ts_regression_tstat,daily,False,False,False,False,False,False
ts_resistance_break,daily,False,False,False,False,False,False
ts_resistance_fit_r2,daily,False,False,False,False,False,False
ts_resistance_level,daily,False,False,False,False,False,False
ts_resistance_slope,daily,False,False,False,False,False,False
ts_response_slope_asymmetry,daily,False,False,False,False,False,False
ts_returns,extended,False,False,False,False,False,False
ts_ridge_regression_coeff,daily,False,False,False,False,False,False
ts_ridge_regression_coeff_prior,daily,False,False,False,False,False,False
ts_ridge_regression_forecast_error,daily,False,False,False,False,False,False
ts_ridge_regression_forecast_error_z,daily,False,False,False,False,False,False
ts_ridge_regression_resid_z,daily,False,False,False,False,False,False
ts_robust_ema,extended,False,False,False,False,False,False
ts_robust_zscore_inclusive,extended,False,False,False,False,False,False
ts_robust_zscore_prior,extended,False,False,False,False,False,False
ts_rolling_median_causal,extended,False,False,False,False,False,False
ts_roughness,daily,False,False,False,False,False,False
ts_run_concentration,daily,False,False,False,False,False,False
ts_run_efficiency,daily,False,False,False,False,False,False
ts_run_strength,daily,False,False,False,False,False,False
ts_sample_entropy,daily,False,False,False,False,False,False
ts_scale_shift,daily,False,False,False,False,False,False
ts_semivariance_balance,daily,False,False,False,False,False,False
ts_sharpe,daily,True,True,True,True,True,True
ts_sign_cluster_index,daily,False,False,False,False,False,False
ts_sign_persistence,daily,False,False,False,False,False,False
ts_skew,daily,False,False,False,False,False,False
ts_sma,extended,False,False,False,False,False,False
ts_sma_cn,daily,False,False,False,False,False,False
ts_spectral_centroid,daily,False,False,False,False,False,False
ts_spectral_entropy,daily,False,False,False,False,False,False
ts_spectral_flatness,daily,False,False,False,False,False,False
ts_spectral_lowpass_trailing,extended,False,False,False,False,False,False
ts_spectral_peak_concentration,daily,False,False,False,False,False,False
ts_spectral_quality_factor,daily,False,False,False,False,False,False
ts_ssa_denoise_trailing,extended,False,False,False,False,False,False
ts_ssa_reconstruction_residual,daily,False,False,False,False,False,False
ts_staleness,daily,False,False,False,False,False,False
ts_state_age_percentile,daily,False,False,False,False,False,False
ts_state_density,daily,False,False,False,False,False,False
ts_state_entry_strength,daily,False,False,False,False,False,False
ts_state_exit_hazard,daily,False,False,False,False,False,False
ts_state_integral,daily,False,False,False,False,False,False
ts_state_residual_life,daily,False,False,False,False,False,False
ts_std,daily,True,True,True,True,True,True
ts_std_if,daily,False,False,False,False,False,False
ts_stratified_mean_spread,daily,False,False,False,False,False,False
ts_structural_level_density,daily,False,False,False,False,False,False
ts_structural_level_strength,daily,False,False,False,False,False,False
ts_student_t_kalman_filter,extended,False,False,False,False,False,False
ts_sum,daily,True,True,True,True,True,True
ts_sum_decay,daily,False,False,False,False,False,False
ts_sum_if,daily,False,False,False,False,False,False
ts_super_smoother,extended,False,False,False,False,False,False
ts_support_break,daily,False,False,False,False,False,False
ts_support_fit_r2,daily,False,False,False,False,False,False
ts_support_level,daily,False,False,False,False,False,False
ts_support_slope,daily,False,False,False,False,False,False
ts_swing_amplitude,daily,False,False,False,False,False,False
ts_swing_amplitude_atr,daily,False,False,False,False,False,False
ts_swing_amplitude_pct,daily,False,False,False,False,False,False
ts_swing_duration,daily,False,False,False,False,False,False
ts_swing_velocity,daily,False,False,False,False,False,False
ts_tail_imbalance,daily,False,False,False,False,False,False
ts_tail_mean,daily,False,False,False,False,False,False
ts_tail_ratio,daily,False,False,False,False,False,False
ts_threshold_cycle_asymmetry,daily,False,False,False,False,False,False
ts_threshold_cycle_period,daily,False,False,False,False,False,False
ts_time_since_change,daily,False,False,False,False,False,False
ts_time_slope,daily,False,False,False,False,False,False
ts_time_under_water,daily,False,False,False,False,False,False
ts_topk_mean,daily,False,False,False,False,False,False
ts_topk_std,daily,False,False,False,False,False,False
ts_topk_sum,daily,False,False,False,False,False,False
ts_total_variation_filter_trailing,extended,False,False,False,False,False,False
ts_transfer_entropy_peak_lag,daily,False,False,False,False,False,False
ts_transfer_entropy_peak_strength,daily,False,False,False,False,False,False
ts_transition_count,daily,False,False,False,False,False,False
ts_transition_intensity,daily,False,False,False,False,False,False
ts_trend_break_score,daily,False,False,False,False,False,False
ts_trend_tstat,daily,False,False,False,False,False,False
ts_trimmed_mean,daily,False,False,False,False,False,False
ts_true_streak,daily,False,False,False,False,False,False
ts_turning_intensity,daily,False,False,False,False,False,False
ts_turning_rate,daily,False,False,False,False,False,False
ts_turnover_age_dispersion,daily,False,False,False,False,False,False
ts_turnover_cost_dispersion,daily,False,False,False,False,False,False
ts_turnover_cost_entropy,daily,False,False,False,False,False,False
ts_turnover_cost_mode_distance,daily,False,False,False,False,False,False
ts_turnover_cost_quantile_distance,daily,False,False,False,False,False,False
ts_turnover_cost_skew,daily,False,False,False,False,False,False
ts_turnover_holding_age,daily,False,False,False,False,False,False
ts_turnover_near_cost_mass,daily,False,False,False,False,False,False
ts_turnover_profit_share,daily,False,False,False,False,False,False
ts_turnover_reference_price,daily,False,False,False,False,False,False
ts_upper_partial_moment,daily,False,False,False,False,False,False
ts_upper_tail_coexceedance_probability,daily,False,False,False,False,False,False
ts_upside_deviation,daily,False,False,False,False,False,False
ts_valid_count,daily,False,False,False,False,False,False
ts_value_at_argextreme,daily,False,False,False,False,False,False
ts_var,daily,True,True,True,True,True,True
ts_variance_ratio_slope,daily,False,False,False,False,False,False
ts_variogram_slope,daily,False,False,False,False,False,False
ts_vector_path_curvature,daily,False,False,False,False,False,False
ts_vector_path_efficiency,daily,False,False,False,False,False,False
ts_vector_self_intersection_rate,daily,False,False,False,False,False,False
ts_vector_state_local_density,daily,False,False,False,False,False,False
ts_vector_state_mahalanobis,daily,False,False,False,False,False,False
ts_vector_turning_coherence,daily,False,False,False,False,False,False
ts_vol_acceleration,daily,False,False,False,False,False,False
ts_vol_clustering,daily,False,False,False,False,False,False
ts_vol_of_vol,daily,False,False,False,False,False,False
ts_vol_pvariation_roughness,daily,False,False,False,False,False,False
ts_vol_scaling_break,daily,False,False,False,False,False,False
ts_vol_shift_score,daily,False,False,False,False,False,False
ts_vol_term_structure,daily,False,False,False,False,False,False
ts_wasserstein_shift,daily,False,False,False,False,False,False
ts_wavelet_shrinkage_trailing,extended,False,False,False,False,False,False
ts_weighted_drawdown_area,daily,False,False,False,False,False,False
ts_weighted_expected_shortfall,daily,False,False,False,False,False,False
ts_weighted_permutation_entropy,daily,False,False,False,False,False,False
ts_weighted_semivariance,daily,False,False,False,False,False,False
ts_weighted_standardized_moment,daily,False,False,False,False,False,False
ts_weighted_time_centroid,daily,False,False,False,False,False,False
ts_zero_ratio,daily,False,False,False,False,False,False
ts_zscore,daily,True,True,True,True,True,True
ttm_from_cumulative,daily,False,False,False,False,False,False
ttm_from_quarterly,daily,False,False,False,False,False,False
turnover_acceleration,daily,False,False,False,False,False,False
turnover_adjusted_volatility,daily,False,False,False,False,False,False
turnover_autocorr,daily,False,False,False,False,False,False
turnover_momentum,daily,False,False,False,False,False,False
turnover_shock,daily,False,False,False,False,False,False
turnover_volatility,daily,False,False,False,False,False,False
turnover_zscore,daily,False,False,False,False,False,False
ulcer_index,daily,False,False,False,False,False,False
unitize,daily,False,False,False,False,False,False
up_down_volume_ratio,daily,False,False,False,False,False,False
up_volume_ratio,daily,False,False,False,False,False,False
valuation_cashflow_disagreement,daily,False,False,False,False,False,False
valuation_growth_mismatch,daily,False,False,False,False,False,False
valuation_pcf_definition_gap,daily,False,False,False,False,False,False
valuation_pe_ttm_lyr_gap,daily,False,False,False,False,False,False
valuation_quality_mismatch,daily,False,False,False,False,False,False
volume_acceleration,daily,False,False,False,False,False,False
volume_autocorr,daily,False,False,False,False,False,False
volume_momentum,daily,False,False,False,False,False,False
volume_price_range_density,daily,False,False,False,False,False,False
volume_shock,daily,False,False,False,False,False,False
volume_volatility,daily,False,False,False,False,False,False
volume_weighted_momentum,daily,False,False,False,False,False,False
volume_weighted_return,daily,False,False,False,False,False,False
volume_zscore,daily,False,False,False,False,False,False
vwap_deviation,daily,False,False,False,False,False,False
vwap_to_close_return,daily,False,False,False,False,False,False
where,daily,True,True,True,True,True,True
winsorize,daily,True,True,True,True,True,True
winsorize_mean,daily,False,False,False,False,False,False
yang_zhang_vol,daily,False,False,False,False,False,False
yoy_by_period,daily,False,False,False,False,False,False
zero_return_ratio,daily,False,False,False,False,False,False
zmijewski_score,daily,False,False,False,False,False,False
zscore,daily,True,True,True,True,True,True
