name,formula,value_provenance,formula_known,family,screening,baseline_ic,ic_2026,delta,baseline_ir,ir_2026,n_baseline,n_2026,positive,comparable,stable,return_days_2026,ls_sharpe_2026,ls_mdd_2026
weekly_23629be243c54739,"neg(ts_mean(candle_direction(AdjOpen, AdjClose), 20))",current pipeline artifact,True,,passed,0.02026674244637545,0.024399715908803115,0.004132973462427664,0.21278127110848877,0.15837186090073432,1338,156,True,True,True,150,0.8776483970864059,0.10079579556942485
weekly_5a75b76dcd5d90e8,"neg(ts_sum(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20))",current pipeline artifact,True,,passed,0.036878968801337064,0.029430360519317703,-0.007448608282019362,0.27555810007151627,0.1591734992310416,1338,156,True,True,False,134,0.16448099970909702,0.16265421477407435
weekly_6f27ea3106cc03c0,"neg(ts_max(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20))",current pipeline artifact,True,,passed,0.054897367377512156,0.041665429184788924,-0.013231938192723232,0.46104034876170963,0.21052196573167636,1338,156,True,True,False,144,0.47583284608900833,0.1416826524488921
weekly_5c866fa073382822,"ts_min(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20)",current pipeline artifact,True,,passed,0.034586367978805765,0.028480831163025837,-0.006105536815779928,0.24285927993924708,0.12363290513274526,1338,156,True,True,True,130,-0.29051338725615594,0.1315542641625735
weekly_7632208952b859e5,"neg(ts_rank(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20))",current pipeline artifact,True,,below_gate,0.012539704350939507,-0.0031100105844661763,-0.015649714935405682,0.11891465398798498,-0.02039826885016362,1338,156,False,True,False,124,-1.5315841309833842,0.10131192377988474
weekly_ebbe6c0a0a98384e,"ts_mean(candle_body_ratio(AdjOpen, AdjHigh, AdjLow, AdjClose), 20)",current pipeline artifact,True,,below_gate,-0.003652397496187207,-0.008729963878329187,-0.00507756638214198,-0.05528662236663542,-0.11107205621704368,1338,156,False,False,False,145,-0.7663743733667879,0.050075523091619334
weekly_52e1e67ab375742b,"neg(ts_max(abs(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0)), 20))",current pipeline artifact,True,,passed,0.05123512381535092,0.03846864259598593,-0.012766481219364988,0.3957437275363425,0.1746483621613077,1338,156,True,True,False,130,-1.2166710074625813,0.14646410118032296
weekly_cdbfeed48fe0404e,"neg(rank(power(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 2.0)))",current pipeline artifact,True,,passed,0.032256159278467034,0.0345446686202958,0.0022885093418287678,0.3169830598980809,0.23966443396610732,1338,156,True,True,True,132,0.916985438589716,0.0710029247597594
weekly_2d672bb3f5f3fbd7,"neg(ts_decay_linear(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20))",current pipeline artifact,True,,passed,0.03868756904782955,0.01757051957099206,-0.021117049476837492,0.2838136817708725,0.09304069784474316,1338,156,True,True,False,138,-0.07423347443488613,0.14279892841211445
weekly_0476ab492f00a3ef,"ts_quantile(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0), 20, 0.1)",current pipeline artifact,True,,passed,0.03728885018374799,0.027154193070711437,-0.01013465711303655,0.2383582619576423,0.11519827923773324,1338,156,True,True,False,133,-0.007185365318947823,0.14127223933454952
weekly_d56704f420745ef3,"neg(ts_mean(candle_upper_shadow_ratio(AdjOpen, AdjHigh, AdjLow, AdjClose), 20))",current pipeline artifact,True,,passed,0.012593113857355516,0.013843699518759793,0.001250585661404277,0.21510886687064276,0.15990719425538283,1338,156,True,True,True,145,-0.6153214022862147,0.06341332467793859
weekly_7c0bed01180bf79e,"neg(ts_mean(candle_lower_shadow_ratio(AdjOpen, AdjHigh, AdjLow, AdjClose), 20))",current pipeline artifact,True,,below_gate,-0.017032031400596566,-0.02468851962175964,-0.0076564882211630735,-0.2157048062573385,-0.22633442538787288,1338,156,False,False,False,148,-0.15689047622178978,0.08424194180508499
weekly_6f990091f45bfa34,"neg(safe_div(subtract(ts_max(AdjHigh, 20), ts_min(AdjLow, 20)), add(AdjClose, 1e-08)))",current pipeline artifact,True,,passed,0.04390525903740465,0.02481788694524376,-0.019087372092160892,0.2994216926388736,0.10651810621210898,1338,156,True,True,False,128,-1.013626949855235,0.1547103908864609
weekly_c83002810f9e5643,"neg(safe_div(abs(ts_sum(sign(subtract(safe_div_null(AdjClose, AdjPreClose), 1.0)), 20)), 20.0))",current pipeline artifact,True,,below_gate,-0.0005145506207934094,-0.00738515351223568,-0.006870602891442271,-0.00959742507644919,-0.09088503866102045,1338,156,False,False,False,16,,0.018713667098636755
weekly_8c704fa4fac86640,"neg(safe_div(ts_sum(subtract(AdjClose, AdjOpen), 20), add(ts_sum(subtract(AdjHigh, AdjLow), 20), 1e-08)))",current pipeline artifact,True,,passed,0.03542173191123065,0.03694511643284627,0.0015233845216156214,0.3029673105307054,0.20996172965175916,1338,156,True,True,True,144,0.9391244766719462,0.10493362354604244
weekly_39dfc2717803fb78,"safe_div(ts_sum(abs(subtract(AdjClose, AdjOpen)), 20), add(ts_sum(subtract(AdjHigh, AdjLow), 20), 1e-08))",current pipeline artifact,True,,below_gate,-0.005365888374639417,-0.012648277775067817,-0.0072823894004284,-0.07657059895548589,-0.1473698658516236,1338,156,False,False,False,135,-0.7964525786266623,0.06371118081907623
weekly_8a39386168c07abe,"subtract(ts_mean(candle_rejection_lower(AdjOpen, AdjHigh, AdjLow, AdjClose), 20), ts_mean(candle_rejection_upper(AdjOpen, AdjHigh, AdjLow, AdjClose), 20))",current pipeline artifact,True,,passed,0.018177019249045846,0.024919194059951504,0.006742174810905659,0.2565166757612217,0.22919685123367264,1338,156,True,True,True,148,-0.12428300756953738,0.10071623551352483
weekly_91200553548f8dd5,"subtract(ts_mean(candle_lower_shadow_ratio(AdjOpen, AdjHigh, AdjLow, AdjClose), 20), ts_mean(candle_upper_shadow_ratio(AdjOpen, AdjHigh, AdjLow, AdjClose), 20))",current pipeline artifact,True,,passed,0.018177019249045846,0.024919194059951504,0.006742174810905659,0.2565166757612217,0.22919685123367264,1338,156,True,True,True,148,-0.12428300756953738,0.10071623551352483
weekly_b58e10abc3bc445f,neg(rank(col('valuation.market_cap'))),current pipeline artifact,True,,below_gate,0.0127920176650357,0.02058710458685583,0.00779508692182013,0.09100194657714573,0.11612444836724421,1338,155,True,True,True,129,0.47177108994510886,0.11410523100775746
weekly_f05c4e9cbdb2f9c9,neg(rank(col('valuation.pe_ratio'))),current pipeline artifact,True,,below_gate,0.00899441459753419,0.0018526527322416505,-0.007141761865292539,0.10025713132389207,0.020854791359895767,1338,155,True,True,False,153,0.8593724759212547,0.036672312468369564
weekly_905b61a95a57b9c9,neg(rank(col('valuation.pb_ratio'))),current pipeline artifact,True,,passed,0.028286402916643805,0.025652116008539907,-0.002634286908103897,0.2006021275692309,0.12533242626890415,1338,155,True,True,True,136,-1.076935672434194,0.1419056184618613
weekly_f8d14e51d8525a54,neg(rank(col('valuation.turnover_ratio'))),current pipeline artifact,True,,passed,0.05826443384542684,0.04699033211507766,-0.011274101730349179,0.3923709520423581,0.22526738294272206,1338,155,True,True,True,132,0.6362692601945775,0.11907412673400505
weekly_95c0cf4e636d3129,"safe_div(1.0, col('valuation.pe_ratio'))",current pipeline artifact,True,,passed,0.019123840898582798,0.015994087311581088,-0.00312975358700171,0.18946822014920212,0.10796932882914922,1338,155,True,True,True,129,-0.26757818349742035,0.06339417914773463
weekly_4e908d0894c71075,"safe_div(1.0, col('valuation.pb_ratio'))",current pipeline artifact,True,,passed,0.02971500322285121,0.02563205096131325,-0.004082952261537959,0.21678034779591215,0.12701616243076233,1338,155,True,True,True,135,-1.22437292642616,0.13950927446330982
weekly_3b228c7aa6d8f44f,neg(rank(col('valuation.a_cap'))),current pipeline artifact,True,,below_gate,-0.005477080272341879,0.00493049016333979,0.01040757043568167,-0.039709451479977946,0.029685459897693934,1338,155,True,False,False,153,0.6875509283651359,0.10849214755104813
weekly_072f91d9a08abe49,neg(rank(col('valuation.free_cap'))),current pipeline artifact,True,,below_gate,-0.0065168487717297404,0.005231271214295531,0.011748119986025271,-0.05006068007518652,0.03627586441179562,1338,155,True,False,False,153,1.3125706780730697,0.06833873328464576
weekly_e477657aa3c989a1,neg(rank(col('valuation.a_market_cap'))),current pipeline artifact,True,,passed,0.012929141695453148,0.020748036523181294,0.007818894827728146,0.09199546123869604,0.11683004823490953,1338,155,True,True,True,129,0.4529757786481627,0.11520224377436178
weekly_44735edcd6cc5087,neg(rank(col('valuation.ps_ratio'))),current pipeline artifact,True,,passed,0.01943594193487788,0.016934394712152023,-0.0025015472227258584,0.1679767048327574,0.09695782189265044,1338,155,True,True,True,138,-1.2557241083220745,0.15226499097819604
weekly_9a2e9b394d270add,neg(neg(rank(col('valuation.pcf_ratio')))),current pipeline artifact,True,,below_gate,-0.0007639526261713399,0.0005044019596490649,0.0012683545858204047,-0.0237480021150106,0.023798267270737215,1338,155,True,False,False,153,0.5181183983778488,0.01406106988474305
weekly_b44eeaf89cb2e4e8,neg(rank(col('valuation.capitalization'))),current pipeline artifact,True,,below_gate,-0.005502555547034879,0.004765049088931515,0.010267604635966394,-0.0397096346687527,0.0285598067767399,1338,155,True,False,False,153,0.6844260535411623,0.10834853215913982
weekly_ad7f61f39db033ec,neg(rank(col('valuation.circulating_cap'))),current pipeline artifact,True,,below_gate,-0.00877565032344061,0.003809230323745732,0.012584880647186342,-0.061882192794096104,0.023005284713342677,1338,155,True,False,False,155,0.3347417628979683,0.11312388237537738
weekly_c4241b231ee554e4,neg(rank(col('valuation.free_market_cap'))),current pipeline artifact,True,,below_gate,0.00854040746496609,0.021219697425379623,0.012679289960413533,0.06549187746797334,0.12692386577533168,1338,155,True,True,True,129,0.552391201362238,0.1036358195544741
weekly_3d3f533553c3aecf,neg(rank(col('valuation.pe_ratio_lyr'))),current pipeline artifact,True,,below_gate,0.01122397833259636,0.0058454649029194405,-0.005378513429676919,0.12182918052243548,0.06760849423729079,1338,155,True,True,False,155,2.0651286906200355,0.029548720371929516
weekly_f5c73e4b629db015,"safe_div(1.0, col('valuation.ps_ratio'))",current pipeline artifact,True,,passed,0.019675692802181267,0.017023998492682966,-0.0026516943094983016,0.17056487513241644,0.09748769946001196,1338,155,True,True,True,138,-1.2633662184042964,0.15195019822643072
weekly_051dcc55b3919c26,"safe_div(1.0, col('valuation.pcf_ratio'))",current pipeline artifact,True,,below_gate,0.001753100547504174,0.0017050070307618708,-4.8093516742303164e-05,0.046855809973757157,0.05403905327438048,1338,155,True,False,False,130,0.5194820741427777,0.019639756418462995
weekly_e2dae784dd3a2673,"neg(safe_div(col('Volume'), col('valuation.free_cap')))",current pipeline artifact,True,,passed,0.06107521821172413,0.0516671318041933,-0.009408086407530832,0.4373991021626276,0.25388394811303305,1338,155,True,True,True,131,0.4152874500262775,0.11372026554360175
weekly_274fb1b034e411ae,rank(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6IkVwcyIsInBhcmFtcyI6e30sInNjaGVtYV92ZXJzaW9uIjoiMSIsInRhYmxlIjoiU3RvY2tJbmRpY2F0b3IiLCJ0cmFuc2Zvcm0iOm51bGwsInRyYW5zZm9ybV9wYXJhbXMiOnt9fQ')),current pipeline artifact,True,,below_gate,0.00810407351067458,0.01071356112433341,0.0026094876136588292,0.07293498726673435,0.08976640983661655,1338,156,True,True,True,146,0.8890125042035298,0.044726303026191155
weekly_38d6bc362a9a8fc7,rank(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6Ik9wZXJhdGluZ1Byb2ZpdCIsInBhcmFtcyI6e30sInNjaGVtYV92ZXJzaW9uIjoiMSIsInRhYmxlIjoiU3RvY2tJbmNvbWUiLCJ0cmFuc2Zvcm0iOm51bGwsInRyYW5zZm9ybV9wYXJhbXMiOnt9fQ')),current pipeline artifact,True,,below_gate,0.012085979850230194,0.010227783473406525,-0.001858196376823669,0.099206239447371,0.07174312927115521,1338,156,True,True,True,148,1.4508788250395668,0.05238072655038475
weekly_355be61531da9316,rank(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6IkFkanVzdGVkUHJvZml0IiwicGFyYW1zIjp7fSwic2NoZW1hX3ZlcnNpb24iOiIxIiwidGFibGUiOiJTdG9ja0luZGljYXRvciIsInRyYW5zZm9ybSI6bnVsbCwidHJhbnNmb3JtX3BhcmFtcyI6e319')),current pipeline artifact,True,,below_gate,0.01228974232706341,0.012316086584218252,2.6344257154841885e-05,0.10330396095503569,0.08919737210396807,1338,156,True,True,True,150,1.3834996743132366,0.04981668577159573
weekly_dcb0470de774d029,"rank(multiply(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6IlJvYSIsInBhcmFtcyI6e30sInNjaGVtYV92ZXJzaW9uIjoiMSIsInRhYmxlIjoiU3RvY2tJbmRpY2F0b3IiLCJ0cmFuc2Zvcm0iOm51bGwsInRyYW5zZm9ybV9wYXJhbXMiOnt9fQ'), 0.01))",current pipeline artifact,True,,below_gate,0.006612387250140333,0.008818624350241782,0.0022062371001014495,0.06714513935925907,0.08647655902032904,1338,156,True,True,True,133,0.7039164397061197,0.03837075799314813
weekly_d890c49d4b3a96f3,"rank(multiply(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6IlJvZSIsInBhcmFtcyI6e30sInNjaGVtYV92ZXJzaW9uIjoiMSIsInRhYmxlIjoiU3RvY2tJbmRpY2F0b3IiLCJ0cmFuc2Zvcm0iOm51bGwsInRyYW5zZm9ybV9wYXJhbXMiOnt9fQ'), 0.01))",current pipeline artifact,True,,below_gate,0.006445807281970538,0.009447222945913844,0.003001415663943306,0.06499366647555527,0.08743763808109042,1338,156,True,True,True,131,0.8056662014126649,0.037779300951863375
weekly_39782c055fd0a39d,"rank(multiply(col('__fe_source_ref_v1__eyJkaWFsZWN0IjoibHF0cCIsImRpYWxlY3RfdmVyc2lvbiI6IjIwMjYtMDctMTkiLCJmaWVsZCI6IkluY1JldHVybiIsInBhcmFtcyI6e30sInNjaGVtYV92ZXJzaW9uIjoiMSIsInRhYmxlIjoiU3RvY2tJbmRpY2F0b3IiLCJ0cmFuc2Zvcm0iOm51bGwsInRyYW5zZm9ybV9wYXJhbXMiOnt9fQ'), 0.01))",current pipeline artifact,True,,below_gate,0.007681386202297057,0.010898618163073519,0.003217231960776462,0.07592099327721219,0.0981207095329997,1338,156,True,True,True,132,0.7526666763742824,0.03778193078692998
intraday_overnight_gap_smoothed,"neg(ts_mean(AdjClose / AdjOpen - 1 - (AdjOpen / AdjPreClose - 1), 5))",current pipeline artifact,True,new_05,passed,0.0375105759402341,0.02303089738143639,-0.014479678558797712,0.3680245150716659,0.15376273592709558,1338,156,True,True,False,145,2.108471891947692,0.041118986710217846
adaptive_vol_volume_asym,neg(log(EWMA_up_vol / EWMA_down_vol) * cs_rank(high - low)),current pipeline artifact,True,,passed,0.034521328854819094,0.01693809419044492,-0.017583234664374173,0.34493676973160836,0.11702510128347521,1338,156,True,True,False,154,0.6528573081735265,0.09185411228908294
asym_intraday_sma,"ts_mean(open - low, 40) / ts_mean(high - open, 40)",current pipeline artifact,True,cluster_110,passed,0.0377262353477274,0.04773721879199915,0.010010983444271752,0.3691964133952192,0.3048309379928672,1338,156,True,True,True,140,0.7046352209142188,0.12786211498009395
asymmetry_index_rolling,"neg((ts_mean(where(gt(col('AdjClose'), col('AdjOpen')), subtract(col('AdjHigh'), col('AdjLow')), 0), 20) - ts_mean(where(lt(col('AdjClose'), col('AdjOpen')), subtract(col('AdjHigh'), col('AdjLow')), 0), 20)) / (ts_mean(where(gt(col('AdjClose'), col('AdjOpen')), subtract(col('AdjHigh'), col('AdjLow')), 0), 20) + ts_mean(where(lt(col('AdjClose'), col('AdjOpen')), subtract(col('AdjHigh'), col('AdjLow')), 0), 20) + 1e-08))",current pipeline artifact,True,cluster_153,passed,0.03212901508261857,0.032292449846073906,0.00016343476345533764,0.3146102126555882,0.20068572819587446,1338,156,True,True,True,141,0.9255871217725152,0.08768594741723539
attentive_sales_yield,"divide(multiply(divide(1.0, col('ps_ttm')), subtract(1.0, ts_rank(col('free_turn'), 20))), add(1.0, 0.0))",current pipeline artifact,True,,passed,0.03451367872132425,0.028920003244824598,-0.005593675476499652,0.37084673167034493,0.2300094512865286,1338,156,True,True,True,123,0.8562497931123726,0.07590324239838246
attentive_sales_yield_winsor,"winsorize(ts_rank(divide(1.0, col('ps_ttm')), 20))",current pipeline artifact,True,,passed,0.034544273859331204,0.028692457437164504,-0.0058518164221667,0.3668348611112531,0.2223534474631806,1338,156,True,True,True,137,-0.10214399012327038,0.10570180468946311
attentive_sales_yield_winsorized,"clip(divide(1.0, col('ps_ttm')), 0.01, 0.99)",current pipeline artifact,True,,passed,0.03454602101859035,0.0286924627613224,-0.005853558257267948,0.36684615844567053,0.22235270775451665,1338,156,True,True,True,137,-0.10214399012327038,0.10570180468946311
book_attention,"1 / pb_lf * (1 - ts_rank(free_turn, 20))",current pipeline artifact,True,,passed,0.04149455756414698,0.0370162263739407,-0.004478331190206283,0.4276959281018949,0.28993978417547583,1338,155,True,True,True,138,1.7429835697665466,0.059531594229612385
cyclical_pressure_atrlib,"neg(fillna(subtract(divide(ts_mean(true_range(AdjHigh, AdjLow, AdjClose), 90), ts_delay(ts_mean(true_range(AdjHigh, AdjLow, AdjClose), 90), 20)), 1), 0))",current pipeline artifact,True,cluster_25,passed,0.02982255306126451,0.02021382833068374,-0.009608724730580769,0.25800149295514,0.13051520533356634,1338,156,True,True,False,128,-0.7932877344628295,0.12528406607774373
cyclical_pressure_drawdown_smoothed,"neg(fillna(multiply(subtract(divide(ts_ema(maximum(maximum(subtract(AdjHigh, AdjLow), abs(subtract(AdjHigh, ts_delay(AdjClose, 1)))), abs(subtract(AdjLow, ts_delay(AdjClose, 1)))), 90), ts_delay(ts_ema(maximum(maximum(subtract(AdjHigh, AdjLow), abs(subtract(AdjHigh, ts_delay(AdjClose, 1)))), abs(subtract(AdjLow, ts_delay(AdjClose, 1)))), 90), 20)), 1), add(1, divide(subtract(ts_max(AdjClose, 40), AdjClose), ts_max(AdjClose, 40)))), 0))",current pipeline artifact,True,cluster_19,passed,0.034527838677718116,0.03099644339197698,-0.0035313952857411353,0.2787155024076264,0.20524957102790958,1338,156,True,True,True,134,-0.15710994681142695,0.12771339654353814
cyclical_pressure_smoothed,"neg(fillna(subtract(divide(ts_ema(maximum(maximum(subtract(AdjHigh, AdjLow), abs(subtract(AdjHigh, ts_delay(AdjClose, 1)))), abs(subtract(AdjLow, ts_delay(AdjClose, 1)))), 90), ts_delay(ts_ema(maximum(maximum(subtract(AdjHigh, AdjLow), abs(subtract(AdjHigh, ts_delay(AdjClose, 1)))), abs(subtract(AdjLow, ts_delay(AdjClose, 1)))), 90), 20)), 1), 0))",current pipeline artifact,True,cluster_19,passed,0.035115740513032644,0.0309634132609225,-0.004152327252110143,0.2852323550957097,0.20637472557219289,1338,156,True,True,True,142,1.0396732728261209,0.13927596225924158
abnormality_asymmetry,"neg(abs(ts_zscore(log(volume),20)) * (high-low)/close * EWMA_up_vol/EWMA_down_vol)",historical raw cache; DSL replay not reverified,True,,passed,0.04097202646146005,0.03127297170178307,-0.00969905475967698,0.5537812868472203,0.33738009340798497,1338,156,True,True,False,144,1.046281191030067,0.07926968126057929
adaptive_volume_smoothness,"o['neg'](o['where'](o['gt'](o['ts_std'](o['ts_pct'](col('AdjClose'), 1), 20), 0), o['divide'](o['ts_std'](col('Volume'), 20), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), o['divide'](o['ts_std'](col('Volume'), 10), o['where'](o['eq'](o['ts_mean'](col('Volume'), 10), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 10)))))",historical raw cache; DSL replay not reverified,True,cluster_118,passed,0.03177770892291865,0.034485046060671244,0.002707337137752591,0.4924454595337894,0.5555788526684269,1338,156,True,True,True,134,3.1631659479083316,0.013636036201759127
adx_trend_vol_ema,"neg(o['fillna'](o['multiply'](o['multiply'](o['ADX'](col('AdjHigh'), col('AdjLow'), col('AdjClose'), 14), o['sign'](o['ts_pct'](col('AdjClose'), 10))), o['clip'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 0.5, 2.0)), 0))",historical raw cache; DSL replay not reverified,True,,passed,0.025261217580568377,0.016180122684027354,-0.009081094896541023,0.2595435362764407,0.1173334649011511,1338,156,True,True,False,145,0.8024633530710532,0.07945843492132733
amount_volume_corr,"neg(ts_corr(col('AdjAmount'), col('Volume')))",historical raw cache; DSL replay not reverified,True,cluster_96,passed,-0.0070713513949126824,0.011843906580062487,0.018915257974975168,-0.062464327959389346,0.07011665790532266,1338,156,True,False,False,144,1.2616205568376364,0.12950621627592454
asym_ratio_pure,"log(ts_mean(where(close<open, high-low, 0),20) / ts_mean(where(close>=open, high-low, 0),20))",historical raw cache; DSL replay not reverified,True,cluster_17,passed,0.03114791670061101,0.03006482325603028,-0.0010830934445807301,0.2984586030098763,0.1867005384896791,1338,156,True,True,True,137,0.848676733736069,0.08529750233392826
asym_vol_30,"log(ts_std(maximum(-ts_pct(close,1),0), 30)/ts_std(maximum(ts_pct(close,1),0), 30))",historical raw cache; DSL replay not reverified,True,cluster_14,passed,0.03707309333430748,0.03439370302825035,-0.002679390306057128,0.3934126680209961,0.28822132652194976,1338,156,True,True,True,134,0.27109422364358915,0.12053375257845206
asym_vol_attenuate,"o['where'](o['eq'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 0), o['multiply'](o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['multiply'](-1.0, o['log'](0.0)), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), o['add'](1, o['multiply'](0.3, o['clip'](o['divide'](o['subtract'](col('Volume'), o['ts_ema'](col('Volume'), 20)), o['where'](o['eq'](o['ts_ema'](col('Volume'), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_ema'](col('Volume'), 20))), o['neg'](1), 1)))), 0.7), o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['multiply'](-1.0, o['log'](0.0)), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), o['add'](1, o['multiply'](0.3, o['clip'](o['divide'](o['subtract'](col('Volume'), o['ts_ema'](col('Volume'), 20)), o['where'](o['eq'](o['ts_ema'](col('Volume'), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_ema'](col('Volume'), 20))), o['neg'](1), 1)))))",historical raw cache; DSL replay not reverified,True,cluster_17,passed,0.03668000267397072,0.03285379715060128,-0.003826205523369444,0.5770919634112661,0.3934741222917789,1338,156,True,True,True,136,3.219302927148534,0.034843306703787054
