name,has_saved,baseline_ic,ic_2026,delta,n_full,n_2026,icir_2026,status,formula,operators,source,last_date,formula_provenance,result_source,original_status
Alpha158_VOLATILITY_RANK,True,0.00029279457092969277,-0.004400970598752221,-0.004693765169681914,1851.0,153.0,-0.05574605764856227,unclassified,mined_dsl_see_land_mined14_build_formulas,[],未记录,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
Alpha158_Volume_Price_Diversity_Enhanced_Mutated,True,-0.007757753490150505,-0.006173615569046305,0.0015841379211042,1851.0,153.0,-0.05069145209306966,unclassified,mined_dsl_see_land_mined14_build_formulas,[],未记录,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
abnormality_asymmetry,True,0.04097202646146005,0.03127297170178307,-0.00969905475967698,1338.0,156.0,0.33738009340798497,decay,"neg(abs(ts_zscore(log(volume),20)) * (high-low)/close * EWMA_up_vol/EWMA_down_vol)","['abs', 'log', 'ts_zscore']",historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
adaptive_vol_asym_v2,True,-0.0097886724791319,-0.0009145550753858565,0.008874117403746044,1852.0,153.0,-0.005994357649470019,unclassified,"ts_mean(((ewm_mean(abs(max(Return, 0))) / ewm_mean(abs(Return))) * ts_mean(clip((Volume / ts_mean(Volume, 20)), 0.5, 2), 20)), 5)","['abs', 'clip', 'ewm_mean', 'max', 'ts_mean']",daily_rebuilt,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
adaptive_vol_volume_asym,True,0.034521328854819094,0.01693809419044492,-0.017583234664374173,1338.0,156.0,0.11702510128347521,decay,neg(log(EWMA_up_vol / EWMA_down_vol) * cs_rank(high - low)),"['cs_rank', 'log']",current pipeline artifact,2026-08-27,current pipeline artifact,新版评估,current evaluation
adaptive_volume_smoothness,True,0.03177770892291865,0.034485046060671244,0.002707337137752591,1338.0,156.0,0.5555788526684269,stable,"o['neg'](o['where'](o['gt'](o['ts_std'](o['ts_pct'](col('AdjClose'), 1), 20), 0), o['divide'](o['ts_std'](col('Volume'), 20), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), o['divide'](o['ts_std'](col('Volume'), 10), o['where'](o['eq'](o['ts_mean'](col('Volume'), 10), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 10)))))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
adx_trend_vol_ema,True,0.025261217580568377,0.016180122684027354,-0.009081094896541023,1338.0,156.0,0.1173334649011511,decay,"neg(o['fillna'](o['multiply'](o['multiply'](o['ADX'](col('AdjHigh'), col('AdjLow'), col('AdjClose'), 14), o['sign'](o['ts_pct'](col('AdjClose'), 10))), o['clip'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 0.5, 2.0)), 0))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
alphasage_20260901013746_2af1a0fc,False,,,,,,,missing,"ts_skew(AdjClose, 20)",['ts_skew'],未记录,,current registry; historical execution expression not reverified,历史结果,missing
alphasage_20260901013746_403762ce,False,,,,,,,missing,"ts_std(rank(AdjOpen), 20)","['rank', 'ts_std']",未记录,,current registry; historical execution expression not reverified,历史结果,missing
alphasage_log_cs_resid_ts_delta_rank_winsor,False,,,,,,,missing,"log(cs_resid(ts_delta(rank(winsorize(round(signed_sqrt(AdjAmount)), 0.01)), 10), zscore((30 * AdjLow))))","['cs_resid', 'log', 'rank', 'round', 'signed_sqrt', 'ts_delta', 'winsorize', 'zscore']",未记录,,current registry; historical execution expression not reverified,历史结果,missing
alphasage_power_ts_pct_log_amt_vwap,False,,,,,,,missing,"(power(ts_pct(log((AdjAmount * abs(AdjVwap))), 60), 0.01) * -2)","['abs', 'log', 'power', 'ts_pct']",未记录,,current registry; historical execution expression not reverified,历史结果,missing
alphasage_rank_amount,False,,,,,,,missing,rank(AdjAmount),['rank'],未记录,,current registry; historical execution expression not reverified,历史结果,missing
alphasage_zscore_ts_cov_sqrt_vol_ret,False,,,,,,,missing,"zscore(ts_cov(sqrt(Volume), Return, 60))","['sqrt', 'ts_cov', 'zscore']",未记录,,current registry; historical execution expression not reverified,历史结果,missing
amount_rank_pressure,True,-0.019706182669774232,-0.012188940194351242,0.0075172424754229895,1852.0,153.0,-0.09509447007229045,unclassified,,[],daily,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
amount_volume_corr,True,-0.0070713513949126824,0.011843906580062487,0.018915257974975168,1338.0,156.0,0.07011665790532266,unclassified,"neg(ts_corr(col('AdjAmount'), col('Volume')))",['ts_corr'],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
amount_weighted_impact,True,-0.0005791507338338308,-0.0005791507338338308,0.0,152.0,152.0,-0.003543439709947525,unclassified,Amount-weighted mean of absolute minute returns,[],minute2026,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
amount_weighted_squared_impact,True,-0.0015297676562047136,0.013008159450623533,0.014537927106828247,1852.0,153.0,0.13255814896877344,unclassified,"-(group_weighted_mean(ts_pct(close, 1)**2, amount, TradingDay))","['group_weighted_mean', 'ts_pct']",未记录,2026-08-24,current registry; historical execution expression not reverified,历史结果,decay
amt_vwap_elasticity_power,True,0.022295525631591824,0.011471074037444458,-0.010824451594147366,1852.0,153.0,0.09229149656563514,decay,,[],daily,2026-08-24,current registry; historical execution expression not reverified,历史结果,decay
asym_intraday_sma,True,0.0377262353477274,0.04773721879199915,0.010010983444271752,1338.0,156.0,0.3048309379928672,stable,"ts_mean(open - low, 40) / ts_mean(high - open, 40)",['ts_mean'],current pipeline artifact,2026-08-27,current pipeline artifact,新版评估,current evaluation
asym_ratio_pure,True,0.03114791670061101,0.03006482325603028,-0.0010830934445807301,1338.0,156.0,0.1867005384896791,stable,"log(ts_mean(where(close<open, high-low, 0),20) / ts_mean(where(close>=open, high-low, 0),20))","['log', 'ts_mean', 'where']",historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_stability_bias,True,-0.003650235956981806,-0.007220740587448855,-0.003570504630467049,1852.0,153.0,-0.08313118861242057,unclassified,"o['multiply'](o['divide'](o['ts_mean'](o['divide'](o['subtract'](col('AdjClose'), col('AdjOpen')), o['where'](o['gt'](o['subtract'](col('AdjHigh'), col('AdjLow')), 0.0), o['subtract'](col('AdjHigh'), col('AdjLow')), 1.0)), 5), o['add'](o['ts_std'](col('AdjClose'), 10), 0.0001)), o['add'](1.0, o['multiply'](1.2, o['tanh'](o['multiply'](o['divide'](o['subtract'](o['ewm_mean'](o['max'](col('Return'), 0.0), span=21), o['ewm_mean'](o['min'](col('Return'), 0.0), span=21)), o['add'](o['ewm_mean'](o['max'](col('Return'), 0.0), span=21), o['ewm_mean'](o['min'](col('Return'), 0.0), span=21))), 2.0)))))",[],round2_2026,2026-08-24,current registry; historical execution expression not reverified,历史结果,failed
asym_vol_30,True,0.03707309333430748,0.03439370302825035,-0.002679390306057128,1338.0,156.0,0.28822132652194976,stable,"log(ts_std(maximum(-ts_pct(close,1),0), 30)/ts_std(maximum(ts_pct(close,1),0), 30))","['log', 'maximum', 'ts_pct', 'ts_std']",historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_attenuate,True,0.03668000267397072,0.03285379715060128,-0.003826205523369444,1338.0,156.0,0.3934741222917789,stable,"o['where'](o['eq'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 0), o['multiply'](o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['multiply'](-1.0, o['log'](0.0)), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), o['add'](1, o['multiply'](0.3, o['clip'](o['divide'](o['subtract'](col('Volume'), o['ts_ema'](col('Volume'), 20)), o['where'](o['eq'](o['ts_ema'](col('Volume'), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_ema'](col('Volume'), 20))), o['neg'](1), 1)))), 0.7), o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['multiply'](-1.0, o['log'](0.0)), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), o['add'](1, o['multiply'](0.3, o['clip'](o['divide'](o['subtract'](col('Volume'), o['ts_ema'](col('Volume'), 20)), o['where'](o['eq'](o['ts_ema'](col('Volume'), 20), 0), o['multiply'](-1.0, o['log'](0.0)), o['ts_ema'](col('Volume'), 20))), o['neg'](1), 1)))))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_cont_gate_30,True,0.03528432078992046,0.03918409664387969,0.003899775853959224,1338.0,156.0,0.3225776076703987,stable,"o['fillna'](o['where'](o['eq'](o['where'](o['eq'](o['multiply'](o['log'](o['divide'](o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0.0, 0), 60), 1e-10, 1.0), o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0, 1.0), 60), 1e-10, 1.0))), o['clip'](o['divide'](col('Volume'), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), 0.0, 3.0)), o['multiply'](-1.0, o['log'](0.0))), o['log'](-1.0), o['multiply'](o['log'](o['divide'](o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0.0, 0), 60), 1e-10, 1.0), o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0, 1.0), 60), 1e-10, 1.0))), o['clip'](o['divide'](col('Volume'), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), 0.0, 3.0))), o['neg'](o['multiply'](-1.0, o['log'](0.0)))), o['log'](-1.0), o['where'](o['eq'](o['multiply'](o['log'](o['divide'](o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0.0, 0), 60), 1e-10, 1.0), o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0, 1.0), 60), 1e-10, 1.0))), o['clip'](o['divide'](col('Volume'), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), 0.0, 3.0)), o['multiply'](-1.0, o['log'](0.0))), o['log'](-1.0), o['multiply'](o['log'](o['divide'](o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0.0, 0), 60), 1e-10, 1.0), o['clip'](o['ts_std'](o['clip'](o['ts_pct'](col('AdjClose'), 1), 0, 1.0), 60), 1e-10, 1.0))), o['clip'](o['divide'](col('Volume'), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))), 0.0, 3.0)))), 0)",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_down_up_volatility_gated,True,0.0331997882280825,0.02641265416409408,-0.006787134063988419,1338.0,156.0,0.27027379862259565,decay,"o['where'](o['gt'](o['ts_std'](o['ts_pct'](col('AdjClose'), 1), 20), 0), o['fillna'](o['where'](o['eq'](o['where'](o['eq'](o['log'](o['divide'](o['ts_ema'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), o['where'](o['eq'](o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), 0), o['log'](-1.0), o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20)))), o['multiply'](-1.0, o['log'](0.0))), o['log'](-1.0), o['log'](o['divide'](o['ts_ema'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), o['where'](o['eq'](o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), 0), o['log'](-1.0), o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20))))), o['neg'](o['multiply'](-1.0, o['log'](0.0)))), o['log'](-1.0), o['where'](o['eq'](o['log'](o['divide'](o['ts_ema'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), o['where'](o['eq'](o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), 0), o['log'](-1.0), o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20)))), o['multiply'](-1.0, o['log'](0.0))), o['log'](-1.0), o['log'](o['divide'](o['ts_ema'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), o['where'](o['eq'](o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20), 0), o['log'](-1.0), o['ts_ema'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['power'](o['ts_pct'](col('AdjClose'), 1), 2), o['log'](-1.0)), 20)))))), 0), 0.0)",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_gated,True,0.035605123275781185,0.03228078012252489,-0.003324343153256297,1338.0,156.0,0.3911660336606766,stable,"o['where'](o['eq'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 'high'), o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['log'](-1.0), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), 1.5), o['where'](o['eq'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 'low'), o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['log'](-1.0), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0)), 0.5), o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))), 0), o['log'](-1.0), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 20), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 20))))), 1e-06, 1.0))))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_gated_by_volume_pressure,True,0.036390859003659785,0.029261563896228176,-0.0071292951074316095,1338.0,156.0,0.29923592202021504,stable,"o['fillna'](o['multiply'](o['log'](o['clip'](o['divide'](o['power'](o['ts_ema'](o['power'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), o['log'](-1.0)), 2), 20), 0), o['where'](o['eq'](o['power'](o['ts_ema'](o['power'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), o['log'](-1.0)), 2), 20), 0), 0), o['log'](-1.0), o['power'](o['ts_ema'](o['power'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), o['log'](-1.0)), 2), 20), 0))), 1e-06, 1.0)), o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20))), 0)",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_high_volume_confirmed,True,0.03492367863235044,0.03804171613877109,0.0031180375064206456,1338.0,156.0,0.30938993635349027,stable,"o['multiply'](o['ts_ema'](o['log'](o['clip'](o['divide'](o['ts_std'](o['abs'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0)), 20), o['where'](o['eq'](o['ts_std'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0), 20), 0), o['log'](-1.0), o['ts_std'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0), 20))), 1e-12, 1.0)), 5), o['where'](o['gt'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 1.0, 0.5))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_regime,True,0.03452426939851314,0.02855326030974114,-0.005971009088772003,1338.0,156.0,0.375529524784294,stable,"o['where'](o['eq'](o['divide'](col('Volume'), o['ts_mean'](col('Volume'), 20)), 1), o['multiply'](o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 15))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15))), 0), o['log'](-1.0), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15))))), 1e-06, 1.0)), 1.2), o['log'](o['clip'](o['divide'](o['divide'](o['ts_sum'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), 15))), o['where'](o['eq'](o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15))), 0), o['log'](-1.0), o['divide'](o['ts_sum'](o['where'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), o['subtract'](col('AdjHigh'), col('AdjLow')), 0), 15), o['where'](o['eq'](o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15), 0), o['log'](-1.0), o['ts_sum'](o['ge'](o['ts_pct'](col('AdjClose'), 1), 0), 15))))), 1e-06, 1.0)))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
asym_vol_volume_confirmed,True,0.0371973189156885,0.040464255133059165,0.003266936217370668,1338.0,156.0,0.32816450404004327,stable,"o['multiply'](o['ts_ema'](o['log'](o['clip'](o['divide'](o['ts_std'](o['abs'](o['where'](o['lt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0)), 20), o['where'](o['eq'](o['ts_std'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0), 20), 0), o['log'](-1.0), o['ts_std'](o['where'](o['gt'](o['ts_pct'](col('AdjClose'), 1), 0), o['ts_pct'](col('AdjClose'), 1), 0.0), 20))), 1e-12, 1.0)), 5), o['divide'](col('Volume'), o['where'](o['eq'](o['ts_mean'](col('Volume'), 20), 0), o['log'](-1.0), o['ts_mean'](col('Volume'), 20))))",[],historical raw cache; DSL replay not reverified,2026-08-27,historical raw cache; DSL replay not reverified,新版评估,current evaluation
