mean_ic,std_ic,icir,ic_positive_ratio,coverage,long_short_return,long_short_sharpe
0.11720600141681169,0.16036667508807784,0.7308625769814014,0.7142857142857143,0.9985986154320469,0.0025192990161076265,6.172713851156838
