canonical	inspection_scope	schema_discovery_status	research_callable	contract_status	panel_params	unknown_parameters	unresolved_reason	numerical_evidence_status	production_callable
ts_quantile_regression_coeff_prior	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantile_regression_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x	min_periods,q,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantile_regression_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x	min_periods,q,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantile_skew	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,q_high,q_low,q_mid,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantile_transport_curvature	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,old_window,recent_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantile_transport_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,old_window,recent_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_quantilogram	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	fixed_threshold,lag,quantile,side,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_range_expansion	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_rank	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_rank_if	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,condition	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ratio	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_realized_quarticity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recovery_fraction	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_determinism	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_diagonal_entropy	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_divergence	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_laminarity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_longest_vertical_length	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_mean_diagonal_length	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_rate	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_recurrence_trapping_time	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_regime_duration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_forecast_error	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_forecast_error_z	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_in_sample_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_intercept	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_r2	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_resid_if	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,condition	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_resid_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_slope	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_regression_tstat	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x,window	add_intercept,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_residualized_hsic	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x,y,z	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_resistance_break	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,history_window,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_resistance_fit_r2	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,points,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_resistance_level	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_resistance_log_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,points,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_resistance_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_response_slope_asymmetry	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,x	split_quantile,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_return_spectral_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_coeff	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y	x1,x2,x3,x4	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_coeff_prior	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y	x1,x2,x3,x4	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_forecast_error	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y	x1,x2,x3,x4	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_forecast_error_z	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y	x1,x2,x3,x4	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_in_sample_resid	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_predictive_resid	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	y,x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_ridge_regression_resid_z	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y	x1,x2,x3,x4	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_robust_ema	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_robust_zscore_inclusive	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	center,clip,scale,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_robust_zscore_prior	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	center,clip,min_periods,scale,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_roll_effective_spread	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_rolling_median_causal	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_rolling_sr_gaussian_mean_shift_score	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_roughness	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_rqa_determinism_fixed_rr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_rqa_laminarity_fixed_rr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_run_concentration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,state	max_run,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_run_efficiency	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,state	max_run,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_run_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,state	max_run,min_periods,normalize	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_sample_entropy	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_scale_shift	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,old_window,recent_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_score_rank_weighted_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	target,score	decay,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_semivariance_balance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_sharpe	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	unknown	x	min_periods		UNVERIFIED_NO_TRUSTED_PASS	false
ts_sign_cluster_index	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_sign_persistence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_signature_mahalanobis_anomaly	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3			UNVERIFIED_NO_TRUSTED_PASS	false
ts_skew	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_sma_cn	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	m,n	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_centroid	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_flatness	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_low_frequency_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_lowpass_trailing	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_peak_concentration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_spectral_quality_factor	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_ssa_denoise_trailing	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_ssa_prior_reconstruction_error	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_ssa_reconstruction_residual	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_staleness	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,window			UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_age_percentile	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	state	gap_policy,history_window,inactive_policy,min_completed_runs	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_density	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	bandwidth,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_entry_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	z	lower,upper	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_exit_hazard	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	state	alpha,gap_policy,history_window,inactive_policy,min_completed_runs	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_integral	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	z	half_life,lower,max_run,upper	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_state_residual_life	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	state	gap_policy,history_window,inactive_policy,min_completed_runs	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_std_if	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,condition,window	ddof,min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_stratified_mean_spread	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	target,sorter	min_periods,quantile,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_structural_level_density	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price	bandwidth,confirmation,min_coverage_fraction,min_periods,prominence,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_structural_level_strength	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	price	confirmation,decay,min_coverage_fraction,min_periods,prominence,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_student_t_kalman_filter	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_sum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_sum_decay	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_sum_if	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,condition,window	min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_super_smoother	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	period	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_support_break	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,history_window,low,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_support_fit_r2	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		history_window,left_window,low,points,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_support_level	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		history_window,low,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_support_log_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		history_window,left_window,low,points,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_support_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		history_window,low,points	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_swing_amplitude	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_swing_amplitude_atr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		atr_window,close,high,history_window,left_window,low,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_swing_amplitude_pct	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,history_window,left_window,low,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_swing_duration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_swing_velocity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,history_window,left_window,low,right_window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_tail_imbalance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	k,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_tail_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,window	min_periods,q,side	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_tail_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,q_high,q_low,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_threshold_cycle_asymmetry	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lower,upper,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_threshold_cycle_period	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	lower,upper,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_time_since_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	condition	initial_semantics,max_lookback,missing_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_time_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_time_under_water	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_topk_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	k,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_topk_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	k,min_periods,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_topk_sum	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	min_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ts_total_variation_filter_trailing	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
ts_transfer_entropy	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	target,source			UNVERIFIED_NO_TRUSTED_PASS	false
ts_transfer_entropy_peak_excess	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	target,source			UNVERIFIED_NO_TRUSTED_PASS	false
ts_transfer_entropy_peak_lag	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	target,source			UNVERIFIED_NO_TRUSTED_PASS	false
ts_transfer_entropy_peak_strength	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	target,source			UNVERIFIED_NO_TRUSTED_PASS	false
ts_transition_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	condition	missing_policy,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
