canonical	inspection_scope	schema_discovery_status	research_callable	contract_status	panel_params	unknown_parameters	unresolved_reason	numerical_evidence_status	production_callable
fin_ttm_cumulative	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		fiscal_quarter,period_id,periods_per_year,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_ttm_quarterly	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		period_id,periods_per_year,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_turnover	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		average_periods,balance,flow,period_id	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_working_capital_accruals	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		avg_assets,cash,current_assets,current_liabilities,flow_type,period_id,short_term_debt,tax_payable	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_working_capital_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		period_id,periods,working_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_yoy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		flow_type,period_id,periods_per_year,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_zscore_history	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		period_id,periods,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fin_zscore_vs_prior_history	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		period_id,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_acceleration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		lag,min_periods,period_id,periods,require_consecutive,revision_policy,value	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_accrual_quality	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	accrual,cashflow,period_id	periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_ar_resid_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	ar_lag,ddof,min_train,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_asymmetric_elasticity	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	cost,activity,period_id	add_intercept,min_obs_per_regime,mode,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_asymmetric_timeliness	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		min_periods,period_id,periods,report_return,revision_policy,scaled_earnings	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_autocorr	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	lag,min_pairs,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_change_direction_agreement	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,y,period_id	min_periods,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_direction_consistency	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	signal,period_id	min_periods,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_pair_direction_agreement	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	period_id	min_periods,periods,require_consecutive,revision_policy,signal_x,signal_y	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_pct_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		lag,min_periods,period_id,periods,require_consecutive,revision_policy,value	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_perpetual_inventory	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	flow,period_id	depreciation,periods_per_year,require_consecutive,revision_policy,warmup_periods	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_regression_resid_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,period_id,x1	add_intercept,ddof,min_obs,periods,require_consecutive,revision_policy,x2	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_reversal_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	min_pairs,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_rolling_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		ddof,min_periods,period_id,periods,require_consecutive,revision_policy,value	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_sign_agreement	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	period_id	min_periods,periods,require_consecutive,revision_policy,signal_x,signal_y	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_sign_consistency	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	signal,period_id	min_periods,periods,require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_standardized_surprise	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,period_id	lookback_periods,min_history,require_consecutive,revision_policy,seasonal_lag	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fiscal_true_streak	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	condition,period_id	require_consecutive,revision_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fix	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
flex_max	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,y_or_window			UNVERIFIED_NO_TRUSTED_PASS	false
flex_min	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,y_or_window			UNVERIFIED_NO_TRUSTED_PASS	false
float_share_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		denominator,float_shares,numerator,total_shares	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
floor	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x			UNVERIFIED_NO_TRUSTED_PASS	false
free_float_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		capitalization,free_cap	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
free_float_share_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		denominator,free_float_shares,numerator,total_shares	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
free_float_turnover	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		free_cap,volume	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
free_to_circulating_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		circulating_cap,free_cap	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
fundamental_staleness	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	available_at,decision_time			UNVERIFIED_NO_TRUSTED_PASS	false
garman_klass_vol	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		close,high,low,open,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
ge	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,y			UNVERIFIED_NO_TRUSTED_PASS	false
group_corr_mst_length	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group_id			UNVERIFIED_NO_TRUSTED_PASS	false
group_count	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_current_members_tail_coexceedance	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group_id			UNVERIFIED_NO_TRUSTED_PASS	false
group_decay_linear	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	fallback_policy	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_distribution_js_divergence	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		bins,exclude_group_from_reference,group,min_group_size,x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_ex_self_mad	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	min_peers	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_ex_self_mean	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_ex_self_quantile	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	min_peers,q	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_ex_self_std	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	min_peers	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_ex_self_weighted_mean	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,weight,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_coverage_ratio	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_effective_rank	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_mode_localization	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_mode_share	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_second_mode_localization	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_spectral_gap	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_feature_valid_member_count	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	f1,f2,f3,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_impute_median	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	min_group_size	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_kurtosis	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_leader_laggard_exposure	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		group,lag,leader_return,own_return,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_max	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_mean	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_min	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_multi_level_rank_consistency	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		group1,group2,group3,x	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_multi_resid	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	y,group,x1,x2,x3,x4,x5	add_intercept,min_obs	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_neutralize	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_normalize	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_peer_beta_deviation	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		beta,group,weight	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_peer_deviation_index	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		d1,d2,d3,d4,d5	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_peer_information_diffusion	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		group,lag,own_return,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_percentile	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	missing_group_policy,p,side	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_quantile_spread	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	q_high,q_low	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_rank	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_rank_weighted_value	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_return_dispersion_exposure	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		industry_dispersion,own_return,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_signal_attraction_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	damping	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_skewness	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_spd_feature_structure_shift	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	f1,f2,f3,group	composition_policy,min_peers,min_reference_days,reference_window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_std	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_sum	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_tail_centrality	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group_id			UNVERIFIED_NO_TRUSTED_PASS	false
group_tail_lead_score	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group_id			UNVERIFIED_NO_TRUSTED_PASS	false
group_tail_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	q_high,q_low	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_topk_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		exclude_self,group,k,score,target	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_ts_decay_linear	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	fallback_policy,normalize,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_valid_count	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
group_wasserstein_barycenter_distance	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		group,x	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_weighted_mean	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	group,weight	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_weighted_zscore	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x	group,weight	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_winsorize	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	x,group	a	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
group_zscore	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group			UNVERIFIED_NO_TRUSTED_PASS	false
gt	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,y			UNVERIFIED_NO_TRUSTED_PASS	false
hfl_hurst_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret	max_agg,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
hfl_variance_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	ret	k,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
hierarchical_group_neutralize	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	x,group,subgroup			UNVERIFIED_NO_TRUSTED_PASS	false
high_low_spread_proxy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		high,low,window	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_class_entropy	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s2,s3,s4,s5,s6,s7,s8	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_class_js_shift	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	s1,s2,s3,s4,s5,ps1,ps2,ps3,ps4,ps5			UNVERIFIED_NO_TRUSTED_PASS	false
holder_common_holding_peer_return	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		overlap,own_return,peer_return	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_company_ownership_hhi	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_concentration	all runtime canonicals; metadata/topology/schema discovery only	SCOPED_CHECKED_SCHEMA_DISCOVERY	true	declared	top_holder_shares,total_shares			UNVERIFIED_NO_TRUSTED_PASS	false
holder_concentration_acceleration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		concentration,snapshot_date,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_concentration_change	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	concentration	lag	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_concentration_slope	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		concentration,snapshot_date,window	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_count_change_rate	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown	holder_count	lag	MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_disclosure_count	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_disclosure_coverage	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_entry_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_exit_share	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		p1,p10,p2,p3,p4,p5,p6,p7,p8,p9,psid1,psid10,psid2,psid3,psid4,psid5,psid6,psid7,psid8,psid9,s1,s10,s2,s3,s4,s5,s6,s7,s8,s9,sid1,sid10,sid2,sid3,sid4,sid5,sid6,sid7,sid8,sid9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_float_concentration_gap	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		top10_concentration,top10_float_concentration	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_freeze_concentration	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		s1,s10,s2,s3,s4,s5,s6,s7,s8,s9	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
holder_freeze_ratio	all runtime canonicals; metadata/topology/schema discovery only	UNVERIFIED	false	unknown		freeze_shares,total_capital	NO_CONCRETE_SIGNATURE_OR_PANEL_DECLARATION;MISSING_AUTHORITATIVE_PARAM_SPEC	UNVERIFIED_NO_TRUSTED_PASS	false
