canonical,model_family,category,source_file,surface,descriptive_or_predictive,fit_cutoff_offset,feature_cutoff,score_time,forecast_horizon,label_horizon,label_used,label_maturity_enforced,purge,embargo,scaler_scope,pca_scope,hyperparam_scope,filter_or_smoother,timing_contract_source,in_sample_looks_predictive
ts_markov_committor,state,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_entropy_production,entropy,state_dynamics,cleaned_operators.markov_dynamics,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_mean_first_passage_time,dmd,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_persistence,state,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_spectral_gap,state,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_state_entropy,entropy,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_stationary_surprisal,state,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_markov_transition_surprisal,state,state_dynamics,cleaned_operators.markov_dynamics,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_matrix_profile_discord_score,rqa,time_series_regression,cleaned_operators.ts_model.sequence_anomaly,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_matrix_profile_motif_age,rqa,candle_state_space,cleaned_operators.candle_state_space,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_matrix_profile_motif_frequency,rqa,candle_state_space,cleaned_operators.candle_state_space,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_matrix_profile_neighbor_dispersion,rqa,candle_state_space,cleaned_operators.candle_state_space,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_matrix_profile_novelty,rqa,candle_state_space,cleaned_operators.candle_state_space,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_mean_reversion_half_life,ar,time_series_regression,cleaned_operators.ts_model.ar_meanrev,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_mean_reversion_ou_approx_half_life,ar,time_series_regression,cleaned_operators.ts_model.ar_meanrev,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_motif_recurrence_count,rqa,time_series_regression,cleaned_operators.ts_model.sequence_anomaly,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_multi_regression_adjusted_r2_prior,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_multi_regression_coeff,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multi_regression_coeff_prior,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_multi_regression_coeff_stability,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multi_regression_forecast_error,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_multi_regression_forecast_error_z,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_multi_regression_r2,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multi_regression_r2_prior,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_multi_regression_resid,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multi_regression_resid_z,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multiscale_entropy_slope,entropy,time_series_regression,cleaned_operators.ts_model.complexity,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_multiscale_permutation_entropy_slope,entropy,state_geometry,cleaned_operators.state_geometry,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_ordinal_irreversibility,generic,state_geometry,cleaned_operators.state_geometry,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_partial_corr,generic,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_path_leadlag_area,generic,time_series_regression,cleaned_operators.ts_model.path_signature,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_path_signature_area,generic,time_series_regression,cleaned_operators.ts_model.path_signature,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_path_signature_depth2_norm,generic,time_series_regression,cleaned_operators.ts_model.path_signature,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_poly2_forecast_error,generic,time_series,cleaned_operators.common.time_series,extended,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_poly2_forecast_error_z,generic,time_series,cleaned_operators.common.time_series,extended,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_pseudocount_sample_entropy,entropy,time_series_regression,cleaned_operators.ts_model.complexity,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile,regression,time_series,cleaned_operators.common.polars_ops,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_beta_spread,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_crossing_spectral_concentration,regression,quantile_dynamics,cleaned_operators.advanced_quantile_dynamics,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_if,regression,robust_statistics,cleaned_operators.common.polars_robust_stats,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_kurtosis,regression,time_series_risk,cleaned_operators.robust_tail,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_range,regression,robust_statistics,cleaned_operators.common.polars_robust_stats,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_regression_beta,regression,extreme_tail,cleaned_operators.extreme_tail,research,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_regression_coeff,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_regression_coeff_prior,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,extended,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_quantile_regression_resid,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_regression_slope,regression,time_series_regression,cleaned_operators.regression_models,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_skew,regression,time_series_risk,cleaned_operators.robust_tail,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_transport_curvature,regression,time_series_distribution,cleaned_operators.alpha_language_distribution,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_quantile_transport_slope,regression,time_series_distribution,cleaned_operators.alpha_language_distribution,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_determinism,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_diagonal_entropy,rqa,time_series_recurrence,cleaned_operators.recurrence_analysis,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_divergence,rqa,time_series_recurrence,cleaned_operators.recurrence_analysis,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_laminarity,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_longest_vertical_length,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_mean_diagonal_length,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_rate,rqa,time_series_recurrence,cleaned_operators.recurrence_analysis,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_recurrence_trapping_time,rqa,time_series_recurrence,cleaned_operators.recurrence_analysis,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regime_duration,state,time_series_regression,cleaned_operators.ts_model.complexity,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_forecast_error,regression,time_series_regression,cleaned_operators.overhaul.base,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_regression_forecast_error_z,regression,time_series_regression,cleaned_operators.overhaul.base,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_regression_in_sample_resid,regression,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_intercept,regression,math,cleaned_operators.common.polars_cs_misc,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_r2,regression,math,cleaned_operators.common.polars_cs_misc,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_resid,regression,math,cleaned_operators.common.polars_cs_misc,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_resid_if,regression,robust_statistics,cleaned_operators.common.polars_robust_stats,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_resid_mean,regression,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_slope,regression,time_series,cleaned_operators.production_repairs,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_regression_tstat,regression,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_residualized_hsic,kernel,research_nonlinear,cleaned_operators.gemini_v2_common,extended,predictive,1,1,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_return_spectral_entropy,entropy,spectral,cleaned_operators.spectral_ext,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_ridge_regression_coeff,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_ridge_regression_coeff_prior,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_ridge_regression_forecast_error,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_ridge_regression_forecast_error_z,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,predictive,1,1,0,1,1,True,True,0,0,train,train,train,none,generated,False
ts_ridge_regression_in_sample_resid,regression,time_series_regression,cleaned_operators.regression_models,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_ridge_regression_predictive_resid,regression,time_series_regression,cleaned_operators.regression_models,extended,predictive,1,1,0,0,,False,False,0,0,train,train,train,none,generated,False
ts_ridge_regression_resid_z,regression,time_series_regression,cleaned_operators.ts_model.dynamic_regression,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_rqa_determinism_fixed_rr,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_rqa_laminarity_fixed_rr,rqa,time_series_recurrence,cleaned_operators.gemini_v2_common,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_run_concentration,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_run_efficiency,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_run_strength,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_sign_cluster_index,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_sign_persistence,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_signature_mahalanobis_anomaly,generic,research_transform,cleaned_operators.research_transform,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_spectral_centroid,spectral,spectral,cleaned_operators.spectral,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_spectral_entropy,entropy,spectral,cleaned_operators.spectral_ext,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_spectral_flatness,spectral,spectral,cleaned_operators.spectral,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_spectral_low_frequency_ratio,spectral,time_series_regression,cleaned_operators.ts_model.wavelet_spectral,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_spectral_peak_concentration,spectral,spectral,cleaned_operators.spectral,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_spectral_quality_factor,spectral,spectral,cleaned_operators.spectral,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_ssa_reconstruction_residual,dmd,hankel,cleaned_operators.hankel,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,explicit,False
ts_state_age_percentile,state,time_series_state,cleaned_operators.stateful.survival,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_state_density,state,state_geometry,cleaned_operators.state_geometry,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_state_entry_strength,state,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_state_exit_hazard,state,time_series_state,cleaned_operators.stateful.survival,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_state_integral,state,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_state_residual_life,state,time_series_state,cleaned_operators.stateful.survival,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_time_slope,generic,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_transfer_entropy,entropy,information_theory,cleaned_operators.advanced_information,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_transfer_entropy_peak_excess,entropy,information_theory,cleaned_operators.advanced_information,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_transfer_entropy_peak_lag,entropy,information_theory,cleaned_operators.advanced_information,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_transfer_entropy_peak_strength,entropy,information_theory,cleaned_operators.advanced_information,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_transition_intensity,generic,time_series_state,cleaned_operators.alpha_language_state,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_trend_tstat,generic,time_series_regression,cleaned_operators.overhaul.base,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_turning_point_ratio,generic,time_series_regression,cleaned_operators.ts_model.complexity,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_turnover_cost_quantile_distance,regression,time_series_chip_cost,cleaned_operators.turnover_survival,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_turnover_near_cost_mass,generic,time_series_chip_cost,cleaned_operators.turnover_survival,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_two_state_regime_probability,state,time_series_regression,cleaned_operators.ts_model.complexity,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_variance_ratio_proxy,ar,time_series_regression,cleaned_operators.regression_models,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_variance_ratio_slope,ar,time_series_regression,cleaned_operators.ts_model.ar_meanrev,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_vector_state_local_density,state,candle_state_space,cleaned_operators.candle_state_space,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_vector_state_mahalanobis,state,candle_state_space,cleaned_operators.candle_state_space,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_vol_shift_score,generic,time_series_regression,cleaned_operators.regression_models,daily,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_wavelet_energy_slope,spectral,time_series_regression,cleaned_operators.ts_model.wavelet_spectral,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_wavelet_entropy,entropy,time_series_regression,cleaned_operators.ts_model.wavelet_spectral,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_wavelet_high_frequency_ratio,spectral,time_series_regression,cleaned_operators.ts_model.wavelet_spectral,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
ts_wavelet_low_frequency_ratio,spectral,time_series_regression,cleaned_operators.ts_model.wavelet_spectral,extended,descriptive,0,0,0,0,,False,False,0,0,full,full,full,none,generated,False
