date,ic
2022-12-20,-0.027894123531707428
2022-12-21,0.10649575750246891
2022-12-22,0.1579549348005724
2022-12-23,0.12308144019553416
2022-12-26,0.13538477464651963
2022-12-27,0.12086583227522828
2022-12-28,0.008957248890134797
2022-12-29,-0.002662668770051321
2022-12-30,0.01091268705222438
2023-01-03,0.0769336385959224
2023-01-18,-0.016499110458842003
2023-01-19,-0.0042704393232203645
2023-01-20,0.0186208172785354
2023-01-30,0.04873833565108734
2023-01-31,0.10350649612394579
2023-02-01,0.09303308799953097
2023-02-02,0.023977760554941767
2023-02-03,0.016382764704912355
2023-02-06,-0.04298746580625776
2023-02-07,-0.022354416649718666
2023-02-08,-0.03639423438081156
2023-02-09,-0.07609790999052746
2023-02-10,-0.12960596349858097
2023-02-13,-0.08361915912251484
2023-02-14,-0.11482180777482794
2023-02-15,-0.1074063691513356
2023-02-16,-0.10834171572426607
2023-02-17,-0.070294363918525
2023-02-20,0.001438290028894056
2023-02-21,-0.03846280691918277
2023-02-22,0.006110442352053091
2023-02-23,0.06600606097250393
2023-02-24,0.021712682786508293
2023-02-27,0.016198626936881972
2023-02-28,0.06641693554445233
2023-03-01,0.019456766101061406
2023-03-02,0.01946730134649598
2023-03-03,0.010347901287498604
2023-03-06,0.012629010951158603
2023-03-07,-0.0010214607530043772
2023-03-08,0.05755312970078072
2023-03-09,0.01699930558990962
2023-03-10,-0.005818661858930316
2023-03-13,0.038535637528926116
2023-03-14,0.03772854611780787
2023-03-15,0.08173060186483005
2023-03-16,0.14127580906104398
2023-03-17,0.15846200074387995
2023-03-20,0.11622757595911962
2023-03-21,0.13602834072632733
2023-03-22,0.17258289405940416
2023-03-23,0.14785484080786093
2023-03-24,0.08874844948670453
2023-03-27,0.040446181385778705
2023-03-28,0.020247825616953135
2023-03-29,-0.02788542050287017
2023-03-30,-0.01150448801455513
2023-03-31,0.011717483193993261
2023-04-03,0.012065604347483543
2023-04-19,-0.1633073303212216
2023-04-20,-0.18976366429273575
2023-04-21,-0.16961428396386857
2023-04-24,-0.2012224329909832
2023-04-25,-0.1950217043357575
2023-04-26,-0.16839799802719918
2023-04-27,-0.15636182246920502
2023-04-28,-0.10898740545043023
2023-05-04,0.0999694592221232
2023-05-05,0.21131829159505355
2023-05-08,0.24957189084659623
2023-05-09,0.23581213677004736
2023-05-10,0.20454921267328627
2023-05-11,0.20598661084055564
2023-05-12,0.16563394423332625
2023-05-15,0.21170704760313114
2023-05-16,0.1950233521918822
2023-05-17,0.1559411711625629
2023-05-18,0.1289911292017612
2023-05-19,0.07308786573508361
2023-05-22,-0.03231873089555412
2023-05-23,-0.07630850820924318
2023-05-24,-0.09228858438957147
2023-05-25,-0.16027596859031332
2023-05-26,-0.07496654199574015
2023-05-29,0.001072305131960356
2023-05-30,-0.010300957814789484
2023-05-31,-0.0017967178122413182
2023-06-01,0.06197476188901282
2023-06-02,0.12041698057701584
2023-06-05,0.16901629413496325
2023-06-06,0.16159902159611722
2023-06-07,0.11922834330442582
2023-06-08,0.1257855916744092
2023-06-09,0.04919318342137134
2023-06-12,0.03222754850192822
2023-06-13,0.0033989912043287263
2023-06-14,-0.0074754479972556475
2023-06-15,0.024466512737518348
2023-06-16,0.004583748922141204
2023-06-19,-0.015135724416085555
2023-06-20,0.01697732482314337
2023-06-21,0.009090084593440299
2023-06-26,0.07105475821661096
2023-06-27,0.05820128298691687
2023-06-28,0.08944584717181936
2023-06-29,0.05145505481075951
2023-06-30,0.043810365102408044
2023-07-03,0.007113811595414606
2023-07-18,-0.05960772623903239
2023-07-19,-0.05401319317095234
2023-07-20,-0.05326866361445964
2023-07-21,-0.07928845990866808
2023-07-24,-0.011403807727461707
2023-07-25,0.024925931724938268
2023-07-26,-0.04930527805658166
2023-07-27,0.010970087293631772
2023-07-28,0.1199499379961672
2023-07-31,0.12429584811102605
2023-08-01,0.06610852576072504
2023-08-02,0.13074315126291158
2023-08-03,0.10691724009849822
2023-08-04,0.09302684116548232
2023-08-07,0.14769335310911783
2023-08-08,0.20964964955025056
2023-08-09,0.16293035150773982
2023-08-10,0.10281875881552813
2023-08-11,-0.006977313499399195
2023-08-14,0.08494064789902862
2023-08-15,0.2237749470839782
2023-08-16,0.2800061183967953
2023-08-17,0.2934195946275648
2023-08-18,0.2596451397845041
2023-08-21,0.17363799690452036
2023-08-22,0.198535162537958
2023-08-23,0.1753857242083462
2023-08-24,0.15927049796627024
2023-08-25,0.272820935118705
2023-08-28,0.23603122810748983
2023-08-29,0.1912319858890226
2023-08-30,0.11972836431765371
2023-08-31,0.12908993617516398
2023-09-01,0.05273980699794576
2023-09-04,-0.03804650694021793
2023-09-05,-0.07863938278312296
2023-09-06,-0.04087399840565017
2023-09-07,-0.07291793437353497
2023-09-08,-0.053494519001257
2023-09-11,-0.004618573366390678
2023-09-12,-0.04906608695385209
2023-09-13,-0.032666741314015625
2023-09-14,0.05646496166890057
2023-09-15,0.037660777360939104
2023-09-18,0.08517508894236735
2023-09-19,0.12411188559324378
2023-09-20,0.13925279145168512
2023-09-21,0.07359898430582917
2023-09-22,-0.008421461007825176
2023-09-25,-0.05666246663137847
2023-09-26,-0.02901309559286894
2023-09-27,-0.036600059389204215
2023-09-28,-0.0936542436720075
2023-10-23,0.18420235366544094
2023-10-24,0.22712755011657057
2023-10-25,0.2056864674314339
2023-10-26,0.23971027158946626
2023-10-27,0.14708943232433166
2023-10-30,0.12386746111578326
2023-10-31,0.053636766724015045
2023-11-01,0.05317825452053641
2023-11-02,0.06467267274970324
2023-11-03,0.13805385617466157
2023-11-06,0.1039297381579261
2023-11-07,0.0481332461198233
2023-11-08,0.013829114406022315
2023-11-09,0.02184735070641111
2023-11-10,0.01714405070109768
2023-11-13,0.05552944646904379
2023-11-14,0.058875532029894456
2023-11-15,0.055935282445349566
2023-11-16,0.09068143799687424
2023-11-17,0.11804513482365833
2023-11-20,0.002346611407014092
2023-11-21,-0.07963866856484307
2023-11-22,-0.01785724101160343
2023-11-23,-0.052891512623056254
2023-11-24,0.04217212942045157
2023-11-27,0.0008561032050964937
2023-11-28,-0.026957860850478303
2023-11-29,-0.009701586882794938
2023-11-30,0.028800612693230143
2023-12-01,0.060306035138249905
2023-12-04,-0.039338148398551084
2023-12-05,-0.05747297022464808
2023-12-06,-0.038588313756098995
2023-12-07,-0.014890424286397443
2023-12-08,0.011957503568241826
2023-12-11,0.05138176614686683
2023-12-12,0.03339626997345119
2023-12-13,0.045613948298512064
2023-12-14,0.027565698706638306
2023-12-15,0.07656100273549939
2023-12-18,0.0567652765639343
2023-12-19,-0.0058745444651484915
2023-12-20,-0.008312766702028448
2023-12-21,-0.026474613722935875
2023-12-22,-0.04795826943477951
2023-12-25,-0.1136542277481875
2023-12-26,-0.2000010993299584
2023-12-27,-0.1600459519922607
2023-12-28,-0.20550599409659814
2023-12-29,-0.2034740658901733
2024-01-02,-0.1997867299880723
2024-01-03,-0.2606291465351868
2024-01-18,-0.15223704485449452
2024-01-19,-0.2059672546249728
2024-01-22,-0.18978191125842134
2024-01-23,-0.0836168688517682
2024-01-24,0.039903387218823465
2024-01-25,-0.0441536716704502
2024-01-26,-0.028936654775580956
2024-01-29,0.011978116004961644
2024-01-30,0.24715594178681427
2024-01-31,0.29923715661970696
2024-02-01,0.4967569766227485
2024-02-02,0.6238161590510586
2024-02-05,0.5735474644870618
2024-02-06,0.36657020046281796
2024-02-07,0.2125284222599659
2024-02-08,0.32371328008911904
2024-02-19,0.37563555013219446
2024-02-20,0.30794797237750265
2024-02-21,0.25756568038447236
2024-02-22,0.2839921984217286
2024-02-23,0.23317658720343287
2024-02-26,0.27290591384551116
2024-02-27,0.359795121540088
2024-02-28,0.37821668526366514
2024-02-29,0.19651942974090625
2024-03-01,0.19207951087145722
2024-03-04,0.32765071355675385
2024-03-05,0.3913454332917421
2024-03-06,0.3589715401795939
2024-03-07,0.2931386236755365
2024-03-08,0.1231290778270644
2024-03-11,-0.04717499683942637
2024-03-12,-0.13555059024857685
2024-03-13,-0.0663679237504741
2024-03-14,-0.03720636438757245
2024-03-15,0.007574383413309589
2024-03-18,-0.12326374574696725
2024-03-19,-0.0659135340343394
2024-03-20,-0.10286751058563141
2024-03-21,-0.072119251649453
2024-03-22,-0.022457020779168436
2024-03-25,-0.0770721911661509
2024-03-26,0.017231539043619584
2024-03-27,0.0426365963278715
2024-03-28,0.002186292454748831
2024-03-29,0.019975283398102193
2024-04-01,-0.040341745039731626
2024-04-02,-0.004669862052412389
2024-04-03,-0.02759547222634471
2024-04-22,0.15647333455240364
2024-04-23,0.16608212930537408
2024-04-24,0.10233944982539625
2024-04-25,0.16547558832475281
2024-04-26,0.08956735461549982
2024-04-29,0.10975802893400018
2024-04-30,-0.04300086263289788
2024-05-06,-0.07633557628048747
2024-05-07,-0.09765065402445232
2024-05-08,-0.04835759099086016
2024-05-09,-0.06367886285020628
2024-05-10,0.09333105832562309
2024-05-13,0.021264294040306282
2024-05-14,-0.035555835478148015
2024-05-15,-0.013657601259134311
2024-05-16,-0.020559585615713166
2024-05-17,0.06003966075969051
2024-05-20,-0.0010741390712381827
2024-05-21,0.09383306544763091
2024-05-22,0.015484120977707162
2024-05-23,-0.010586112477985448
2024-05-24,0.06815246879897274
2024-05-27,0.07540736294236941
2024-05-28,0.03255698267854605
2024-05-29,-0.06359383531284837
2024-05-30,0.009509454946402708
2024-05-31,-0.022272030664142007
2024-06-03,-0.013917079937110749
2024-06-04,-0.0007544167389837173
2024-06-05,-0.02034451464777991
2024-06-06,0.0004324036616440197
2024-06-07,-0.038365294105558306
2024-06-11,-0.06038855403823816
2024-06-12,0.0007502935557896045
2024-06-13,-0.027325285989737727
2024-06-14,-0.09082584986347092
2024-06-17,-0.08225220012280103
2024-06-18,-0.08299681560185868
2024-06-19,-0.11617875042184608
2024-06-20,-0.12330449533987375
2024-06-21,-0.10691827932577597
2024-06-24,-0.20748958240659862
2024-06-25,-0.2288750337530539
2024-06-26,-0.2118859800104678
2024-06-27,-0.11179997618184759
2024-06-28,-0.0604910747263407
2024-07-01,-0.11851526462206544
2024-07-02,-0.13735736029428752
2024-07-03,-0.036855358731853444
2024-07-18,0.11266757911053214
2024-07-19,0.12815301573690835
2024-07-22,0.26379888124854567
2024-07-23,0.2449293405669245
2024-07-24,0.3148705447363166
2024-07-25,0.19935753325015068
2024-07-26,0.24241187496221056
2024-07-29,0.22646242948256376
2024-07-30,0.0833154692215095
2024-07-31,0.13198418064189876
2024-08-01,0.04035869304325681
2024-08-02,-0.019934516578811883
2024-08-05,-0.0604512383035873
2024-08-06,-0.09788846198242171
2024-08-07,-0.1449494033386651
2024-08-08,-0.19236854303968398
2024-08-09,-0.188376601128279
2024-08-12,-0.16327248542013645
2024-08-13,-0.18334304408129912
2024-08-14,-0.06510186208172786
2024-08-15,0.13472288640073876
2024-08-16,0.07681064224688386
2024-08-19,0.11562477669860222
2024-08-20,0.1254367546313855
2024-08-21,0.1510506846077316
2024-08-22,0.0856588742494783
2024-08-23,0.10167794395982317
2024-08-26,0.09170839539967059
2024-08-27,0.14841687324908803
2024-08-28,0.02530840785874343
2024-08-29,-0.014426415433126843
2024-08-30,-0.06906448852757578
2024-09-02,-0.08919871671549526
2024-09-03,-0.1366283916619487
2024-09-04,-0.11669433313728617
2024-09-05,-0.023673623443591026
2024-09-06,-0.0029258212138871696
2024-09-09,0.06220902822541483
2024-09-10,0.08983633837883914
2024-09-11,0.11638264061605619
2024-09-12,0.21761284823713975
2024-09-13,0.2384130895400934
2024-09-18,0.21992599677163438
2024-09-19,0.2858601432426936
2024-09-20,0.2577241671201403
2024-09-23,0.23879141496591164
2024-09-24,0.25802739896699634
2024-09-25,0.1986319754776131
2024-09-26,0.09732047483725337
2024-09-27,0.07478924928589359
2024-09-30,-0.06492459512593741
2024-10-22,0.19737617198614477
2024-10-23,0.21060623571292614
2024-10-24,0.15062007426404242
2024-10-25,0.15890473338041441
2024-10-28,0.16733687215140727
2024-10-29,0.18911845870883195
2024-10-30,0.07245066347445765
2024-10-31,-0.058166312326557605
2024-11-01,-0.02307622988523128
2024-11-04,0.09956099904968467
2024-11-05,0.12430409933829231
2024-11-06,0.08064617741318161
2024-11-07,0.2291096297192592
2024-11-08,0.2518737295641089
2024-11-11,0.20255020646932775
2024-11-12,0.1998632476451767
2024-11-13,0.20171070164074492
2024-11-14,0.10825465123409352
2024-11-15,-0.04942593099071384
2024-11-18,-0.06821879674016454
