canonical,aliases,source,backends,surface,lifecycle,role,public_loaded,raw_registry_callable,pit_safe,production_certified,allow_in_production,state_model,chunking,legacy_seed_fallback,final_disposition
constant,[],,"['pandas_numpy', 'polars']",internal,experimental,internal,True,True,True,False,False,stateless,independent,False,MOVE_INTERNAL
corwin_schultz_spread,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cos,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cos_phase,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cosh,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
coskewness_to_market,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cot,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
cross_event,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_actual_lof_score,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_autoencoder_reconstruction_error,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_bucket,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_bucket_fixed,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_bucket_historical,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_count,['cs_count'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_coverage_ratio,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_demean,"['cs_demean', 'cs_demean']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_fill_mean,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_fill_median,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_hartigan_dip,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_huber_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_impute_mean,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_impute_median,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_isolation,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_isotonic_residual,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_isotonic_residual_lagged_direction,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_distance,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_graph_dirichlet_energy,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_local_gradient_norm,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_local_linear_residual,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_local_moran,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_neighbor_retention,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_peer_mean_ex_self,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_knn_tangent_residual,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_lad_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_local_curvature,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_local_density,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_local_density_score,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_mad,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_mad_zscore,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_mahalanobis_distance,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_mean,['cs_mean'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_multi_resid,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_multi_ridge_resid,['cs_multi_ridge_resid'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_neighbor_gap,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_neutralize,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_pct_rank,['cs_pct_rank'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_physical_panel_coverage,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_quantile,"['cs_quantile', 'cs_quantile']",,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_quantile_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_rank_churn,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_rank_combined_churn,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_rank_composition_churn,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_rank_copula_entropy,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_rank_copula_mi,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_rank_gaussian,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_regression,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_relative_density_ratio,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_resid,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_residual_percentile,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_ridge_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_robust_mahalanobis_mad,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_shrinkage_mahalanobis,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_sliced_wasserstein_copula_shift,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_spline_resid,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_std,['cs_std'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_sum,['cs_sum'],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_tail_breadth,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_tail_retention,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_trimmed_ols_resid,['cs_trimmed_ols_resid'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
cs_universe_coverage,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_valid_count,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_weighted_demean,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_weighted_mean,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_weighted_percentile_rank,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_weighted_zscore,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
cs_wls_resid,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
csc,[],,"['pandas_numpy', 'polars', 'sql']",unsafe,experimental,unsafe,True,True,True,False,False,stateless,independent,False,DELETE_COMPLETELY
cube,[],,"['pandas_numpy', 'polars', 'sql']",legacy,deprecated,legacy,True,True,False,False,False,stateless,independent,False,DELETE_TOMBSTONE
date_diff_days,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
digital_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
directional_change_extent,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
directional_change_state,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
divide,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
dollar_volume,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
dollar_volume_zscore,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
donchian_lower,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
donchian_mid,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
donchian_position,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
donchian_upper,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
down_volume_ratio,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
earnings_yield,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
efficiency_ratio,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
eq,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_abnormal_return_past,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_active_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_allan_factor,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_allan_log_mean,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_allan_scaling_slope,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_arithmetic_return_sum,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_cluster_count,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_cluster_mean_size,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_cumulative_return_past,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_decay_asof,['event_decay_asof'],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,recursive,required_full_history,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_fano_excess,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_fano_factor,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_frequency,[],,"['pandas_numpy', 'polars', 'sql']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_hawkes_branching_ratio_proxy,['event_hawkes_branching_ratio_proxy'],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,False,False,False,stateless,independent,False,KEEP_PRODUCTION_CONTEXTUAL
event_historical_response_mean,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_historical_response_sign_balance,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_interval_mark_coupling,[],,"['pandas_numpy', 'polars']",extended,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_interval_memory,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_level_survival_share,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
event_local_variation,[],,"['pandas_numpy', 'polars']",daily,experimental,factor,True,True,True,False,False,stateless,independent,False,KEEP_PRODUCTION_PENDING_EVIDENCE
