canonical,surface,available_at,same_session_usable,inferred_available_at,inferred_same_session_usable,input_panels,status
intra_high_low_affinity,daily,,,,,[],OK
intra_high_time,daily,session_close,False,session_close,False,[],OK
intra_idiosyncratic_kurtosis,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_idiosyncratic_kurtosis_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_idiosyncratic_skewness,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_idiosyncratic_skewness_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_idiosyncratic_variance,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_idiosyncratic_variance_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_industry_lead_lag_ex_self,daily,,,session_close,False,"['close', 'industry']",NEEDS_DECL
intra_interval_amount_share,daily,,,session_close,False,['amount'],NEEDS_DECL
intra_interval_illiquidity,daily,,,session_close,False,"['close', 'amount']",NEEDS_DECL
intra_interval_realized_variance,daily,,,session_close,False,['close'],NEEDS_DECL
intra_interval_return,daily,,,session_close,False,['close'],NEEDS_DECL
intra_interval_volume_share,daily,,,session_close,False,['volume'],NEEDS_DECL
intra_interval_vwap_deviation,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_jump_clustering,daily,,,session_close,False,['close'],NEEDS_DECL
intra_jump_concentration,daily,,,session_close,False,['close'],NEEDS_DECL
intra_jump_count,daily,,,session_close,False,['close'],NEEDS_DECL
intra_jump_first_time,daily,,,session_close,False,['close'],NEEDS_DECL
intra_jump_last_time,daily,,,session_close,False,['close'],NEEDS_DECL
intra_jump_ratio,daily,session_close,False,session_close,False,['close'],OK
intra_jump_variation,daily,,,session_close,False,['close'],NEEDS_DECL
intra_kyle_lambda_proxy,daily,session_close,False,session_close,False,"['close', 'amount']",OK
intra_limit_duration,daily,session_close,False,session_close,False,['close'],OK
intra_limit_first_hit_time,daily,session_close,False,session_close,False,['close'],OK
intra_limit_reopen_count,daily,session_close,False,session_close,False,['close'],OK
intra_longest_above_vwap_streak,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_longest_below_vwap_streak,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_low_time,daily,session_close,False,session_close,False,[],OK
intra_lunch_gap_return,daily,session_close,False,session_close,False,['close'],OK
intra_market_lead_lag_ex_self,daily,,,session_close,False,['close'],NEEDS_DECL
intra_market_model_r2,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_market_model_r2_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_max_drawdown,daily,,,session_close,False,['close'],NEEDS_DECL
intra_max_drawup,daily,,,session_close,False,['close'],NEEDS_DECL
intra_negative_jump_variation,daily,,,session_close,False,['close'],NEEDS_DECL
intra_negative_tail_variation,daily,,,session_close,False,['close'],NEEDS_DECL
intra_path_efficiency,daily,session_close,False,session_close,False,['close'],OK
intra_positive_jump_variation,daily,,,session_close,False,['close'],NEEDS_DECL
intra_positive_tail_variation,daily,,,session_close,False,['close'],NEEDS_DECL
intra_price_vwap_max_negative_excursion,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_price_vwap_max_positive_excursion,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_profile_earth_mover_distance,daily,,,,,['x'],OK
intra_realized_beta,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_realized_beta_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_realized_correlation,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_realized_correlation_ex_self,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_realized_kurtosis,daily,,,session_close,False,['close'],NEEDS_DECL
intra_realized_quarticity,daily,,,session_close,False,['close'],NEEDS_DECL
intra_realized_semivariance,daily,session_close,False,session_close,False,['close'],OK
intra_realized_skewness,daily,,,session_close,False,['close'],NEEDS_DECL
intra_realized_variance,daily,session_close,False,session_close,False,['close'],OK
intra_return_activity_corr,daily,session_close,False,session_close,False,"['close', 'activity']",OK
intra_return_profile_cosine,daily,,,,,['x'],OK
intra_same_slot_momentum,daily,,,session_close,False,['close'],NEEDS_DECL
intra_same_slot_reversal,daily,,,session_close,False,['close'],NEEDS_DECL
intra_segment_amount_share,daily,session_close,False,session_close,False,[],OK
intra_segment_realized_vol,daily,session_close,False,session_close,False,['close'],OK
intra_segment_return,daily,session_close,False,session_close,False,['close'],OK
intra_segment_volume_share,daily,session_close,False,session_close,False,[],OK
intra_segment_vwap_deviation,daily,session_close,False,session_close,False,"['close', 'amount', 'volume']",OK
intra_session_return_asymmetry,daily,,,session_close,False,['close'],NEEDS_DECL
intra_signed_imbalance_proxy,daily,session_close,False,session_close,False,"['close', 'value']",OK
intra_signed_jump_ratio,daily,,,session_close,False,['close'],NEEDS_DECL
intra_signed_return_profile_cosine,daily,,,session_close,False,['close'],NEEDS_DECL
intra_signed_tail_variation_ratio,daily,,,session_close,False,['close'],NEEDS_DECL
intra_slot_amount_surprise,daily,,,session_close,False,['amount'],NEEDS_DECL
intra_slot_volatility_surprise,daily,,,,,[],OK
intra_slot_volume_surprise,daily,,,session_close,False,['volume'],NEEDS_DECL
intra_tail_event_count,daily,,,session_close,False,['close'],NEEDS_DECL
intra_tail_volume_share,daily,,,session_close,False,"['close', 'volume']",NEEDS_DECL
intra_time_above_vwap,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_tripower_quarticity,daily,,,session_close,False,['close'],NEEDS_DECL
intra_up_down_semibeta,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_up_up_semibeta,daily,,,session_close,False,"['close', 'free_market_cap']",NEEDS_DECL
intra_ute_high,daily,,,session_close,False,['close'],NEEDS_DECL
intra_ute_low,daily,,,session_close,False,['close'],NEEDS_DECL
intra_volume_price_alignment,daily,,,session_close,False,"['close', 'volume']",NEEDS_DECL
intra_volume_profile_cosine,daily,,,,,['x'],OK
intra_volume_profile_jsd,daily,,,,,['x'],OK
intra_vwap_above_ratio,daily,session_close,False,session_close,False,"['close', 'amount', 'volume']",OK
intra_vwap_cross_count,daily,session_close,False,session_close,False,"['close', 'amount', 'volume']",OK
intra_vwap_path_curvature,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_vwap_path_curvature_pct,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_vwap_path_slope,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_vwap_path_slope_pct,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intra_vwap_reversion_speed,daily,,,session_close,False,"['close', 'amount', 'volume']",NEEDS_DECL
intraday_activity_duration_curvature,daily,session_close,False,session_close,False,['activity'],OK
intraday_barrier_approach_acceleration,extended,session_close,False,session_close,False,"['close', 'high_limit', 'low_limit']",OK
intraday_bvc_imbalance,daily,,,session_close,False,"['close', 'volume']",NEEDS_DECL
intraday_impact_asymmetry,daily,,,session_close,False,"['returns', 'flow']",NEEDS_DECL
intraday_impact_beta,daily,,,session_close,False,"['returns', 'flow']",NEEDS_DECL
intraday_impact_decay_rate,extended,session_close,False,session_close,False,"['ret', 'amount']",OK
intraday_jump_test_stat,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_medrv,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_minrv,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_profile_pca_residual,daily,,,,,"['x', 'session_id']",OK
intraday_profile_phase_shift,extended,session_close,False,session_close,False,['x'],OK
intraday_profile_surprise_energy,extended,session_close,False,session_close,False,['x'],OK
intraday_quantile_curve_pca_residual,extended,session_close,False,session_close,False,['returns'],OK
intraday_quantile_curve_pca_score,extended,session_close,False,session_close,False,['returns'],OK
intraday_realized_power_variation,extended,session_close,False,session_close,False,['returns'],OK
intraday_realized_semivariance_balance,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_return_wasserstein_shift,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_rv_signature_curvature,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_rv_signature_slope,daily,,,session_close,False,['close'],NEEDS_DECL
intraday_session_shape_novelty,daily,,,,,"['x', 'session_id']",OK
intraday_subsampled_rv_dispersion,extended,session_close,False,session_close,False,['returns'],OK
intraday_volatility,daily,,,,,[],OK
intraday_volatility_concentration,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_volatility_entropy,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_volatility_signature_slope,extended,session_close,False,session_close,False,['returns'],OK
intraday_volatility_time_centroid,daily,,,session_close,False,['returns'],NEEDS_DECL
intraday_volume_clock_path_efficiency,daily,,,,,"['price', 'activity']",OK
intraday_volume_clock_roughness,daily,,,,,"['price', 'activity']",OK
intraday_vwap_deviation,extended,,,session_close,False,"['close', 'price', 'volume']",NEEDS_DECL
intraday_wasserstein_pair_distance,extended,session_close,False,session_close,False,"['x', 'y']",OK
inverse,daily,,,,,[],OK
is_finite,daily,,,,,['x'],OK
is_infinite,daily,,,,,['x'],OK
is_nan,daily,,,,,['x'],OK
is_not_null,daily,,,,,['x'],OK
is_null,daily,,,,,['x'],OK
le,daily,,,,,"['x', 'y']",OK
lerp,daily,,,,,"['a', 'b']",OK
limit_down_close,daily,,,session_close,False,"['close', 'lower_limit']",NEEDS_DECL
limit_up_close,daily,,,session_close,False,"['close', 'upper_limit']",NEEDS_DECL
listing_age,daily,,,,,[],OK
log,daily,,,,,[],OK
log10,daily,,,,,['x'],OK
log2,daily,,,,,['x'],OK
log_abs,daily,,,,,['x'],OK
log_positive_or_nan,daily,,,,,[],OK
lqtp_historical_cvar,daily,,,,,['x'],OK
lt,daily,,,,,"['x', 'y']",OK
market_cap_free_cap_gap,daily,,,,,[],OK
maximum,daily,,,,,"['x', 'y']",OK
minimum,daily,,,,,"['x', 'y']",OK
multi_index_entry_intensity,daily,,,,,[],OK
multiply,daily,,,,,[],OK
ne,daily,,,,,"['x', 'y']",OK
neg,daily,,,,,['x'],OK
normalize,daily,,,,,['x'],OK
not_,daily,,,,,[],OK
ohlc_corwin_schultz_spread,extended,,,,,[],OK
open_close_return,daily,session_close,False,session_close,False,['close'],OK
open_to_vwap_return,daily,session_close,False,session_close,False,['vwap'],OK
or_,daily,,,,,[],OK
overnight_return,daily,after_open,False,after_open,False,['pre_close'],OK
overnight_volatility,daily,,,,,[],OK
panel_mixture_of_experts_score,extended,,,,,[],OK
panel_regime_conditioned_forecast,extended,,,,,[],OK
panel_rolling_elastic_net_forecast,extended,,,,,[],OK
panel_rolling_pca_explained_ratio,extended,,,,,[],OK
panel_rolling_pca_loading,extended,,,,,[],OK
panel_rolling_pca_resid,extended,,,,,[],OK
panel_rolling_pca_resid_momentum,extended,,,,,[],OK
panel_rolling_pca_resid_vol,extended,,,,,[],OK
panel_rolling_pcr_forecast,extended,,,,,[],OK
panel_rolling_pls_forecast,extended,,,,,[],OK
parkinson_vol,daily,,,,,[],OK
pattern_123_bear,daily,,,,,[],OK
pattern_123_bull,daily,,,,,[],OK
pattern_ascending_triangle,daily,,,,,[],OK
pattern_bear_flag,daily,,,,,[],OK
pattern_bear_pennant,daily,,,,,[],OK
pattern_breakdown_retest,daily,,,,,[],OK
pattern_breakout_retest,daily,,,,,[],OK
pattern_broadening,daily,,,,,[],OK
pattern_bull_flag,daily,,,,,[],OK
pattern_bull_pennant,daily,,,,,[],OK
pattern_cup,daily,,,,,[],OK
pattern_cup_handle,daily,,,,,[],OK
pattern_descending_triangle,daily,,,,,[],OK
pattern_double_bottom,daily,,,,,[],OK
pattern_double_top,daily,,,,,[],OK
pattern_falling_channel,daily,,,,,[],OK
pattern_falling_wedge,daily,,,,,[],OK
pattern_head_shoulders,daily,,,,,[],OK
pattern_inverse_head_shoulders,daily,,,,,[],OK
pattern_rectangle,daily,,,,,[],OK
pattern_rising_channel,daily,,,,,[],OK
pattern_rising_wedge,daily,,,,,[],OK
pattern_rounding_bottom,daily,,,,,[],OK
pattern_rounding_top,daily,,,,,[],OK
pattern_sym_triangle,daily,,,,,[],OK
pattern_triple_bottom,daily,,,,,[],OK
pattern_triple_top,daily,,,,,[],OK
period_average,daily,,,,,[],OK
period_cagr,daily,,,,,[],OK
period_change,daily,,,,,[],OK
period_lag,daily,,,,,[],OK
period_stability,daily,,,,,[],OK
piotroski_f_score,daily,,,,,[],OK
piotroski_f_score_tolerant,extended,,,,,[],OK
piotroski_observed_count,extended,,,,,[],OK
piotroski_partial_score,extended,,,,,[],OK
power,daily,,,,,['x'],OK
price_impact,daily,,,,,[],OK
price_spread_deviation,daily,,,,,['x'],OK
price_turnover_divergence,daily,,,,,[],OK
price_volume_divergence,daily,,,,,[],OK
quarter_from_cumulative,daily,,,,,[],OK
range_volatility,daily,,,,,[],OK
rank,daily,,,,,['x'],OK
rank_corr,daily,,,,,"['x', 'y']",OK
real_turnover_rate,daily,,,session_close,False,"['volume', 'float_shares']",NEEDS_DECL
relation_category_share,daily,,,,,"['value', 'category']",OK
relation_category_signed_contribution,extended,,,,,"['value', 'category']",OK
relation_concentration_acceleration,daily,,,,,['hhi'],OK
relation_diffusion_score,extended,,,,,"['x', 'group']",OK
relation_distinct_count,extended,,,,,['entity_ids'],OK
relation_distribution_excess_kurtosis,extended,,,,,[],OK
relation_distribution_pearson_kurtosis,extended,,,,,[],OK
relation_distribution_skew,daily,,,,,[],OK
relation_entropy,daily,,,,,[],OK
relation_entropy_change,daily,,,,,['entropy'],OK
relation_entry_count,daily,,,,,['member'],OK
relation_exit_count,daily,,,,,['member'],OK
relation_hhi,daily,,,,,[],OK
relation_hhi_change,daily,,,,,['hhi'],OK
relation_overlap_ratio,extended,,,,,"['current_ids', 'previous_ids']",OK
relation_peer_weighted_mean_ex_self,daily,,,,,"['value', 'weight', 'group']",OK
relation_rank_entity_mobility,extended,,,,,[],OK
relation_rank_mobility,daily,,,,,[],OK
relation_rank_weighted_sum,daily,,,,,[],OK
relation_share_mobility,daily,,,,,[],OK
relation_topk_concentration,daily,,,,,[],OK
relation_topk_sum,daily,,,,,[],OK
relation_weighted_change,daily,,,,,"['value', 'weight']",OK
relation_weighted_std_ex_self,daily,,,,,"['x', 'weight', 'group']",OK
relative_volume,daily,,,,,[],OK
report_benford_js_divergence,extended,,,session_close,False,['amount'],NEEDS_DECL
report_change_breadth,daily,,,,,[],OK
report_change_coherence,daily,,,,,[],OK
report_filing_delay_surprise,daily,,,,,['delay'],OK
report_revision_magnitude,extended,,,,,"['x', 'prev_x', 'current_period_id', 'prev_period_id']",OK
report_rolling_mean,daily,,,,,[],OK
report_yoy_lag,daily,,,,,[],OK
residual_momentum_capm,daily,,,session_close,False,['ret'],NEEDS_DECL
return_per_turnover,daily,,,,,[],OK
return_turnover_beta,daily,,,,,[],OK
return_volume_beta,daily,,,,,[],OK
return_volume_corr,daily,,,,,[],OK
revision_delta,daily,,,,,[],OK
rogers_satchell_vol,daily,,,,,[],OK
roll_spread_proxy,daily,,,,,[],OK
rolling_adl_flow,daily,,,,,[],OK
rolling_beta_to_market,extended,,,session_close,False,['ret'],NEEDS_DECL
rolling_obv,daily,,,,,[],OK
rolling_pvt,daily,,,,,[],OK
rolling_vwap,daily,,,,,[],OK
round,daily,,,,,['x'],OK
row_sum_skipna,daily,,,,,[],OK
safe_div_null,daily,,,,,[],OK
saturate,daily,,,,,['x'],OK
scale,daily,,,,,['x'],OK
session_event_recovery_score,daily,,,,,"['x', 'event']",OK
sigmoid,daily,,,,,['x'],OK
sign,daily,,,,,['x'],OK
signed_dollar_volume,daily,,,,,[],OK
signed_log,daily,,,,,['x'],OK
signed_power,daily,,,,,['x'],OK
signed_sqrt,daily,,,,,['x'],OK
signed_volume,daily,,,,,[],OK
signed_volume_imbalance,daily,,,,,[],OK
sin,daily,,,,,['x'],OK
sin_phase,extended,,,,,['x'],OK
size_neutralize,daily,,,,,['x'],OK
sqrt,daily,,,,,['x'],OK
sqrt_abs,daily,,,,,['x'],OK
square,daily,,,,,['x'],OK
state_deadband,daily,,,,,['x'],OK
state_episode_efficiency,daily,,,,,"['x', 'state']",OK
state_episode_excursion_balance,daily,,,,,"['x', 'state']",OK
state_episode_mae,daily,,,,,"['x', 'state', 'scale']",OK
state_episode_mfe,daily,,,,,"['x', 'state', 'scale']",OK
state_episode_retrace_ratio,daily,,,,,"['x', 'state']",OK
state_ewm_if,daily,,,,,"['x', 'condition']",OK
state_hold,daily,,,,,"['value', 'update_condition']",OK
state_latch,daily,,,,,"['set_condition', 'reset_condition']",OK
state_since_count,extended,,,,,"['x', 'reset_condition']",OK
state_since_last,extended,,,,,"['x', 'reset_condition']",OK
state_since_mean,extended,,,,,"['x', 'reset_condition']",OK
state_since_sum,extended,,,,,"['x', 'reset_condition']",OK
state_since_trend_tstat,daily,,,,,"['x', 'reset_condition']",OK
state_slew_limit,daily,,,,,['x'],OK
subtract,daily,,,,,[],OK
suspension_frequency,daily,,,,,[],OK
suspension_status_coverage,daily,,,,,[],OK
tail_beta,daily,,,session_close,False,['ret'],NEEDS_DECL
tanh,daily,,,,,['x'],OK
tradable_state,daily,,,,,"['listed', 'suspended', 'limit_up', 'limit_down']",OK
trade_when,daily,,,,,"['condition', 'signal']",OK
true_range,daily,,,,,[],OK
true_turnover_rate,daily,,,,,[],OK
truncate,daily,,,,,['x'],OK
ts_abdi_ranaldo_spread,daily,,,,,[],OK
ts_abs_concentration,extended,,,,,['x'],OK
ts_abs_entropy,daily,,,,,['x'],OK
ts_abs_entropy_nats,extended,,,,,['x'],OK
ts_abs_entropy_normalized,daily,,,,,['x'],OK
ts_active_information_storage,extended,,,,,['x'],OK
ts_activity_clock_age,daily,,,,,[],OK
ts_activity_clock_lagged_value,daily,,,,,[],OK
ts_activity_clock_lagged_value_prior,extended,,,,,[],OK
ts_ar_coeff_stability,daily,,,,,['x'],OK
ts_ar_coefficient,daily,,,,,['x'],OK
ts_ar_fitted_value,extended,,,,,['x'],OK
ts_ar_forecast,daily,,,,,['x'],OK
ts_ar_in_sample_resid,extended,,,,,['x'],OK
ts_ar_innovation,daily,,,,,['x'],OK
ts_ar_innovation_z,daily,,,,,['x'],OK
ts_ar_prior_coeff,daily,,,,,['x'],OK
ts_ar_prior_forecast,daily,,,,,['x'],OK
ts_ar_prior_innovation,daily,,,,,['x'],OK
ts_ar_prior_innovation_z,daily,,,,,['x'],OK
ts_argmax,daily,,,,,[],OK
ts_argmax_age,daily,,,,,[],OK
ts_argmax_index_from_oldest,daily,,,,,[],OK
ts_argmin,daily,,,,,[],OK
ts_argmin_age,daily,,,,,[],OK
ts_argmin_index_from_oldest,daily,,,,,[],OK
ts_autocorr,daily,,,,,['x'],OK
ts_autocorr_decay_half_life,daily,,,,,['x'],OK
ts_autocorrelation_time,daily,,,,,['x'],OK
ts_autocorrelation_time_initial_positive_sequence,extended,,,,,['x'],OK
ts_average_volume,daily,,,session_close,False,"['volume', 'window']",NEEDS_DECL
ts_bds_statistic,extended,,,,,[],OK
ts_best_lag_corr_excess,extended,,,,,"['y', 'x']",OK
ts_best_lag_corr_raw,extended,,,,,"['y', 'x']",OK
ts_beta,daily,,,,,"['y', 'x']",OK
ts_beta_break_score,extended,,,,,"['y', 'x']",OK
ts_beta_if,daily,,,,,"['y', 'x', 'condition']",OK
ts_betti_1_max_persistence,extended,,,,,['x'],OK
ts_bicoherence_top_decile_excess,extended,,,,,[],OK
ts_bicoherence_top_decile_mean,extended,,,,,[],OK
ts_binned_response_curvature,daily,,,,,"['y', 'x']",OK
ts_binned_response_monotonicity,daily,,,,,"['y', 'x']",OK
ts_bottomk_mean,daily,,,,,[],OK
ts_bottomk_std,daily,,,,,[],OK
ts_bottomk_sum,daily,,,,,[],OK
ts_breakdown_low,daily,,,,,[],OK
ts_breakout_high,daily,,,,,[],OK
ts_bures_corr_shift,extended,,,,,"['x', 'y']",OK
ts_change_point_probability,extended,,,,,[],OK
ts_channel_position,daily,,,,,[],OK
ts_channel_width,daily,,,,,[],OK
ts_channel_width_atr,daily,,,,,[],OK
ts_channel_width_pct,daily,,,,,[],OK
ts_channel_width_slope,daily,,,,,[],OK
ts_chatterjee_xi,daily,,,,,"['x', 'y']",OK
ts_chord_excursion_area,daily,,,,,['x'],OK
ts_conditional_mutual_information,daily,,,,,"['x', 'y', 'z']",OK
ts_conditional_transfer_entropy,extended,,,,,"['target', 'source', 'condition']",OK
ts_confirmed_pivot_high,daily,,,,,[],OK
ts_confirmed_pivot_low,daily,,,,,[],OK
ts_consolidation_slope,daily,,,,,[],OK
ts_consolidation_volume_decay,daily,,,,,[],OK
ts_consolidation_width,daily,,,,,[],OK
ts_copula_central_asymmetry,extended,,,,,"['x', 'y']",OK
ts_corr,daily,,,,,"['x', 'y']",OK
ts_corr_if,daily,,,,,"['x', 'y', 'condition']",OK
ts_count_if,daily,,,,,[],OK
ts_cov,daily,,,,,"['x', 'y']",OK
ts_cov_if,daily,,,,,[],OK
ts_coverage_ratio,daily,,,,,[],OK
ts_cpt_value,daily,,,session_close,False,['returns'],NEEDS_DECL
ts_cross_extremogram,extended,,,,,"['target', 'source']",OK
ts_cross_quantilogram,extended,,,,,"['target', 'source']",OK
ts_cross_spectral_coherence,daily,,,,,[],OK
ts_cross_spectral_phase,daily,,,,,[],OK
ts_crossing_acceleration,daily,,,,,"['x', 'y']",OK
ts_crossing_speed,daily,,,,,"['x', 'y']",OK
ts_cumulative_deviation_score,extended,,,,,['x'],OK
ts_current_drawdown_area,daily,,,,,['x'],OK
ts_current_drawdown_duration,daily,,,,,['x'],OK
ts_cusum_pressure,daily,,,,,['x'],OK
ts_cusum_vol_break_score,extended,,,,,[],OK
ts_days_since,daily,,,,,[],OK
ts_days_since_high,daily,,,,,[],OK
ts_days_since_low,daily,,,,,[],OK
ts_dc_duration_asymmetry,extended,,,,,"['x', 'scale']",OK
ts_dc_event_rate,extended,,,,,"['x', 'scale']",OK
ts_dc_overshoot_asymmetry,extended,,,,,"['x', 'scale']",OK
ts_dc_overshoot_ratio,extended,,,,,"['x', 'scale']",OK
ts_decay_exp_window,daily,,,,,['x'],OK
ts_decay_linear,daily,,,,,['x'],OK
ts_delay,daily,,,,,['x'],OK
ts_delay_intrinsic_dimension,daily,,,,,['x'],OK
ts_delta,daily,,,,,['x'],OK
ts_detrended_level_spectral_entropy,extended,,,,,[],OK
ts_dfa_hurst,extended,,,,,[],OK
ts_distance_corr,daily,,,,,"['x', 'y']",OK
ts_distance_correlation_partial_proxy,daily,,,,,"['x', 'y', 'z']",OK
ts_distance_cov,daily,,,,,"['x', 'y']",OK
ts_distance_to_high,daily,,,,,[],OK
ts_distance_to_low,daily,,,,,[],OK
ts_distance_to_resistance,daily,,,,,[],OK
ts_distance_to_support,daily,,,,,[],OK
ts_dmd_level_dominant_frequency,extended,,,,,[],OK
ts_dmd_level_dominant_growth_rate,extended,,,,,[],OK
ts_dmd_level_mode_concentration,extended,,,,,[],OK
ts_dmd_return_dominant_frequency,extended,,,,,[],OK
ts_dmd_return_dominant_growth_rate,extended,,,,,[],OK
ts_dmd_return_mode_concentration,extended,,,,,[],OK
ts_dominant_cycle_period,daily,,,,,[],OK
ts_downside_deviation,daily,,,,,['x'],OK
ts_edge_effective_spread,daily,,,,,[],OK
ts_effective_transfer_entropy,extended,,,,,"['target', 'source']",OK
ts_effective_turning_rate,extended,,,,,['x'],OK
ts_ema,daily,,,,,['x'],OK
ts_endpoint_deviation,daily,,,,,['x'],OK
ts_energy_break_score,daily,,,,,"['f1', 'f2', 'f3']",OK
ts_envelope_boundary_dwell,daily,,,,,['x'],OK
ts_envelope_compression,daily,,,,,['mid'],OK
ts_envelope_pressure,daily,,,,,['x'],OK
ts_event_spacing_cv,daily,,,,,['condition'],OK
ts_event_spacing_mean,daily,,,,,['condition'],OK
ts_evt_threshold_stability,extended,,,,,[],OK
ts_ewm_corr,daily,,,,,"['x', 'y']",OK
ts_ewm_cov,daily,,,,,"['x', 'y']",OK
ts_ewm_std,daily,,,,,['x'],OK
ts_ewm_var,daily,,,,,['x'],OK
ts_expected_shortfall,daily,,,,,['x'],OK
ts_expected_shortfall_asymmetry,daily,,,,,['x'],OK
ts_expectile,extended,,,,,['x'],OK
ts_expectile_beta,extended,,,,,"['y', 'x']",OK
ts_expectile_beta_spread,daily,,,,,"['y', 'x']",OK
ts_expectile_regression_coeff,daily,,,,,"['y', 'x']",OK
ts_expectile_regression_coeff_prior,daily,,,,,"['y', 'x']",OK
ts_expectile_regression_forecast_error,daily,,,,,"['y', 'x']",OK
ts_expectile_regression_resid,daily,,,,,"['y', 'x']",OK
ts_extrema_confirmation_rate,daily,,,,,"['x', 'y']",OK
ts_extrema_divergence_strength,daily,,,,,"['x', 'y']",OK
ts_extremal_dependence_decay,extended,,,,,['x'],OK
ts_extremal_index,daily,,,,,['x'],OK
ts_extreme_cluster_ratio,daily,,,,,['x'],OK
ts_extremogram,extended,,,,,['x'],OK
ts_feature_effective_rank,extended,,,,,"['f1', 'f2', 'f3']",OK
ts_feature_mode_share,extended,,,,,"['f1', 'f2', 'f3']",OK
ts_feature_pca_reconstruction_error,extended,,,,,[],OK
ts_feature_subspace_rotation,extended,,,,,"['f1', 'f2', 'f3']",OK
ts_ffill_limited,daily,,,,,[],OK
ts_first_passage_bias,daily,,,,,"['x', 'scale']",OK
ts_first_passage_conditional_time,daily,,,,,"['x', 'scale']",OK
ts_first_passage_hit_probability,daily,,,,,"['x', 'scale']",OK
ts_fisher_information_shift,extended,,,,,['x'],OK
ts_forbidden_ordinal_pattern_excess,extended,,,,,['x'],OK
ts_forbidden_ordinal_pattern_ratio,daily,,,,,['x'],OK
ts_forbidden_ordinal_pattern_signed_excess,extended,,,,,['x'],OK
ts_fractional_difference,daily,,,,,['x'],OK
ts_fractional_difference_discarded_weight_mass,extended,,,,,['x'],OK
ts_gap_fill_ratio,daily,,,,,[],OK
ts_gap_reversion_ratio,daily,,,,,[],OK
ts_gap_survival_duration,daily,,,,,[],OK
ts_garch_next_vol_forecast,extended,,,,,[],OK
ts_garch_persistence,extended,,,,,[],OK
ts_garch_standardized_shock,extended,,,,,[],OK
ts_garch_vol_surprise,extended,,,,,[],OK
ts_generalized_hurst_exponent,daily,,,,,['x'],OK
ts_generalized_hurst_spread_q1_q4,daily,,,,,['x'],OK
ts_gjr_garch_vol_forecast,extended,,,,,[],OK
ts_gjr_leverage,extended,,,,,[],OK
ts_glr_mean_shift_score,daily,,,,,[],OK
ts_glr_variance_shift_score,daily,,,,,[],OK
ts_gpd_shape_pwm,daily,,,,,['x'],OK
ts_hankel_effective_rank,daily,,,,,['x'],OK
ts_hankel_singular_gap,daily,,,,,['x'],OK
ts_har_from_return_forecast_error_z,extended,,,,,[],OK
ts_har_from_return_next_vol,extended,,,,,[],OK
ts_har_rv_forecast,extended,,,,,[],OK
ts_har_rv_forecast_error_z,extended,,,,,[],OK
ts_har_rv_innovation_z,extended,,,,,[],OK
ts_har_rv_next_var_forecast,extended,,,,,[],OK
ts_har_rv_next_vol_forecast,extended,,,,,[],OK
ts_hartigan_dip,daily,,,,,['x'],OK
ts_higuchi_fractal_dimension,daily,,,,,['x'],OK
ts_hill_tail_index,daily,,,,,['x'],OK
ts_hodges_lehmann_location,extended,,,,,[],OK
ts_hsic,daily,,,,,"['x', 'y']",OK
ts_huber_regression_coeff,daily,,,,,['y'],OK
ts_huber_regression_coeff_prior,daily,,,,,['y'],OK
