canonical,surface,available_at,same_session_usable,inferred_available_at,inferred_same_session_usable,input_panels,status
ts_huber_regression_forecast_error,daily,,,,,['y'],OK
ts_huber_regression_forecast_error_z,daily,,,,,['y'],OK
ts_huber_regression_in_sample_resid,extended,,,,,"['y', 'x']",OK
ts_huber_regression_predictive_resid,extended,,,,,"['y', 'x']",OK
ts_huber_regression_resid_z,daily,,,,,['y'],OK
ts_hurst_dfa,daily,,,,,['x'],OK
ts_hvg_assortativity,extended,,,,,[],OK
ts_hvg_clustering_coefficient,extended,,,,,[],OK
ts_hvg_degree_entropy,daily,,,,,[],OK
ts_hvg_forward_backward_asymmetry,daily,,,,,[],OK
ts_hvg_motif_entropy,extended,,,,,[],OK
ts_hysteresis_age,daily,,,,,['z'],OK
ts_hysteresis_state,daily,,,,,['z'],OK
ts_impulse_return,daily,,,,,[],OK
ts_impulse_strength,daily,,,,,[],OK
ts_impulse_volume,daily,,,,,[],OK
ts_industry_liquidity_beta,daily,,,,,[],OK
ts_interval_exploration_efficiency,daily,,,session_close,False,['close'],NEEDS_DECL
ts_interval_nesting_depth,daily,,,,,[],OK
ts_interval_occupancy_entropy,daily,,,,,[],OK
ts_interval_occupancy_mode_distance,daily,,,,,['x'],OK
ts_interval_overlap_connected_component_ratio,daily,,,,,[],OK
ts_interval_union_coverage,daily,,,,,[],OK
ts_joint_energy_shift,daily,,,,,"['f1', 'f2', 'f3']",OK
ts_jump_bipower_proxy,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_kalman_beta,extended,,,,,[],OK
ts_kalman_beta_change,extended,,,,,[],OK
ts_kalman_beta_uncertainty,extended,,,,,[],OK
ts_kalman_innovation_z,extended,,,,,[],OK
ts_kalman_level,extended,,,,,[],OK
ts_kalman_trend,extended,,,,,[],OK
ts_kernel_granger_score,extended,,,,,[],OK
ts_km_diffusion_gradient,daily,,,,,['x'],OK
ts_km_equilibrium_distance,daily,,,,,['x'],OK
ts_km_quasipotential_depth,daily,,,,,['x'],OK
ts_kramers_moyal_diffusion,extended,,,,,['x'],OK
ts_kramers_moyal_drift,extended,,,,,['x'],OK
ts_kramers_moyal_local_stability,daily,,,,,['x'],OK
ts_ks_shift,daily,,,,,['x'],OK
ts_kurt,daily,,,,,['x'],OK
ts_l_kurtosis,daily,,,,,['x'],OK
ts_l_skewness,daily,,,,,['x'],OK
ts_lag_of_peak_corr,daily,,,,,"['x', 'y']",OK
ts_lagged_mutual_information,daily,,,,,"['x', 'y']",OK
ts_last_if,daily,,,,,[],OK
ts_last_pivot_high,daily,,,,,[],OK
ts_last_pivot_low,daily,,,,,[],OK
ts_lempel_ziv_complexity,daily,,,,,['x'],OK
ts_level_shift_score,daily,,,,,['x'],OK
ts_leverage_effect,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_line_convergence,daily,,,,,[],OK
ts_line_parallelism,daily,,,,,[],OK
ts_lo_mackinlay_vr,extended,,,,,['x'],OK
ts_lo_mackinlay_z,extended,,,,,['x'],OK
ts_local_lyapunov_exponent,extended,,,,,['x'],OK
ts_location_shift,daily,,,,,['x'],OK
ts_log_return,daily,,,,,['x'],OK
ts_lower_partial_moment,daily,,,,,['x'],OK
ts_lower_tail_coexceedance_probability,extended,,,,,"['x', 'y']",OK
ts_lz_complexity,extended,,,,,[],OK
ts_mad,daily,,,,,['x'],OK
ts_market_liquidity_beta,daily,,,,,[],OK
ts_markov_committor,daily,,,,,['x'],OK
ts_markov_entropy_production,extended,,,,,['x'],OK
ts_markov_mean_first_passage_time,daily,,,,,['x'],OK
ts_markov_persistence,daily,,,,,['x'],OK
ts_markov_spectral_gap,daily,,,,,['x'],OK
ts_markov_state_entropy,daily,,,,,['x'],OK
ts_markov_stationary_surprisal,daily,,,,,['x'],OK
ts_markov_transition_surprisal,daily,,,,,['x'],OK
ts_mass_concentration,daily,,,,,['weight'],OK
ts_matrix_profile_discord_score,extended,,,,,[],OK
ts_matrix_profile_motif_age,daily,,,,,['x'],OK
ts_matrix_profile_motif_frequency,extended,,,,,['x'],OK
ts_matrix_profile_neighbor_dispersion,extended,,,,,['x'],OK
ts_matrix_profile_novelty,daily,,,,,['x'],OK
ts_max,daily,,,,,['x'],OK
ts_max_buildup,daily,,,,,"['x', 'd']",OK
ts_max_chord_excursion,daily,,,,,['x'],OK
ts_max_drawdown,daily,,,,,[],OK
ts_max_drawdown_activity_cost,daily,,,,,[],OK
ts_max_if,daily,,,,,"['x', 'condition']",OK
ts_mean,daily,,,,,['x'],OK
ts_mean_abs_deviation,extended,,,,,['x'],OK
ts_mean_excess_slope,daily,,,,,['x'],OK
ts_mean_if,daily,,,,,[],OK
ts_mean_reversion_half_life,daily,,,,,['x'],OK
ts_mean_reversion_ou_approx_half_life,extended,,,,,['x'],OK
ts_median,daily,,,,,['x'],OK
ts_median_abs_deviation,extended,,,,,['x'],OK
ts_min,daily,,,,,['x'],OK
ts_min_if,daily,,,,,"['x', 'condition']",OK
ts_mmd_rbf_shift,daily,,,,,['x'],OK
ts_modwt_band_corr,extended,,,,,"['x', 'y']",OK
ts_moment,daily,,,,,['x'],OK
ts_monotonicity,daily,,,,,['x'],OK
ts_motif_recurrence_count,extended,,,,,[],OK
ts_multi_regression_adjusted_r2_prior,daily,,,,,['y'],OK
ts_multi_regression_coeff,daily,,,,,['y'],OK
ts_multi_regression_coeff_prior,daily,,,,,['y'],OK
ts_multi_regression_coeff_stability,daily,,,,,['y'],OK
ts_multi_regression_forecast_error,daily,,,,,['y'],OK
ts_multi_regression_forecast_error_z,daily,,,,,['y'],OK
ts_multi_regression_r2,daily,,,,,['y'],OK
ts_multi_regression_r2_prior,daily,,,,,['y'],OK
ts_multi_regression_resid,daily,,,,,['y'],OK
ts_multi_regression_resid_z,daily,,,,,['y'],OK
ts_multifractal_asymmetry,extended,,,,,[],OK
ts_multifractal_curvature,daily,,,,,['x'],OK
ts_multifractal_spectrum_width,daily,,,,,['x'],OK
ts_multiscale_entropy_slope,extended,,,,,[],OK
ts_multiscale_permutation_entropy_slope,extended,,,,,['x'],OK
ts_multiscale_trend_consensus,daily,,,,,['x'],OK
ts_multiscale_trend_curvature,daily,,,,,['x'],OK
ts_multiscale_trend_dispersion,daily,,,,,['x'],OK
ts_mutual_information,daily,,,,,"['x', 'y']",OK
ts_nearest_structural_level_distance,daily,,,,,['price'],OK
ts_negative_ratio,daily,,,,,['x'],OK
ts_new_high,daily,,,,,[],OK
ts_new_low,daily,,,,,[],OK
ts_nth_pivot_high,daily,,,,,[],OK
ts_nth_pivot_high_age,daily,,,,,[],OK
ts_nth_pivot_low,daily,,,,,[],OK
ts_nth_pivot_low_age,daily,,,,,[],OK
ts_nth_value,daily,,,,,[],OK
ts_opening_mispricing_score,daily,,,,,[],OK
ts_ordinal_irreversibility,daily,,,,,['x'],OK
ts_overnight_intraday_cov,daily,,,,,[],OK
ts_overnight_intraday_sign_agreement,daily,,,,,[],OK
ts_overnight_intraday_spread,daily,,,,,[],OK
ts_partial_corr,daily,,,,,[],OK
ts_pastor_stambaugh_liquidity_gamma,extended,,,,,[],OK
ts_path_efficiency,daily,,,,,['x'],OK
ts_path_leadlag_area,extended,,,,,[],OK
ts_path_signature_area,extended,,,,,[],OK
ts_path_signature_depth2_norm,extended,,,,,[],OK
ts_pattern_symmetry,daily,,,,,[],OK
ts_pct,daily,,,,,['x'],OK
ts_permutation_entropy,daily,,,,,['x'],OK
ts_permutation_transition_entropy,daily,,,,,['x'],OK
ts_persistence_birth_dispersion,extended,,,,,['x'],OK
ts_persistence_diagram_shift,extended,,,,,['x'],OK
ts_persistence_entropy_h0,daily,,,,,['x'],OK
ts_persistence_entropy_h1,daily,,,,,['x'],OK
ts_pettitt_change_score,extended,,,,,[],OK
ts_pickands_tail_index,extended,,,,,[],OK
ts_pivot_high_age,daily,,,,,[],OK
ts_pivot_high_count,daily,,,,,[],OK
ts_pivot_high_spacing,daily,,,,,[],OK
ts_pivot_low_age,daily,,,,,[],OK
ts_pivot_low_count,daily,,,,,[],OK
ts_pivot_low_spacing,daily,,,,,[],OK
ts_poly2_coeff,daily,,,,,['x'],OK
ts_poly2_forecast_error,extended,,,,,['x'],OK
ts_poly2_forecast_error_z,extended,,,,,['x'],OK
ts_poly2_prior_coeff,extended,,,,,['x'],OK
ts_poly2_resid,daily,,,,,"['y', 'x']",OK
ts_positive_ratio,daily,,,,,['x'],OK
ts_prev_high,daily,,,,,[],OK
ts_prev_low,daily,,,,,[],OK
ts_price_delay,daily,,,,,"['stock_return', 'benchmark_return']",OK
ts_product,daily,,,,,['x'],OK
ts_pseudocount_sample_entropy,extended,,,,,[],OK
ts_qn_scale,daily,,,,,[],OK
ts_quantile,daily,,,,,['x'],OK
ts_quantile_beta_spread,daily,,,,,"['y', 'x']",OK
ts_quantile_crossing_spectral_concentration,extended,,,,,['x'],OK
ts_quantile_if,daily,,,,,"['x', 'condition']",OK
ts_quantile_kurtosis,daily,,,,,['x'],OK
ts_quantile_range,daily,,,,,['x'],OK
ts_quantile_regression_coeff,daily,,,,,"['y', 'x']",OK
ts_quantile_regression_coeff_prior,extended,,,,,"['y', 'x']",OK
ts_quantile_regression_resid,daily,,,,,"['y', 'x']",OK
ts_quantile_regression_slope,daily,,,,,"['y', 'x']",OK
ts_quantile_skew,daily,,,,,['x'],OK
ts_quantile_transport_curvature,daily,,,,,['x'],OK
ts_quantile_transport_slope,daily,,,,,['x'],OK
ts_quantilogram,extended,,,,,['x'],OK
ts_range_expansion,daily,,,,,[],OK
ts_rank,daily,,,,,['x'],OK
ts_rank_if,daily,,,,,"['x', 'condition']",OK
ts_ratio,daily,,,,,['x'],OK
ts_realized_quarticity,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_recovery_fraction,daily,,,,,['x'],OK
ts_recurrence_determinism,daily,,,,,[],OK
ts_recurrence_diagonal_entropy,daily,,,,,['x'],OK
ts_recurrence_divergence,daily,,,,,['x'],OK
ts_recurrence_laminarity,daily,,,,,[],OK
ts_recurrence_longest_vertical_length,extended,,,,,[],OK
ts_recurrence_mean_diagonal_length,extended,,,,,[],OK
ts_recurrence_rate,daily,,,,,['x'],OK
ts_recurrence_trapping_time,daily,,,,,['x'],OK
ts_regime_duration,extended,,,,,[],OK
ts_regression_forecast_error,daily,,,,,[],OK
ts_regression_forecast_error_z,daily,,,,,[],OK
ts_regression_in_sample_resid,daily,,,,,[],OK
ts_regression_intercept,daily,,,,,[],OK
ts_regression_r2,daily,,,,,[],OK
ts_regression_resid,daily,,,,,[],OK
ts_regression_resid_if,daily,,,,,"['y', 'x', 'condition']",OK
ts_regression_resid_mean,daily,,,,,[],OK
ts_regression_slope,daily,,,,,"['y', 'x', 'window']",OK
ts_regression_tstat,daily,,,,,[],OK
ts_residualized_hsic,extended,,,,,[],OK
ts_resistance_break,daily,,,,,[],OK
ts_resistance_fit_r2,daily,,,,,[],OK
ts_resistance_level,daily,,,,,[],OK
ts_resistance_log_slope,extended,,,,,[],OK
ts_resistance_slope,daily,,,,,[],OK
ts_response_slope_asymmetry,daily,,,,,"['y', 'x']",OK
ts_return_spectral_entropy,extended,,,,,[],OK
ts_ridge_regression_coeff,daily,,,,,['y'],OK
ts_ridge_regression_coeff_prior,daily,,,,,['y'],OK
ts_ridge_regression_forecast_error,daily,,,,,['y'],OK
ts_ridge_regression_forecast_error_z,daily,,,,,['y'],OK
ts_ridge_regression_in_sample_resid,extended,,,,,"['y', 'x']",OK
ts_ridge_regression_predictive_resid,extended,,,,,"['y', 'x']",OK
ts_ridge_regression_resid_z,daily,,,,,['y'],OK
ts_robust_zscore_inclusive,extended,,,,,['x'],OK
ts_robust_zscore_prior,extended,,,,,['x'],OK
ts_roll_effective_spread,extended,,,,,['price'],OK
ts_rolling_sr_gaussian_mean_shift_score,extended,,,,,[],OK
ts_roughness,daily,,,,,['x'],OK
ts_rqa_determinism_fixed_rr,extended,,,,,[],OK
ts_rqa_laminarity_fixed_rr,extended,,,,,[],OK
ts_run_concentration,daily,,,,,"['x', 'state']",OK
ts_run_efficiency,daily,,,,,"['x', 'state']",OK
ts_run_strength,daily,,,,,"['x', 'state']",OK
ts_sample_entropy,daily,,,,,['x'],OK
ts_scale_shift,daily,,,,,['x'],OK
ts_score_rank_weighted_mean,extended,,,,,"['target', 'score']",OK
ts_semivariance_balance,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_sharpe,daily,,,,,['x'],OK
ts_sign_cluster_index,daily,,,,,['x'],OK
ts_sign_persistence,daily,,,,,['x'],OK
ts_signature_mahalanobis_anomaly,extended,,,,,"['f1', 'f2', 'f3']",OK
ts_skew,daily,,,,,['x'],OK
ts_sma_cn,daily,,,,,['x'],OK
ts_spectral_centroid,daily,,,,,['x'],OK
ts_spectral_entropy,daily,,,,,[],OK
ts_spectral_flatness,daily,,,,,['x'],OK
ts_spectral_low_frequency_ratio,extended,,,,,[],OK
ts_spectral_peak_concentration,daily,,,,,['x'],OK
ts_spectral_quality_factor,daily,,,,,['x'],OK
ts_ssa_reconstruction_residual,daily,,,,,['x'],OK
ts_staleness,daily,,,,,[],OK
ts_state_age_percentile,daily,,,,,['state'],OK
ts_state_density,daily,,,,,['x'],OK
ts_state_entry_strength,daily,,,,,['z'],OK
ts_state_exit_hazard,daily,,,,,['state'],OK
ts_state_integral,daily,,,,,['z'],OK
ts_state_residual_life,daily,,,,,['state'],OK
ts_std,daily,,,,,['x'],OK
ts_std_if,daily,,,,,[],OK
ts_stratified_mean_spread,daily,,,,,"['target', 'sorter']",OK
ts_structural_level_density,daily,,,,,['price'],OK
ts_structural_level_strength,daily,,,,,['price'],OK
ts_sum,daily,,,,,['x'],OK
ts_sum_decay,daily,,,,,['x'],OK
ts_sum_if,daily,,,,,[],OK
ts_support_break,daily,,,,,[],OK
ts_support_fit_r2,daily,,,,,[],OK
ts_support_level,daily,,,,,[],OK
ts_support_log_slope,extended,,,,,[],OK
ts_support_slope,daily,,,,,[],OK
ts_swing_amplitude,daily,,,,,[],OK
ts_swing_amplitude_atr,daily,,,,,[],OK
ts_swing_amplitude_pct,daily,,,,,[],OK
ts_swing_duration,daily,,,,,[],OK
ts_swing_velocity,daily,,,,,[],OK
ts_tail_imbalance,daily,,,,,['x'],OK
ts_tail_mean,daily,,,,,[],OK
ts_tail_ratio,daily,,,,,['x'],OK
ts_threshold_cycle_asymmetry,daily,,,,,['x'],OK
ts_threshold_cycle_period,daily,,,,,['x'],OK
ts_time_since_change,daily,,,,,['condition'],OK
ts_time_slope,daily,,,,,[],OK
ts_time_under_water,daily,,,,,['x'],OK
ts_topk_mean,daily,,,,,[],OK
ts_topk_std,daily,,,,,[],OK
ts_topk_sum,daily,,,,,[],OK
ts_transfer_entropy,extended,,,,,"['target', 'source']",OK
ts_transfer_entropy_peak_excess,extended,,,,,"['target', 'source']",OK
ts_transfer_entropy_peak_lag,daily,,,,,"['target', 'source']",OK
ts_transfer_entropy_peak_strength,daily,,,,,"['target', 'source']",OK
ts_transition_count,daily,,,,,['condition'],OK
ts_transition_intensity,daily,,,,,"['x', 'state']",OK
ts_trend_break_score,daily,,,,,['x'],OK
ts_trend_tstat,daily,,,,,[],OK
ts_trimmed_mean,daily,,,,,['x'],OK
ts_true_streak,daily,,,,,[],OK
ts_turning_intensity,daily,,,,,['x'],OK
ts_turning_point_ratio,extended,,,,,[],OK
ts_turning_rate,daily,,,,,['x'],OK
ts_turnover_age_dispersion,daily,,,,,"['price', 'turnover']",OK
ts_turnover_cost_dispersion,daily,,,,,"['price', 'turnover']",OK
ts_turnover_cost_entropy,daily,,,,,"['price', 'turnover']",OK
ts_turnover_cost_entropy_vol_scaled,extended,,,,,"['price', 'turnover']",OK
ts_turnover_cost_mode_distance,daily,,,,,"['price', 'turnover']",OK
ts_turnover_cost_quantile_distance,daily,,,,,"['price', 'turnover']",OK
ts_turnover_cost_skew,daily,,,,,"['price', 'turnover']",OK
ts_turnover_holding_age,daily,,,,,"['price', 'turnover']",OK
ts_turnover_near_cost_mass,daily,,,,,"['price', 'turnover']",OK
ts_turnover_old_mass,extended,,,,,"['price', 'turnover']",OK
ts_turnover_profit_share,daily,,,,,"['price', 'turnover']",OK
ts_turnover_reference_price,daily,,,,,"['price', 'turnover']",OK
ts_two_state_regime_probability,extended,,,,,[],OK
ts_upper_partial_moment,daily,,,,,['x'],OK
ts_upper_tail_coexceedance_probability,daily,,,,,"['x', 'y']",OK
ts_upside_deviation,daily,,,,,['x'],OK
ts_valid_count,daily,,,,,[],OK
ts_value_at_argextreme,daily,,,,,[],OK
ts_var,daily,,,,,['x'],OK
ts_variance_ratio_proxy,extended,,,,,['x'],OK
ts_variance_ratio_slope,daily,,,,,['x'],OK
ts_variogram_slope,daily,,,,,['x'],OK
ts_vector_path_curvature,daily,,,,,"['f1', 'f2']",OK
ts_vector_path_efficiency,daily,,,,,"['f1', 'f2']",OK
ts_vector_self_intersection_rate,daily,,,,,"['f1', 'f2']",OK
ts_vector_state_local_density,daily,,,,,"['f1', 'f2', 'f3', 'f4']",OK
ts_vector_state_mahalanobis,daily,,,,,"['f1', 'f2', 'f3', 'f4']",OK
ts_vector_turning_coherence,daily,,,,,"['f1', 'f2']",OK
ts_vol_acceleration,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_vol_clustering,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_vol_of_vol,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_vol_pvariation_roughness,daily,,,,,['x'],OK
ts_vol_scaling_break,daily,,,,,['x'],OK
ts_vol_shift_score,daily,,,,,['x'],OK
ts_vol_term_structure,daily,,,session_close,False,['ret'],NEEDS_DECL
ts_wasserstein_shift,daily,,,,,['x'],OK
ts_wavelet_energy_slope,extended,,,,,[],OK
ts_wavelet_entropy,extended,,,,,[],OK
ts_wavelet_high_frequency_ratio,extended,,,,,[],OK
ts_wavelet_low_frequency_ratio,extended,,,,,[],OK
ts_wavelet_lowpass_reconstruct,extended,,,,,['x'],OK
ts_weighted_downside_deviation,extended,,,,,"['x', 'weight']",OK
ts_weighted_drawdown_area,daily,,,,,"['x', 'weight']",OK
ts_weighted_expected_shortfall,daily,,,,,"['x', 'weight']",OK
ts_weighted_permutation_entropy,daily,,,,,['x'],OK
ts_weighted_semivariance,daily,,,,,"['x', 'weight']",OK
ts_weighted_standardized_moment,daily,,,,,[],OK
ts_weighted_time_centroid,daily,,,,,['weight'],OK
ts_zero_ratio,daily,,,,,['x'],OK
ts_zscore,daily,,,,,['x'],OK
ttm_from_cumulative,daily,,,,,[],OK
ttm_from_quarterly,daily,,,,,[],OK
turnover_acceleration,daily,,,,,[],OK
turnover_adjusted_volatility,daily,,,,,[],OK
turnover_autocorr,daily,,,,,[],OK
turnover_momentum,daily,,,,,[],OK
turnover_shock,daily,,,,,[],OK
turnover_volatility,daily,,,,,[],OK
turnover_zscore,daily,,,,,[],OK
ulcer_index,daily,,,,,[],OK
unitize,daily,,,,,['x'],OK
up_down_volume_ratio,daily,,,,,[],OK
up_volume_ratio,daily,,,,,[],OK
update_acceleration,extended,,,,,"['x', 'update_event']",OK
update_direction_persistence,extended,,,,,"['x', 'update_event']",OK
update_path_efficiency,extended,,,,,"['x', 'update_event']",OK
update_surprise,extended,,,,,"['x', 'update_event']",OK
valuation_cashflow_disagreement,daily,,,,,[],OK
valuation_growth_mismatch,daily,,,,,[],OK
valuation_pcf_definition_gap,daily,,,,,[],OK
valuation_pcf_gap_positive,extended,,,,,[],OK
valuation_pcf_gap_signed_log,extended,,,,,[],OK
valuation_pe_gap_positive,extended,,,,,[],OK
valuation_pe_gap_signed_log,extended,,,,,[],OK
valuation_pe_ttm_lyr_gap,daily,,,,,[],OK
valuation_quality_mismatch,daily,,,,,[],OK
volume_acceleration,daily,,,,,[],OK
volume_autocorr,daily,,,,,[],OK
volume_momentum,daily,,,,,[],OK
volume_price_range_density,daily,,,,,[],OK
volume_shock,daily,,,,,[],OK
volume_volatility,daily,,,,,[],OK
volume_weighted_momentum,daily,,,,,[],OK
volume_weighted_return,daily,,,,,[],OK
volume_zscore,daily,,,,,[],OK
vwap_deviation,daily,,,,,[],OK
vwap_to_close_return,daily,session_close,False,session_close,False,"['vwap', 'close']",OK
where,daily,,,,,"['condition', 'x', 'y']",OK
winsorize,daily,,,,,['x'],OK
winsorize_mean,daily,,,,,['x'],OK
yang_zhang_vol,daily,,,,,[],OK
yoy_by_period,daily,,,,,[],OK
zero_return_ratio,daily,,,,,[],OK
zmijewski_score,daily,,,,,[],OK
zscore,daily,,,,,['x'],OK
