canonical,semantic_version,surface,role,status,source_module,backends,parameter_domain_status,semantic_golden_status,pit_status,source_pit_status,backend_parity_status,batch_parity_status,chunk_status,incremental_status,checkpoint_status,optimizer_diff_status,numeric_stress_status,shape_status,null_inf_status,determinism_status,current_sha,evidence_hash,final_production_ready,reason
rolling_adl_flow,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,82f5d1ab94bfe1e4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
rolling_beta_to_market,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9c075b142caf91bc,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
rolling_obv,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4d7f4f80cf12259c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
rolling_pvt,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7b0da47b4b6cfcfa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
rolling_vwap,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fc3c8e5472dcd6d7,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
round,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f631239912067b31,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
row_sum_skipna,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c09135eae8538c0e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
safe_div_null,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7d36d22ce960aae3,False,u;n;d;e;c;l;a;r;e;d; ;e;d;g;e; ;c;o;n;t;r;a;c;t
saturate,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,36680e3902c75f97,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
scale,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e911e37d54ea4232,False,r;e;q;u;i;r;e;d; ;e;d;g;e; ;e;v;i;d;e;n;c;e; ;i;n;c;o;m;p;l;e;t;e
session_event_recovery_score,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e9b2b96eb6311cb9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
sigmoid,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,420fb0ea5444657d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
sign,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,805895d9a92d1c82,False,e;m;p;t;y; ;p;a;r;a;m;s
signed_dollar_volume,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2a8efb5c68bcd90e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
signed_log,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a21e4774cdfc102b,False,e;m;p;t;y; ;p;a;r;a;m;s
signed_power,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8d3334fb88fdf4d4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
signed_sqrt,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4e7e44441ef43252,False,e;m;p;t;y; ;p;a;r;a;m;s
signed_volume,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e54309388038c20e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
signed_volume_imbalance,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,cd4e8ae34f76baf7,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
sin,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,208e936d5dcc862e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
sin_phase,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,3048647693dc26aa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
size_neutralize,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0b175cc58a5ee16f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
sqrt,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6407a416086bcbc5,False,e;m;p;t;y; ;p;a;r;a;m;s
sqrt_abs,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e6574393c429deaf,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
square,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d4dc5acf30855d5c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_deadband,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fe66920fd2606441,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_episode_efficiency,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5278b3264633b843,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_episode_excursion_balance,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,152faa376371fc05,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_episode_mae,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a2aaaf6aef8ce3da,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_episode_mfe,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6124d3cab9d6d819,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_episode_retrace_ratio,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0f099e4057618813,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_ewm_if,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,aac29e96d6edb809,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_hold,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,517abf97c743877e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_latch,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6dd19d6948155192,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_since_count,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,05789dc27599baad,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_since_last,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9c2c79473651edb2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_since_mean,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2e7521be124a5e2c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_since_sum,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9d4c39c25a044d9e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_since_trend_tstat,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,dedebde0bbe585bc,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
state_slew_limit,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,986565305ce7b883,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
subtract,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1ee962fdaa9bd72b,False,e;m;p;t;y; ;p;a;r;a;m;s
suspension_frequency,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2b67f8be16bbb3c7,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
suspension_status_coverage,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e2f2ab15f83d1764,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
tail_beta,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e6a89a6ca564cf02,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
tanh,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9328e852123d3036,False,e;m;p;t;y; ;p;a;r;a;m;s
tradable_state,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,925d27e65ccf8813,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
trade_when,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1cd68b8495f28ed2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
true_range,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ccad3abc13cfc01c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
true_turnover_rate,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a8db5c7e45d77d92,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
truncate,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1e8d6b8a0380378a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_abdi_ranaldo_spread,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ab6a36c4b9306ae3,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_abs_concentration,,extended,extended,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d00fe2cafc56f937,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_abs_entropy,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8b0a66c5585bc816,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_abs_entropy_nats,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,688b2d87ad66fbcb,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_abs_entropy_normalized,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5efd122ee773fa28,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_active_information_storage,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,91783c64b0bfe973,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_activity_clock_age,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fcc7a969759ee411,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_activity_clock_lagged_value,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,bbbb00a5cc1fdc33,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_activity_clock_lagged_value_prior,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0706fc0d1f808393,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_coeff_stability,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b3220bd18b086856,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_coefficient,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a8e4db3e3463ac54,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_fitted_value,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0864dfe25aaae6fa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_in_sample_resid,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6b170e6fbcbbc57b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_prior_coeff,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d7dfd81b252f9a24,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_prior_forecast,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9e07e59d69cf85b5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_prior_innovation,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9c6ab98aa6c4b3bf,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_ar_prior_innovation_z,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,900df794f0a66f4f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmax,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,bd443c05e2da34e4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmax_age,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c9de68652d24ebf0,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmax_index_from_oldest,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b2dece07426d26c0,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmin,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8fa935b5caeb076a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmin_age,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b7145367c19ff552,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_argmin_index_from_oldest,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,280a1bf5f2a659cd,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ts_autocorr,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,f1ec4985c5791c96,False,u;n;d;e;c;l;a;r;e;d; ;e;d;g;e; ;c;o;n;t;r;a;c;t
ts_autocorr_decay_half_life,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PASS,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,dd105aa1b4544e44,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
