canonical,semantic_version,surface,role,status,source_module,backends,parameter_domain_status,semantic_golden_status,pit_status,source_pit_status,backend_parity_status,batch_parity_status,chunk_status,incremental_status,checkpoint_status,optimizer_diff_status,numeric_stress_status,shape_status,null_inf_status,determinism_status,current_sha,evidence_hash,final_production_ready,reason
donchian_lower,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c41e884ee3c84d1e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
donchian_mid,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,541c2a0db6c152d1,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
donchian_position,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b0281c65412ce41e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
donchian_upper,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c69028b4d7c8e74e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
down_volume_ratio,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7c9e1176afa3e240,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
earnings_yield,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,1c16ecacc23fb48d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
efficiency_ratio,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ad9f6327b02b5d1d,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
eq,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a3826132a95398cc,False,e;m;p;t;y; ;p;a;r;a;m;s
event_abnormal_return_past,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,209ec6d0d913f9e5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_active_count,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,39da76b8f973406b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_allan_factor,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8820ba37b918f115,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_allan_log_mean,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,225bf9f632c42d7e,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_allan_scaling_slope,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6ee2e68fe321b484,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_arithmetic_return_sum,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b310b764038ccfc1,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_cluster_count,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d1b91fd30a946384,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_cluster_mean_size,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4b53366794421cec,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_cumulative_return_past,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,024525bd2c3738fa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_decay_asof,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d8afa339e48c020f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_fano_excess,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,ee64948180467c8c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_fano_factor,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,072704319d3f5388,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_frequency,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,8f479e6f8c4c5f28,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_hawkes_branching_ratio_proxy,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,6de9ff843343c5d6,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_historical_response_mean,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,34ba05ab4fa1df88,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_historical_response_sign_balance,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,03181544c06f4b51,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_interval_mark_coupling,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,7bf8bf6ddcd748d5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_interval_memory,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2575458b78bc1f6b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_level_survival_share,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4d4ce4dd310f5d21,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_local_variation,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0438122f0c56eb19,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_log_return_sum,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,aa805d0ac16a3ccc,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_mark_autocorr,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,dac136460e74a2bf,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_refractory,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,39f0ff641a76154c,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_decay_rate,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a854190561a3bf2b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_dispersion,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,397f4b296060ec0b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_effective_events,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,56939ab67446f763,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_overlap_ratio,,extended,extended,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c7cc087e1f906f24,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_peak_lag,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,bf8f92c4220cb0db,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_response_reversal_strength,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,32fae9b8576208af,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
event_return_since_last,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4f24320324399343,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
exp,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,4cf1109bf0219532,False,e;m;p;t;y; ;p;a;r;a;m;s
exp_neg,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,692e79b6eb3b072b,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
expanding_rank,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e8479d8c069f6cc4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
ffill_limit,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5fd08832f9c4b6b4,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fillna_const,,daily,daily,FAIL,,"pandas_numpy,polars,sql",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d43c9f45f7dd73fb,False,u;n;d;e;c;l;a;r;e;d; ;e;d;g;e; ;c;o;n;t;r;a;c;t
fin_accrual_ratio,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0674b6ca804a7f42,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_acquisition_cash_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,48908eeaeae2fe0a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_actual_expectation_divergence,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d3e08b4bfb91b027,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_announcement_lag,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,47e190bb317f1321,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_applicability_mask,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,07b379297e52c266,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_average_balance,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5981cd58343f44e8,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_beat_streak,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c2313e6dc944f13a,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_borrowing_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0b96677c6be1b8df,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cagr,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,e9bb329ef076ce41,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_capex_growth,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,98716507ac973507,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_capex_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c6aeb1063013d2c9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cash_burn_runway,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,aaafab170aed7ba0,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cash_conversion,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2e39fc05dc046bbe,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cash_earnings_gap,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,14305e4779b218fb,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cash_sales_divergence,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,5f90d9913cd57ac5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cashflow_persistence,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,9471b78471adff7f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_common_size,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,18369d8daf3ee393,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_component_score,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,36ab9bdb96769bda,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_comprehensive_income_gap,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,a49f01142a277707,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_contract_asset_growth,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,190f129716492a63,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_contract_asset_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,983cc5bfa52e1a3f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_contract_asset_liability_gap,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fd329e4cd61b97f9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_contract_liability_growth,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,d14ac3de6a7101aa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_contract_liability_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,437f3d8d4e82f4c3,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_core_earnings_ratio,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2c049d2a1f0a47dc,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_cv,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,2d1e85275a0c1db2,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_days_since_expectation_revision,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,c63abf57f90e0b4f,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_days_since_update,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,b8d49db96dfbc9e5,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_debt_repayment_intensity,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,abd84069e76e7496,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_debt_service_coverage_proxy,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,312a259c16f4affa,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_deferred_tax_gap,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,0ed9743fa6b67cb9,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
fin_delta_noa,,daily,daily,FAIL,,"pandas_numpy,polars",PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PASS,PENDING,PASS,d34cc9f50df92a10ca5c84a6d64d4682d2cd9f23,fef3e650801288ad,False,n;o; ;t;y;p;e;d; ;s;i;g;n;a;t;u;r;e
